"Gene.Id","tumor.median_BLCA","healthy.median_BLCA","fold.change_BLCA","log2.fold.change_BLCA","tumor.median_BRCA","healthy.median_BRCA","fold.change_BRCA","log2.fold.change_BRCA","tumor.median_CHOL","healthy.median_CHOL","fold.change_CHOL","log2.fold.change_CHOL","tumor.median_ESCA","healthy.median_ESCA","fold.change_ESCA","log2.fold.change_ESCA","tumor.median_HNSC","healthy.median_HNSC","fold.change_HNSC","log2.fold.change_HNSC","tumor.median_KICH","healthy.median_KICH","fold.change_KICH","log2.fold.change_KICH","tumor.median_KIPAN","healthy.median_KIPAN","fold.change_KIPAN","log2.fold.change_KIPAN","tumor.median_KIRC","healthy.median_KIRC","fold.change_KIRC","log2.fold.change_KIRC","tumor.median_KIRP","healthy.median_KIRP","fold.change_KIRP","log2.fold.change_KIRP","tumor.median_LIHC","healthy.median_LIHC","fold.change_LIHC","log2.fold.change_LIHC","tumor.median_LUAD","healthy.median_LUAD","fold.change_LUAD","log2.fold.change_LUAD","tumor.median_LUSC","healthy.median_LUSC","fold.change_LUSC","log2.fold.change_LUSC","tumor.median_PRAD","healthy.median_PRAD","fold.change_PRAD","log2.fold.change_PRAD","tumor.median_STES","healthy.median_STES","fold.change_STES","log2.fold.change_STES","tumor.median_THCA","healthy.median_THCA","fold.change_THCA","log2.fold.change_THCA","tumor.median_UCEC","healthy.median_UCEC","fold.change_UCEC","log2.fold.change_UCEC"
"ZNF441",101.03505,108.9722,0.927163533451651,-0.109104270500549,197.4447,290.771,0.679038487331955,-0.558434747354983,92.45075,159.3291,0.580250249326708,-0.785252857408379,104.6447,218.018,0.47998192809768,-1.05894800725081,53.1746,76.01505,0.699527264666668,-0.515547806142318,248.02995,305.6421,0.811504534224833,-0.301328939133947,219.6353,311.0236,0.70616924246263,-0.501914109690415,218.93,344.6315,0.635258239597947,-0.654584912054611,216.3838,252.03705,0.858539647246308,-0.220043335657164,103.5782,110.3697,0.938465901420408,-0.0916237683132395,108.0575,178.8714,0.604107196566919,-0.72712352177165,70.1389,158.1756,0.443424270241428,-1.17324035851459,165.8857,221.53815,0.748790671042437,-0.417365633957301,111.6164,214.142,0.521226102305947,-0.940018760934488,303.2714,333.3683,0.909718770500975,-0.136507473873126,106.86285,238.5993,0.447875790079854,-1.15882941144821
"ZNF442",18.5351,28.7437,0.644840434599582,-0.632985884260746,36.8214,44.7508,0.822809871555369,-0.281368992372905,13.3174,21.8162,0.610436281295551,-0.712087383551029,11.56645,20.2206,0.572013194465051,-0.805879669265254,10.6994,21.8783,0.489041653144897,-1.03197074581135,35.42735,52.3968,0.676135756382069,-0.564615151048975,33.0499,55.6759,0.593612316998917,-0.752407067805834,33.2806,60.0808,0.55393070664838,-0.852222579672925,30.75405,48.6468,0.632190606576383,-0.661568495814436,32.9154,25.7883,1.2763695164086,0.352046058189826,20.8133,35.5594,0.58531077577237,-0.772725255463665,12.8436,34.7167,0.369954517566474,-1.43458017905022,32.6822,51.44055,0.635339241123977,-0.654400966309654,13.0134,20.2206,0.643571407376636,-0.63582786353119,43.7325,48.1073,0.909061618506963,-0.137550007617011,35.80265,63.1313,0.567114093959732,-0.818289084179977
"ZNF443",101.99525,70.1272,1.45443208911806,0.5404559351595,152.2299,117.9413,1.29072597978825,0.368182750016513,103.5627,69.1874,1.49684335587116,0.581923251768857,50.4076,54.4366,0.925987295312345,-0.110935695263204,39.7088,54.93175,0.722875204230704,-0.468181490280351,126.03665,96.1606,1.31068909719781,0.390325510788833,87.1654,96.1606,0.906456490496108,-0.141690321969183,79.8183,100.13335,0.797120040426092,-0.327131095029425,103.25995,82.3994,1.25316385798926,0.325575067215826,62.1642,56.82385,1.09398078447694,0.129587397743549,72.6227,58.1788,1.2482674101219,0.319927028695935,64.6651,55.5262,1.1645871678595,0.219818627468179,108.0963,100.57335,1.07480063058454,0.104069072891821,53.3819,38.7597,1.37725266191431,0.461793251305153,78.8139,80.9568,0.973530327285663,-0.0387021726001087,247.77275,137.7649,1.79851870832121,0.846809166569121
"ZNF445",432.8568,457.3436,0.946458636351312,-0.0793886385461523,601.6311,707.1539,0.850778168656073,-0.233145081306356,334.37265,356.3941,0.938210396861228,-0.0920166066125978,573.7224,934.6861,0.613812915373407,-0.70412909269793,314.8305,328.4163,0.958632382132068,-0.0609504205759157,650.8025,432.1944,1.50580965417414,0.590539413877868,429.1576,580.6754,0.739066266626759,-0.436224368881719,418.6704,617.9292,0.677537815011817,-0.561626625900479,438.04525,550.88955,0.795159846470132,-0.330683188541779,394.9522,298.5992,1.32268338294275,0.403467758120733,491.7031,536.071,0.917235030434401,-0.12463664046046,429.9308,550.4547,0.781046651068653,-0.3565193733378,617.0284,638.19335,0.966836147697246,-0.0486566818493821,596.967,852.5651,0.70020107555423,-0.514158817046163,411.8783,558.9535,0.736873997568671,-0.440510149412355,601.31115,861.0763,0.698325049708139,-0.518029370136676
"ZNF446",316.6376,217.8941,1.45317197666206,0.53920544983624,283.5096,181.1705,1.5648772841053,0.646049527091289,335.1761,93.4801,3.58553424739597,1.84218809762852,169.30885,174.7743,0.968728525875944,-0.0458356699544505,168.4125,158.5844,1.0619739394291,0.0867483632063662,259.4508,253.629,1.02295399973978,0.0327412713399196,223.3034,207.0803,1.07834207309918,0.108814904324214,193.1136,181.03205,1.06673707777159,0.0932046341408386,292.45565,253.8523,1.1520701210901,0.204228529514787,188.8029,110.0894,1.71499617583528,0.77820535942454,194.599,178.4175,1.09069457872686,0.125247168165684,202.4575,174.5638,1.15979086156465,0.213864675882257,443.5761,347.1885,1.27762325077011,0.353462472922457,164.0738,177.6133,0.923769785258199,-0.114394735722533,327.9242,312.6874,1.04872853847005,0.0686412871755737,393.39645,409.6091,0.960419214319213,-0.0582638282143356
"ZNF45",217.5771,220.8481,0.985188914914822,-0.0215276997823047,301.1955,361.0883,0.83413253766461,-0.261651459131574,241.0414,163.6215,1.47316459022806,0.558918625377484,207.73725,231.3641,0.897880224287173,-0.155405090179297,195.0109,193.88415,1.00581146009099,0.00835989651128495,252.2006,261.7174,0.963637113925173,-0.0534381356772386,244.2207,283.871,0.860322822690588,-0.217049984719098,281.0559,314.77175,0.892887941818159,-0.163448967611866,163.40375,260.5415,0.627169759903893,-0.673072095843131,155.9633,149.86055,1.04072285868429,0.0575859345029576,220.7414,248.9362,0.886738851159454,-0.173418808410948,236.9951,250.6631,0.945472628400431,-0.0808924023839904,266.0473,281.4471,0.94528350087814,-0.08118102060946,212.789,229.1633,0.928547459388131,-0.106952444636106,250.6916,355.0296,0.706114645088747,-0.502025655763098,199.9079,261.079,0.765698888076023,-0.385150932612991
"ZNF454",3.1927,20.9735,0.152225427324958,-2.71571873202711,11.5892,33.44505,0.34651465612998,-1.52901172122941,4.7885,2.1721,2.204548593527,1.14048327775555,4.9805,24.7031,0.20161437228526,-2.3103296084027,2.68275,6.4204,0.417847797645007,-1.25895056303465,2.68985,30.1347,0.0892608852917069,-3.48582807442827,12.219,26.5329,0.460522596474566,-1.11865614807782,14.1114,28.0671,0.502773710144618,-0.992018881158368,10.9661,22.98085,0.477184264289615,-1.06738162562967,2.4643,1.9206,1.28308861814016,0.359620815428548,9.4538,14.6341,0.646011712370422,-0.630367773272268,4.5204,17.7566,0.254575763378124,-1.97383301939746,14.9163,38.82625,0.384180805511735,-1.38014265418895,5.9887,22.6574,0.264315411300502,-1.91966754898995,39.6464,30.0352,1.31999786916684,0.400535600686071,6.6381,51.7677,0.128228605868138,-2.96320995351999
"ZNF460",34.0999,45.1477,0.755296504583844,-0.404884984597531,44.741,61.19785,0.731087775142427,-0.451883466875778,32.6332,34.5937,0.943327831368139,-0.084168862166877,401.84075,469.3316,0.856197941924217,-0.223983727209682,62.8951,69.4182,0.906031847555828,-0.142366332139772,74.91425,70.7996,1.05811685376754,0.0814989611397771,42.8909,66.6041,0.643967863840214,-0.634939400080333,46.6631,70.95575,0.657636625643447,-0.604637445863587,29.07535,49.54215,0.586881069957602,-0.768859920625838,20.9249,30.5096,0.685846422109762,-0.544042537244131,39.6904,48.832,0.812794888597641,-0.29903676538804,69.8344,58.5842,1.192034712431,0.253426248151487,48.2802,58.9801,0.818584573440872,-0.288796616024835,399.8599,426.4079,0.937740365504485,-0.0927395594056335,35.7143,58.7155,0.608260169801841,-0.717239558391921,58.4707,87.1336,0.671046530844588,-0.575515287491312
"ZNF461",87.3956,99.1317,0.881611028560995,-0.181785823393518,120.1369,125.505,0.957227998884507,-0.0630654986157739,103.7898,40.1846,2.58282526141855,1.36895004259942,58.26375,107.2401,0.543301899196289,-0.88017400470441,45.38905,63.88165,0.710517809104805,-0.493057283863804,94.42925,105.8791,0.891859205452256,-0.16511211975093,102.6711,105.6958,0.97138296885969,-0.0418879029019503,114.166,112.83505,1.01179553693644,0.01691778049634,80.1316,93.005,0.861583785817967,-0.214936994889316,53.7863,36.38155,1.47839495568496,0.564031739368831,93.0946,88.2887,1.05443391962958,0.0764686856390637,90.4093,80.9645,1.11665359509415,0.159181706726959,89.8604,105.2008,0.854179816123071,-0.227388286726068,59.2564,107.2401,0.55255823148244,-0.855801583606709,118.313,156.218,0.75735830698127,-0.400952092686665,86.7199,122.5806,0.707452076429712,-0.499295673358279
"ZNF468",466.0204,217.7215,2.14044272155024,1.09790922939558,500.3925,350.0848,1.42934654689378,0.515355742096462,480.88505,109.6932,4.38390939456593,2.13221798138211,337.9957,376.7011,0.897251693716849,-0.156415353508487,260.6932,284.8717,0.915124949231531,-0.127959355501912,892.209,500.3835,1.78305040034294,0.834347483275386,389.2617,482.5754,0.806633947772721,-0.310013971002316,398.1112,510.62355,0.779656950800644,-0.359088617379341,337.3793,390.93525,0.863005574452547,-0.21255821658502,182.8847,95.03945,1.92430301311718,0.944335993027404,434.7458,287.0067,1.5147583662681,0.599087673836961,365.1665,285.1496,1.28061375502543,0.356835411093802,420.7775,480.487,0.875731289296068,-0.191439835871608,352.416,293.3702,1.20126720437181,0.264557093212685,385.4782,419.8781,0.918071697476006,-0.123321268531552,407.67335,233.4884,1.74601115087516,0.804062772747952
"ZNF470",99.2036,130.5896,0.759659268425663,-0.39657562630344,155.8141,247.5193,0.629502830688354,-0.667715229554875,113.70365,192.3077,0.591258956349642,-0.758137962425441,33.7752,167.6357,0.201479756400337,-2.31129320307204,34.60125,103.6886,0.333703512247248,-1.58336122384504,116.517,165.3567,0.704640332082099,-0.505041040960595,150.8963,214.821,0.702428068019421,-0.509577600835016,200.0686,234.52635,0.853075144861121,-0.229255265016082,118.7016,201.66855,0.588597478387185,-0.764646733251419,91.8463,165.7176,0.554233829116521,-0.851433322701849,134.0269,154.8155,0.865720163678702,-0.208027332885901,97.3506,151.658,0.64190876841314,-0.639559826684213,209.2199,198.4435,1.0543046257499,0.0762917726313561,38.1072,160.5438,0.237363261614587,-2.07483143871126,267.3498,239.4525,1.11650452594982,0.158989099393374,169.90235,233.5079,0.727608573414433,-0.458765552516965
"ZNF471",44.8929,167.542,0.267950125938571,-1.8999636007605,92.081,252.62205,0.364501040190276,-1.45600516325638,28.94495,66.1157,0.437792385167214,-1.19168123396613,18.1868,188.395,0.0965354706865894,-3.37279705069976,10.9789,74.7491,0.146876684802894,-2.7673226941521,129.3289,175.019,0.738942057719448,-0.436466851379392,103.2974,193.4295,0.534031262036039,-0.905003895550902,102.3835,199.5687,0.513023835902123,-0.962902237595157,93.23545,168.54115,0.553191015962571,-0.854150368137736,20.0173,41.41275,0.483360800719585,-1.0488276157858,59.8886,111.0513,0.539287698568139,-0.890872969285044,36.6625,114.4248,0.320406939754319,-1.64202269919843,199.9309,195.12555,1.02462696453642,0.0350987640055405,21.6058,160.5438,0.13457885013311,-2.89347639523324,184.5668,295.1947,0.625237512733122,-0.677523755752448,94.5933,262.6459,0.360155250852955,-1.47330915679447
"ZNF473",265.36625,191.1765,1.38806940183548,0.473079702772619,286.4352,283.40515,1.01069158411553,0.0153428212279286,249.0904,126.1513,1.97453692510501,0.981514347371711,292.9062,254.955,1.14885450373595,0.200196099959807,246.3316,190.5874,1.29248628188432,0.370148968228808,181.6253,154.1911,1.17792336911793,0.236245686375854,199.7003,166.8499,1.19688594359361,0.259285678219678,222.9622,171.6274,1.29910608679034,0.377519248058297,161.15815,164.3591,0.980524656073196,-0.0283741862983005,205.4236,130.4454,1.57478607907983,0.655155864414733,206.5761,190.383,1.08505538834875,0.117768689173443,295.612,197.3856,1.49763711233241,0.582688091312346,216.031,195.86195,1.10297584599765,0.141401197782464,285.6315,242.1899,1.17936999024319,0.238016389523314,207.0518,260.2629,0.795548654840932,-0.329977928063046,267.63535,249.0272,1.07472336355225,0.103965354333983
"ZNF479",1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0
"ZNF480",451.92185,288.0754,1.56876237957146,0.649626843844849,487.8675,367.0039,1.32932511071408,0.41069398516688,374.32275,201.4519,1.85812469378546,0.893847320380224,435.4555,485.375,0.897152716971414,-0.156574507441788,296.73055,307.83145,0.963938382514197,-0.0529871663598728,625.2663,386.1258,1.61933312925477,0.695399807435111,395.8042,402.5372,0.983273595583216,-0.024335192999679,397.5476,432.23245,0.919754173940434,-0.12067977657359,368.5471,360.9484,1.02105203957131,0.0300563973794813,283.6231,186.8875,1.51761407263728,0.601804961846928,342.6403,240.7121,1.42344443839757,0.509386181163994,357.8961,246.6378,1.45109995304856,0.537146896938077,398.051,345.3838,1.15248891233463,0.204752871091233,452.0399,446.2324,1.01301451889195,0.0186548515164537,244.2857,432.701,0.564560054171356,-0.824801041352419,468.3609,284.827,1.64436974022828,0.717534728714638
"ZNF483",6.0238,20.318,0.296476031105424,-1.75401262149255,15.544,54.04665,0.287603394474958,-1.79784739142139,5.90175,6.436,0.916990366687383,-0.12502151701615,23.17375,97.1031,0.238650980246769,-2.06702583268854,5.1872,7.84045,0.66159467887685,-0.595980463747056,41.07235,39.1139,1.05007043531839,0.0704861024403606,21.6292,39.8626,0.542593809736445,-0.882055506378303,24.5869,43.20335,0.569097072333511,-0.813253337206993,15.54765,33.51585,0.463889473189551,-1.10814698668096,3.1477,4.2549,0.739782368563303,-0.434827178163497,13.9191,19.5972,0.710259628926581,-0.493581609851689,7.7106,21.8937,0.352183504843859,-1.50560075538676,23.9662,53.9185,0.444489368213137,-1.16977918339052,24.696,84.3023,0.292945744066295,-1.77129460435113,67.704,104.8493,0.645726771661804,-0.631004252805889,11.9539,79.7665,0.149861157252731,-2.73830159752921
"ZNF484",64.2516,67.6385,0.949926447215713,-0.0741122849650821,88.3046,106.68165,0.82773935348769,-0.272751545313764,48.08715,48.3527,0.994508062631456,-0.00794502762797405,153.2315,144.7572,1.05854147496636,0.0820777970318989,80.4634,50.63495,1.58908816933758,0.668199173734377,67.0731,93.5804,0.716743035934875,-0.480472112960495,77.8302,92.7474,0.839163146352351,-0.252976774624936,96.3423,108.04775,0.891664102214067,-0.165427758435448,52.741,72.38495,0.728618310850529,-0.45676484309337,36.7036,47.8503,0.767050572305712,-0.382606395895226,91.7375,76.0496,1.20628510866592,0.270570932317396,87.7306,86.2712,1.01691642170272,0.0242011118897087,63.2569,82.0975,0.770509455220926,-0.376115434167232,155.2868,123.0184,1.26230547625396,0.336061082861577,78.0629,108,0.72280462962963,-0.468322348061832,57.9111,94.4123,0.613385120370969,-0.705134925066559
"ZNF485",60.94705,33.7553,1.80555497951433,0.852442351311213,86.3619,62.59095,1.37978254044714,0.464440910090677,75.8493,26.5487,2.85698734777974,1.51449464728729,62.5571,52.2523,1.19721237151283,0.259679092258034,43.2607,47.81925,0.904671235956231,-0.144534493220011,15.5415,28.0787,0.553497847122552,-0.853350389355979,42.9625,28.7417,1.49477936238984,0.579932550458689,52.0374,29.8418,1.7437755095202,0.802214322139876,32.86545,26.14805,1.25689869799086,0.329868377844673,39.6167,26.82135,1.47705838818702,0.562726857032227,58.0222,26.7083,2.17244077683716,1.11931684809702,51.7906,24.9809,2.07320793085918,1.05186481773807,80.4979,51.41715,1.56558463469873,0.646701501935352,61.7111,39.6101,1.5579637516694,0.639661667356476,32.2723,35.7636,0.902378395910926,-0.148195566695502,62.36435,59.4214,1.04952676981693,0.0697389652861821
"ZNF486",90.8905,74.1176,1.22630117542932,0.294313343578084,81.2525,91.35805,0.889385226589228,-0.169119654334972,27.73785,5.4446,5.09456158395474,2.34895799960626,17.7924,55.8022,0.318847643999699,-1.6490608738827,6.79605,22.87775,0.297059369911814,-1.75117679982912,62.31675,125.2009,0.497734041847942,-1.00655303331809,78.6638,134.9693,0.582827354072371,-0.778859505305008,78.0543,153.53175,0.508391912422024,-0.975987014980066,88.47775,108.29305,0.81702149860956,-0.291554053812209,3.876,4.6484,0.833835298167111,-0.262165648847137,68.9655,54.9247,1.25563726338059,0.328419749337436,16.1024,49.6652,0.324218970224624,-1.62495958870708,20.4978,46.653,0.439367243264099,-1.18650078029695,25.1256,57.6577,0.435771804980081,-1.19835523971695,465.8549,440.6754,1.05713842887531,0.0801643053635715,7.51555,63.3307,0.118671513183969,-3.07495443388005
"ZNF490",188.95185,128.9753,1.46502353551416,0.550923841641946,291.5272,228.24255,1.27726929093633,0.353062725307397,218.0129,92.6598,2.35283154075446,1.23439802943666,217.3869,221.3063,0.982289704359975,-0.0257795169826708,161.6655,151.56065,1.0666719890684,0.0931166030634499,233.0158,145.4738,1.60177159048571,0.679668436905628,222.3676,201.0591,1.10598127615214,0.145326961493853,239.4388,228.73645,1.0467890010534,0.0659706707203218,199.44515,190.24575,1.04835535090797,0.068127816204246,148.1823,102.8953,1.44012700288546,0.526196046635325,178.8854,174.2804,1.02642293683053,0.0376253149029869,157.9881,170.5005,0.926613704945147,-0.109960074387341,218.4845,206.474,1.05816955161425,0.0815708105094451,232.0086,215.3153,1.07752955781591,0.107727444562222,247.545,256.1963,0.966231752761457,-0.0495588308166352,332.77705,295.7198,1.12531203524417,0.170325098580119
"ZNF492",2.3343,2.6502,0.880801448947249,-0.183111252702506,7.6057,11.67355,0.651532738541403,-0.618090421013911,0.57425,1.0908,0.526448478181151,-0.925635748649977,0.90555,2.0585,0.439907699781394,-1.18472724167475,0.79785,6.01335,0.132679787472873,-2.91397948856285,4.4243,3.7676,1.17430194288141,0.231803409716659,2.9393,4.2683,0.688634819483167,-0.538188965060452,3.0687,4.5349,0.676685263181107,-0.563443124940506,2.49745,3.33305,0.749298690388683,-0.416387164930728,0.9436,0.31085,3.03554769181277,1.60195683970202,1.9512,3.1253,0.624324064889771,-0.679633018604402,1.3299,2.7933,0.476103533455053,-1.0706527588325,1.4469,3.4675,0.417274693583273,-1.26093066661528,1.1013,2.1652,0.508636615555145,-0.975292772893939,4.6174,4.5249,1.02044244071692,0.0291948077168259,21.07415,24.0838,0.875034255391591,-0.192588598952426
"ZNF493",118.27385,118.3746,0.999148888359496,-0.00122841737734874,215.7618,329.7258,0.654367356148654,-0.611827315276907,126.93055,85.3994,1.48631664859472,0.571741503959978,119.8089,414.7287,0.288884998795598,-1.79143280522888,34.611,75.57445,0.45797223797196,-1.1266679493034,501.19475,228.414,2.194238312888,1.13372022316614,192.7711,248.7927,0.774826190639838,-0.36805537420949,193.437,280.7347,0.689038440919487,-0.53734362287668,162.60385,229.6154,0.708157423239034,-0.497857988137369,72.0503,59.64455,1.20799469524039,0.272614119259688,149.7326,217.8737,0.687244949711691,-0.541103694899108,63.1158,179.5245,0.351572069550396,-1.5081076339672,250.371,211.7346,1.18247560861569,0.24181042483984,133.9424,280.5623,0.477406978770847,-1.06670843888974,356.3496,544.3451,0.65463912506974,-0.611228266019357,161.45805,258.8384,0.623779354222557,-0.680892291539911
"ZNF496",234.3981,292.0548,0.802582597512522,-0.317278220546897,319.3019,305.209,1.04617458856063,0.0651236326865583,336.1843,140.7884,2.38786931309682,1.25572388077926,406.7673,467.0659,0.870899160054288,-0.199422413619817,267.51885,216.79195,1.23398885429095,0.303329363748434,173.68755,304.7002,0.570027686230597,-0.810896102245848,287.65,277.7874,1.03550413013693,0.0503333077990692,328.749,267.5324,1.22881938785732,0.297272883659462,234.27545,298.2124,0.785599290975157,-0.348134467305894,135.1248,112.4696,1.20143398749529,0.264757382109482,282.1473,262.226,1.07596996483949,0.105637806350016,354.2969,296.6115,1.19448133332659,0.256384308354662,289.2893,309.0184,0.936155581674101,-0.0951797806159032,408.6875,445.3039,0.917772110237525,-0.123792128879572,357.0705,432.6724,0.825267569643915,-0.277066146664242,394.7713,535.6696,0.736967899615733,-0.440326314201714
"ZNF498",321.735,308.9725,1.04130626512068,0.0583944511418564,358.8808,464.3394,0.772884661521292,-0.371674959736645,374.1009,177.1488,2.11178907223758,1.07846574396083,373.29065,321.992,1.15931653581455,0.213274528640477,379.94085,376.044,1.01036275010371,0.0148733561628055,476.5864,350.4657,1.35986602968564,0.443464528072333,417.5028,342.0289,1.22066527126801,0.287667641203934,407.8654,338.9827,1.20320417531632,0.266881478525877,423.62675,349.54015,1.21195447790476,0.27733551091116,253.5211,190.82565,1.32854833718633,0.409850719021776,356.2708,375.4661,0.948876076961409,-0.0757084110416545,439.067,365.8418,1.20015536770265,0.263221183921129,354.6349,428.1969,0.828205201859238,-0.271939830753638,369.7822,300,1.23260733333333,0.301713279483935,320.1592,461.2676,0.694085602370511,-0.526814491882774,331.16785,434.4894,0.762200067481508,-0.391758359008033
"ZNF500",194.05205,216.913,0.894607745962667,-0.160672844913343,285.1321,241.0875,1.18269134650283,0.242073614700573,294.56855,130.854,2.25112377153163,1.17064538138819,237.16795,237.7451,0.997572400020021,-0.00350654442012902,189.4439,180.0569,1.05213352001506,0.0733178001058735,287.57575,229.3992,1.25360397943846,0.326081664619226,222.8642,183.0088,1.21777859862477,0.284251864196347,202.8526,170.7349,1.18811443940284,0.24867380348499,255.1223,209.28645,1.21901011747297,0.285710100008577,162.701,112.46925,1.44662652236056,0.532692507297725,230.1,172.3614,1.33498567544705,0.416824261708806,210.9493,190.7842,1.10569585951038,0.144954602283463,307.047,303.4533,1.01184267892292,0.0169849975607242,243.1936,275.2722,0.883465893032424,-0.178753655529586,251.811,286.2733,0.879617484410876,-0.185051813543318,276.81025,404.6243,0.684116722599211,-0.547685599091088
"ZNF506",381.56475,321.8659,1.18547739912802,0.245468158411034,421.0178,564.2745,0.746122321671456,-0.422515924993645,334.4598,127.0703,2.63208475938122,1.39620594802834,345.04335,647.4381,0.532936430525173,-0.907964638517552,148.062,246.71335,0.600137771223162,-0.736634362425863,495.4617,403.7541,1.2271372600303,0.29529662902504,388.0342,411.7597,0.94238022807963,-0.0856188243423993,404.5643,428.6345,0.943844464223015,-0.0833789568910834,322.5336,388.2457,0.830746097123548,-0.267520484789771,129.2786,99.74775,1.29605529949297,0.37412727578599,306.733,365.6557,0.838857427902806,-0.253502463645337,228.8877,326.9339,0.700103904795434,-0.514359041674407,476.2316,443.8917,1.07285538341897,0.101455619724071,376.7618,619.1932,0.608472121463866,-0.716736930793394,565.4428,772.8699,0.731614467066191,-0.45084449142691,151.63835,503.5184,0.301157514799856,-1.73140983586943
"ZNF510",156.69045,197.4674,0.793500344867051,-0.333697244810047,312.7749,458.89855,0.681577442334477,-0.553050506346378,202.6551,176.7112,1.14681525562613,0.197633001415674,304.4528,442.5694,0.6879210356613,-0.53968512298026,175.6974,168.29165,1.04400545125085,0.0621292449269877,241.12435,285.3117,0.845126049860556,-0.242761560656383,241.058,304.8794,0.790666735765027,-0.338858364756475,276.1905,331.99645,0.831907991787262,-0.265504118362839,178.6407,258.02115,0.69234905743192,-0.530428518787828,138.9578,156.4083,0.888429833966612,-0.170670254689325,207.3411,246.682,0.840519778500255,-0.250646326575822,195.8078,229.3941,0.853586905678917,-0.228390050000784,306.8482,330.88445,0.92735757150268,-0.108802372900961,318.1221,386.4865,0.823113097093948,-0.280837421948213,250.4202,348.4967,0.718572657933346,-0.47679405380617,200.0173,330.6189,0.604978420773888,-0.725044411669925
"ZNF514",230.86855,165.0052,1.39915923861793,0.484560165283901,258.6683,328.5854,0.787217873953012,-0.345165117133706,309.9329,112.5227,2.75440333372733,1.46173983215355,231.70095,299.0991,0.774662812425714,-0.368359609915213,114.12355,136.76595,0.834444172690644,-0.261112563545817,200.45825,181.0137,1.10742032232919,0.147202902197245,225.0083,163.7105,1.37442802996753,0.458831364088144,233.7283,149.3343,1.56513473461891,0.646286856902078,216.48855,178.55095,1.21247492662459,0.27795491339594,97.9228,55.87835,1.75242826604579,0.809355390120005,236.7246,156.4037,1.51354859252051,0.597934993674183,199.3569,152.4447,1.30773257450079,0.387067546273762,232.3324,192.1248,1.20927855227435,0.274146601656688,229.6106,233.0474,0.985252785484841,-0.0214341717630391,260.8213,312.2558,0.835280881892346,-0.259666677214188,172.89765,297.9798,0.580232787591642,-0.785296273740692
"ZNF517",221.50135,213.9399,1.03534380449837,0.0501099200743793,274.0113,210.56245,1.30133031791756,0.379987209200321,248.9319,136.1987,1.8277112777141,0.870038186857443,186.88175,215.0245,0.869118402786659,-0.202375361487509,165.7038,135.27595,1.22493170441605,0.292701314577255,270.69285,201.1272,1.34587887665119,0.428548579400287,208.9476,174.44,1.19781930749828,0.260410292235688,178.2739,159.1646,1.12005998821346,0.163576002265421,282.90945,224.05165,1.26269746283948,0.336509016682816,307.5209,111.7197,2.75261122255072,1.46080085878711,221.8408,168.9771,1.31284535005039,0.39269698031616,220.3805,166.3565,1.3247483566918,0.405718337765052,257.744,231.89695,1.11145920634144,0.152454998397358,184.6004,210.7843,0.875778698887915,-0.191361734594965,267.0786,286.4807,0.932274320748309,-0.101173566025695,306.93765,402.8394,0.761935525671024,-0.392259171617672
"ZNF519",42.42755,50.3876,0.842023632798546,-0.248067369383346,47.7002,71.86835,0.663716364714092,-0.591361248860929,47.3701,10.4586,4.5292964641539,2.17928697378118,53.76695,32.0326,1.67850720828156,0.74717873264448,25.6949,32.06685,0.801291676606839,-0.319600604066644,9.1222,19.662,0.463950767978842,-1.10795637264042,29.1877,18.8104,1.55167885850381,0.633830002637916,34.3436,20.4851,1.67651610194727,0.745466339432274,25.1735,14.46215,1.74064713752796,0.799623770746365,13.5048,7.2788,1.85536077375392,0.891699745281786,33.4424,28.1274,1.18896165305005,0.249702185355506,51.2006,29.8963,1.71260657673358,0.776193770812246,35.2239,44.05875,0.799475700059579,-0.322873911008291,52.2733,34.2422,1.5265753952725,0.6102988438517,31.0308,49.5298,0.626507678205848,-0.674595904188399,39.85565,81.6754,0.487976183771368,-1.03511735774142
"ZNF525",273.6864,95.2941,2.87201830963302,1.52206494663052,326.8409,244.8731,1.33473582847606,0.416554231305587,206.37995,50.2372,4.10811012556432,2.03847485630947,156.0756,199.0991,0.783909118624846,-0.351241687624957,135.22675,119.47075,1.1318816530406,0.178723121158188,404.69795,146.5591,2.76132938862206,1.46536299186934,208.6466,164.3664,1.26939934195797,0.344145999856992,223.1745,173.3181,1.2876583576672,0.364749867458838,161.2863,145.0873,1.11165002036705,0.152702657348029,69.0131,42.5323,1.6226044676634,0.698311365822624,189.8356,130.3358,1.45651156474276,0.542517156562915,238.7387,130.594,1.82809853438902,0.870343833658158,311.6432,303.0861,1.0282332314151,0.0401675443386202,158.1543,133.6017,1.18377460765844,0.243394415960017,147.6834,174.3725,0.846942035011255,-0.239664860469713,247.84185,228.6943,1.08372552354825,0.115999409867568
