"Gene.Id","tumor.median_BLCA","healthy.median_BLCA","fold.change_BLCA","log2.fold.change_BLCA","tumor.median_BRCA","healthy.median_BRCA","fold.change_BRCA","log2.fold.change_BRCA","tumor.median_CHOL","healthy.median_CHOL","fold.change_CHOL","log2.fold.change_CHOL","tumor.median_ESCA","healthy.median_ESCA","fold.change_ESCA","log2.fold.change_ESCA","tumor.median_HNSC","healthy.median_HNSC","fold.change_HNSC","log2.fold.change_HNSC","tumor.median_KICH","healthy.median_KICH","fold.change_KICH","log2.fold.change_KICH","tumor.median_KIPAN","healthy.median_KIPAN","fold.change_KIPAN","log2.fold.change_KIPAN","tumor.median_KIRC","healthy.median_KIRC","fold.change_KIRC","log2.fold.change_KIRC","tumor.median_KIRP","healthy.median_KIRP","fold.change_KIRP","log2.fold.change_KIRP","tumor.median_LIHC","healthy.median_LIHC","fold.change_LIHC","log2.fold.change_LIHC","tumor.median_LUAD","healthy.median_LUAD","fold.change_LUAD","log2.fold.change_LUAD","tumor.median_LUSC","healthy.median_LUSC","fold.change_LUSC","log2.fold.change_LUSC","tumor.median_PRAD","healthy.median_PRAD","fold.change_PRAD","log2.fold.change_PRAD","tumor.median_STES","healthy.median_STES","fold.change_STES","log2.fold.change_STES","tumor.median_THCA","healthy.median_THCA","fold.change_THCA","log2.fold.change_THCA","tumor.median_UCEC","healthy.median_UCEC","fold.change_UCEC","log2.fold.change_UCEC"
"ZNF527",88.1509,110.6356,0.796767948110735,-0.327768482159783,116.794,156.70505,0.7453110158224,-0.424085511794616,109.7174,78.1468,1.40399095036521,0.489533636564618,77.86115,130.7655,0.595425781264936,-0.748006404890487,56.4789,80.20655,0.704168175791129,-0.506008067438933,125.7915,128.303,0.980425243369212,-0.0285204646047503,112.4302,126.5335,0.88854097926636,-0.17048978039928,123.9633,128.41135,0.965360927986506,-0.0508596585552607,87.22215,121.20035,0.719652624765522,-0.474627407030192,81.2514,68.39425,1.18798583214232,0.248517630734727,96.1637,99.8452,0.963127922023292,-0.0542006662765592,94.0315,92.3547,1.01815608734585,0.0259587492111915,124.2531,132.56785,0.937279287549734,-0.0934490931869006,81.9846,130.7655,0.626958945593448,-0.673557119049694,114.9525,182.9418,0.628355575379711,-0.670346908916215,92.78245,136.4205,0.680121022866798,-0.55613660800308
"ZNF528",222.8866,219.726,1.01438427860153,0.0206042912057228,286.4455,329.3671,0.869684616344498,-0.20143578004917,245.91225,78.0399,3.15110924027324,1.65585976948356,74.60055,298.4844,0.249931152180817,-2.00039736034654,72.154,100.06785,0.721050767054553,-0.471827255949101,290.015,273.2635,1.06130163743054,0.085834749540493,307.3377,282.8735,1.08648459470399,0.119667718650151,330.9038,292.42715,1.13157687307762,0.178334596660181,253.8871,279.6002,0.908036188815316,-0.139178299150905,52.1666,79.28165,0.65799084655781,-0.60386058040634,236.6544,219.7558,1.07689717404501,0.106880502827858,170.4937,244.4134,0.697562817750582,-0.519604952817934,357.2331,334.10665,1.06921876592399,0.0965570637447873,78.1651,266.7098,0.293071720649185,-1.77067433002436,396.5572,416.8514,0.951315504757811,-0.0720042031588933,323.54475,367.4746,0.880454730748737,-0.183679266189478
"ZNF529",245.7617,238.4045,1.0308601557437,0.04384863309487,307.8553,357.84195,0.860310815990132,-0.217070119170519,270.5129,174.4489,1.5506712854022,0.632892893220409,309.7595,398.7784,0.776771008660449,-0.364438738674949,131.5153,158.86625,0.827836623574862,-0.272582019934685,376.28655,256.0327,1.46968160707597,0.555503642377789,298.8722,258.6829,1.15536125503464,0.208344019916495,328.0584,265.04335,1.2377537485849,0.307724318564189,242.15955,237.67115,1.01888491724805,0.0269911087248735,188.6581,153.93955,1.22553365915387,0.293410108217413,252.4671,231.0757,1.09257312646894,0.127729843262229,257.5178,237.2161,1.08558314549476,0.118470227103852,308.5219,272.0741,1.13396276970134,0.181373274452125,318.0601,397.4753,0.800200918145102,-0.3215658108644,343.208,387.3817,0.885968542138155,-0.17467262060706,324.7942,477.5059,0.680188873058951,-0.555992689126776
"ZNF530",81.9876,49.1836,1.66697029090998,0.737228392543417,72.7054,69.9072,1.04002735054472,0.0566214687282843,74.70105,23.9978,3.11282909266683,1.63822636899126,57.2423,45.2875,1.26397571073696,0.337968740147905,63.15185,41.13345,1.53529183669252,0.618512917048575,64.48985,37.6174,1.71436223662454,0.777671976292204,46.8397,35.4931,1.31968467110509,0.400193249448194,49.3003,33.69175,1.46327513412037,0.549201059504859,38.89045,38.31835,1.01493018358045,0.0213804887242056,40.6138,20.9732,1.93646177025919,0.953423019878056,65.4205,48.8688,1.33869667354222,0.420829106928112,90.7294,44.1176,2.05653526030428,1.04021580776342,56.6597,52.3118,1.08311509066788,0.115186550345902,56.8433,46.657,1.21832308120968,0.284896765305925,40.9014,53.3357,0.766867220267101,-0.382951291924703,62.7786,53.7634,1.16768284743896,0.2236484792186
"ZNF534",6.03135,4.7059,1.28165706878599,0.358010293668781,5.4599,5.80835,0.94000878046261,-0.0892538620644264,4.78225,2.7548,1.73596994337157,0.795741969139437,0.527,1.2947,0.407044102880976,-1.29674297715116,5.23035,4.15865,1.25770382215382,0.330792220613134,5.9494,5.1761,1.14939819555264,0.200878689391835,4.1885,3.7363,1.12102882530846,0.164823375016583,4.0595,3.5053,1.1581034433572,0.211764122544088,4.0965,3.72655,1.09927412754424,0.136551198055609,5.8236,2.87195,2.02775117951218,1.01988063355069,4.2888,4.8701,0.880639001252541,-0.183377355918425,5.3516,4.7309,1.13120125134752,0.177855621186283,6.9168,5.5789,1.2398143003101,0.31012404957636,0.6379,1.2378,0.51534981418646,-0.956376043428227,6.6198,7.8153,0.847030824152624,-0.239513623508197,4.60625,6.6794,0.689620325178908,-0.536125799284752
"ZNF540",24.96745,62.9921,0.396358432247853,-1.33512242584026,61.6584,129.7592,0.475175555952873,-1.07346747215907,39.73185,26.7932,1.48290797665079,0.568429072675354,14.14475,112.7132,0.125493287387813,-2.99431789813214,11.06715,26.5986,0.416080169632988,-1.26506656366377,127.1597,132.918,0.956677801351209,-0.0638949723281855,74.1625,126.3659,0.586886968715452,-0.76884542013099,77.2277,124.73845,0.619117040495533,-0.691715926512328,58.7462,124.156,0.473164406069783,-1.07958654428239,26.7864,26.66785,1.00444542773414,0.00639918350769879,43.9829,67.1931,0.654574651266276,-0.611370360516499,18.8645,62.0391,0.304074366004665,-1.71750389508139,100.2999,99.9109,1.00389346908095,0.00560618185538827,15.9363,92.2172,0.172812664014956,-2.53271915029039,253.1646,291.5657,0.868293492684496,-0.203745323102367,30.2556,114.6452,0.263906382473928,-1.92190185277893
"ZNF543",105.435,128.8235,0.818445392339131,-0.289041933325006,148.8294,162.9647,0.913261583643574,-0.130899947302909,104.37665,45.4545,2.2962885962886,1.19930397052822,183.29155,176.2431,1.03999277134821,0.0565735006968186,114.9863,135.93885,0.845867829542474,-0.241495841187835,147.75005,118.991,1.24169096822449,0.312306160607094,105.8069,116.4734,0.908421150236878,-0.138566799028996,116.4756,118.56195,0.982402870398134,-0.0256133188870234,78.0861,101.73085,0.767575420828588,-0.381619580353092,63.9731,41.94445,1.5251862880548,0.608985465914228,94.5547,91.2863,1.0358038391303,0.0507508108337409,139.4547,97.8117,1.42574661313524,0.511717605585896,133.4813,144.7747,0.921993276449545,-0.117171864914166,182.3362,175.65,1.03806547110732,0.0538974377835926,116.0247,156.406,0.741817449458461,-0.430863890741366,121.9889,186.4831,0.654155255891821,-0.612295012187254
"ZNF544",556.7184,381.0633,1.46096042311081,0.546917096584162,669.2645,539.9676,1.23945307088796,0.309703648045096,493.14785,221.2704,2.22871134141756,1.15620977349631,570.02735,425.0027,1.34123230275949,0.423559135090229,516.2471,474.38355,1.08824831721083,0.12200778924737,704.4626,436.0163,1.61567950555977,0.692141046111905,437.8463,468.6133,0.934344586463935,-0.0979733806055319,443.5254,471.5604,0.94054844299903,-0.0884258431382208,390.8727,477.45015,0.818667037804889,-0.288651285975012,440.7032,230.05395,1.91565152434896,0.937835144676457,504.1493,345.7038,1.45832733108517,0.544314578327934,571.9062,336.92,1.69745399501365,0.763372474578957,555.0201,460.85945,1.20431532867559,0.268213185747559,543.2856,392.3105,1.38483573597954,0.469714859348706,529.0439,597.6415,0.885219483586732,-0.175892889834499,535.6308,417.4764,1.28302054918553,0.359544277185704
"ZNF546",34.75855,55.3425,0.628062519763292,-0.67101991719875,69.5048,115.10285,0.603849513717514,-0.72773903683346,71.8654,75.2659,0.954820177530595,-0.066699040705059,54.2496,108.5271,0.499871460676642,-1.00037093377035,19.20225,27.32835,0.702649446453957,-0.509122990225967,54.99065,75.807,0.72540332686955,-0.463144733026653,95.2251,87.2715,1.09113628160396,0.125831303783735,112.7627,91.4722,1.23275377655725,0.301884672560848,74.67615,82.09645,0.909614849363158,-0.136672288625845,62.5122,58.7666,1.06373688455687,0.0891413441778383,53.0201,66.1541,0.801463552523577,-0.319291181231303,43.611,62.485,0.697943506441546,-0.518817829620168,56.0694,67.5013,0.830641780232381,-0.26770165556129,54.972,106.3063,0.517109522201412,-0.951458223625776,75.6144,122.8546,0.615478785491142,-0.700218964569488,54.8656,137.1728,0.399974338935999,-1.32202065058069
"ZNF547",44.44655,43.0452,1.03255531394906,0.0462190688335706,60.3682,62.06265,0.972697749773817,-0.0399365145921153,67.53875,19.5575,3.45334270740125,1.78799351337878,38.5504,39.5615,0.974442323976593,-0.0373512981937445,31.5094,32.5451,0.968176468961533,-0.0466580642343953,47.41805,49.155,0.964663818533211,-0.0519018383477982,45.5364,44.1001,1.03256908714493,0.0462383127312913,49.2706,44.12365,1.11664832805083,0.159174901791904,36.539,43.73175,0.835525676425023,-0.259243930656127,28.0737,17.87345,1.5706928432955,0.651401082108881,37.5849,40.0943,0.937412549913579,-0.0932439853948489,33.0871,34.6287,0.955482013474372,-0.0656993795240488,60.7586,42.1476,1.44156725412598,0.527638145144066,38.611,36.8172,1.04872179307498,0.0686320077682128,50.4384,73.674,0.68461601107582,-0.546633061917972,54.21895,51.6694,1.04934351860095,0.0694870434569328
"ZNF548",209.32105,303.0462,0.690723229659372,-0.53382035125688,327.4932,407.36395,0.803932699493905,-0.314853362351756,234.71365,203.1817,1.15519089563676,0.208131277123514,216.64895,220.699,0.981648987988165,-0.0267208481643647,194.84685,223.7975,0.870639082206012,-0.19985331202404,325.71015,222.5714,1.46339624048732,0.549320457642031,275.3819,241.2545,1.14145808679216,0.190877886205416,318.7452,251.97885,1.26496807172507,0.339100971207945,169.65755,220.20355,0.770457833218402,-0.376212093982959,174.5186,173.19795,1.00762509025078,0.0109589512912862,234.1128,266.4953,0.878487538054142,-0.186906274123272,250.7442,276.1871,0.907878029060735,-0.139429606500044,255.7103,274.7328,0.930759996622172,-0.103518888779916,218.9749,220.699,0.992188002664262,-0.0113145823266139,253.4722,406.0807,0.624191693916997,-0.679938935362515,201.4469,350.1629,0.575294812785706,-0.797626632838469
"ZNF549",140.72415,152.6773,0.921709710611859,-0.117615644670333,216.1371,253.0818,0.854020715831798,-0.227657029414755,144.3108,55.0964,2.61924191054225,1.38914931170163,96.2927,185.6804,0.51859377726459,-0.94732319984806,87.28855,82.66355,1.05594969003872,0.0785411001692077,235.51255,169.6283,1.38840364491067,0.473427057723478,152.3261,188.0535,0.810014703262635,-0.303979999073352,164.7748,192.75245,0.854851909794143,-0.2262535784096,124.96525,178.03825,0.701901136413102,-0.510660255313183,38.7723,45.2107,0.85759123393356,-0.221637935856156,150.2621,159.3592,0.942914497562739,-0.0848011400366731,137.2158,170.3016,0.805722318521963,-0.311645376128886,223.3288,195.67915,1.1413009510722,0.190679267848828,98.2659,185.2078,0.530571066661339,-0.914382090866791,224.2452,264.2263,0.848686145171771,-0.236696969282084,183.94635,228.4363,0.805241329858696,-0.312506872886478
"ZNF551",98.95155,113.0742,0.875102808598248,-0.192475577665847,133.7308,169.58495,0.78857705238584,-0.342676366296621,88.84935,35.8127,2.48094530711172,1.31088993110764,178.2475,162.3879,1.0976649122256,0.134437705297639,116.2285,113.4977,1.02406039946184,0.0343008085354731,147.12585,99.144,1.48396120793997,0.569453379125752,94.7841,118.1989,0.801903401808308,-0.318499636418653,107.9572,124.2237,0.869054777791999,-0.202480979806027,61.04785,112.44825,0.542897288308177,-0.881248817050954,38.9528,34.8126,1.11892820415597,0.162117468994241,112.6412,93.0763,1.21020281210147,0.275248842123233,148.0938,96.5786,1.5334018095106,0.616735787428178,91.4597,129.2771,0.707470232546986,-0.499258648370846,177.0225,162.3879,1.09012124671851,0.124488605012717,144.1176,204.7754,0.703783755275292,-0.506795880677949,67.7016,120.9302,0.55984030457239,-0.836912740321004
"ZNF552",300.44245,236.3368,1.2712470085065,0.346244379142434,1168.9095,506.71665,2.30683065180511,1.20591209731582,147.9705,87.6068,1.68902984699818,0.756194822358242,163.18245,344.7574,0.47332544566121,-1.07909561240022,119.32915,195.14205,0.611498905540861,-0.709578178264194,214.8835,225.1908,0.95422859193182,-0.0675931798706855,118.4615,239.7468,0.494110870301501,-1.0170932998638,119.0392,240.49605,0.494973618069819,-1.0145764628146,107.1429,240.8683,0.44481943036921,-1.16870828640092,131.6956,85.99405,1.5314501410272,0.614898398302385,228.056,234.2065,0.973738986748873,-0.0383929888916303,171.1076,217.5432,0.786545385008587,-0.346398080883116,442.4267,386.16235,1.14570128341098,0.19623094189758,163.3346,338.5174,0.482499865590366,-1.05139955439709,79.7711,84.0125,0.949514655557209,-0.0747378266489423,242.25515,133.9174,1.80898934716474,0.855183912194728
"ZNF554",103.3325,102.0734,1.01233524111081,0.0176871265907779,143.0256,165.44905,0.864469152285855,-0.210113611225992,136.23635,95.2813,1.42983303124538,0.515846686123661,85.83095,112.1324,0.765442904994453,-0.385633324939352,69.2509,110.07035,0.629151265531544,-0.668521171907095,194.23905,129.1838,1.50358675004141,0.588408107183,118.2612,134.8417,0.877037296325988,-0.189289899788113,113.2866,132.44755,0.855331789829257,-0.225443933732009,120.09505,146.43155,0.820144634131101,-0.286049740591349,114.3471,91.86355,1.24474941366842,0.315855335831473,95.6007,107.2279,0.891565534716245,-0.165587247530404,96.9388,104.942,0.92373692134703,-0.114446061762652,131.2921,135.44885,0.969311293525194,-0.0449680345070382,87.6554,111.3449,0.787242163763226,-0.34512060309346,158.4912,185.7965,0.853036521140064,-0.229320585770813,130.0084,174.2671,0.746029514463717,-0.422695387291374
"ZNF555",58.23865,55.8214,1.04330328512004,0.0611586059262938,86.6735,110.08675,0.787319999909163,-0.344977968112858,54.44875,39.2692,1.38655103745429,0.471500721409515,69.1225,81.3953,0.849219795246163,-0.235790094144988,57.0802,77.1294,0.740057617458453,-0.434290498219216,113.04985,102.5991,1.10186005530263,0.139941002183462,76.1851,104.3038,0.730415382756908,-0.453210945675012,77.2309,109.92175,0.702598894213384,-0.509226788913647,66.84995,88.4784,0.755551072352122,-0.404398815554475,59.6062,37.77,1.57813608684141,0.65822161811809,62.8599,67.2231,0.93509374009827,-0.0968170971640113,61.9531,64.6867,0.957740926651073,-0.0622926418315311,67.4719,87.7331,0.769058656311016,-0.378834457764211,69.1495,81.3953,0.849551509730906,-0.235226671809316,72.1063,95.598,0.754265779618821,-0.406855121295049,72.7115,91.0995,0.798154764845032,-0.325259577981326
"ZNF556",2.52425,1e-04,25242.5,14.6235671804797,1.003,2.4448,0.410258507853403,-1.28539484253621,1e-04,1e-04,1,0,12.8386,1.8018,7.12543012543012,2.83297710484477,14.3067,17.24635,0.82954944089619,-0.269600126955,8.4504,4.5263,1.86695534984424,0.900687424442223,1.8004,6.9423,0.259337683476658,-1.94709624035503,1.5314,7.8078,0.196137196137196,-2.35006493572669,2.43185,6.44445,0.377355709176113,-1.40600299336327,1e-04,1e-04,1,0,1e-04,1e-04,1,0,6.2639,0.1693,36.9988186650915,5.20940730256889,0.4276,0.3563,1.20011226494527,0.263169369587191,10.892,1.8018,6.04506604506604,2.59575810165285,1e-04,1e-04,1,0,11.6832,11.6732,1.00085666312579,0.00123537456889157
"ZNF557",150.1828,144.3571,1.04035617229773,0.0570775284029897,198.2759,199.2633,0.995044747326778,-0.00716668953775875,173.40745,92.913,1.86634216955647,0.90021350980579,185.06315,230.1839,0.803979557214905,-0.314769276418022,139.57125,152.8604,0.913063487992966,-0.131212916355696,167.9022,157.9227,1.06319230864214,0.0884025730036445,152.4859,164.7266,0.92569081132009,-0.111397693477097,155.5246,165.03665,0.942364014296218,-0.0856436463255593,143.02345,168.24795,0.850075439254981,-0.234337217155103,124.5343,98.99985,1.25792412816787,0.331044908531246,138.3583,152.1226,0.90951837531044,-0.136825309455405,168.3909,151.9692,1.10805939624608,0.148035217463774,165.977,168.9967,0.982131603753209,-0.026011739022712,190.2349,230.1839,0.826447462224769,-0.275004985468906,157.1325,192.735,0.815277453498327,-0.294636977056494,196.7076,263.2558,0.747210887661354,-0.420412618077737
"ZNF558",331.1309,259.0449,1.2782760826405,0.354199463859548,387.0269,461.2091,0.839157119840003,-0.252987135483531,361.3808,227.4633,1.58874332694549,0.66788606562182,373.3033,403.3751,0.925449538159396,-0.111773768251225,293.3048,238.6209,1.22916643093711,0.29768027196063,324.7108,303.8749,1.06856736110814,0.0956778564988927,369.8133,272.7273,1.3559819644018,0.439337989653373,395.0789,274.6651,1.43840225787696,0.524467190582164,330.45375,246.2148,1.34213601294479,0.424530882609498,231.5135,195.03885,1.18701222858933,0.247334797687746,302.0455,254.2604,1.1879376418821,0.248459107091009,407.923,245.1113,1.66423579818637,0.734859857020683,317.8259,326.6046,0.973121321622537,-0.0393084140413055,370.4465,401.493,0.922672375358973,-0.116109631579682,358.9943,436.0838,0.823223197009382,-0.280644459425543,355.50505,421.9895,0.842449989869416,-0.247337048365966
"ZNF559",259.06435,339.081,0.764019069189958,-0.388319447879665,228.0728,445.02425,0.512495217957224,-0.964389551852861,219.1766,178.1971,1.2299672665829,0.298619921282475,137.74495,253.2745,0.543856369275233,-0.878702404247015,164.94345,119.2854,1.38276310428602,0.467554014372679,308.03755,318.431,0.967360432872428,-0.047874565234794,272.263,312.798,0.870411575521583,-0.20023035190603,289.2912,314.93165,0.918584080069437,-0.122516314380865,246.4102,284.9928,0.864619035989681,-0.209863495033853,149.3036,140.02255,1.06628253806262,0.092589766664633,208.2789,305.0557,0.682756952254949,-0.550555995405886,220.6239,307.7335,0.716931695769229,-0.480092419292205,380.2001,367.9656,1.03324903197473,0.047188012088051,149.2098,253.2745,0.58912286866621,-0.763359538031842,320.7876,483.0868,0.664037187519924,-0.590664057007505,209.64915,513.8817,0.407971620705699,-1.29345929585516
"ZNF560",1e-04,1e-04,1,0,1e-04,0.5266,0.000189897455374098,-12.3624918060461,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,1e-04,1,0,1e-04,0.6074,0.00016463615409944,-12.5684311931675,1e-04,0.3681,0.000271665308340125,-11.8458820343841,1e-04,0.36225,0.000276052449965493,-11.8227699744443,1e-04,0.30315,0.00032986970146792,-11.5658161071009,1e-04,1e-04,1,0,1e-04,0.6029,0.000165864985901476,-12.5577030140378,1e-04,0.3777,0.00026476039184538,-11.8830250684402,1.0889,0.4307,2.52820989087532,1.33811624039598,1e-04,1e-04,1,0,3.3515,0.5963,5.6204930404159,2.49069669196995,1e-04,1.2516,7.98977309044423e-05,-13.6114859432409
"ZNF561",803.90435,1078.9474,0.745082058680525,-0.424528771148686,790.0091,1202.99335,0.656702798897434,-0.606687490801843,704.12995,469.9972,1.49815775498237,0.583189546592166,532.7654,598.1982,0.890616855751154,-0.167123178504613,622.47755,1040.7771,0.59808920661302,-0.74156741257114,738.78905,755.8783,0.977391532472886,-0.0329914888829798,634.6827,692.1603,0.916959120596775,-0.125070677126922,708.3111,723.3327,0.979232792876639,-0.0302762225917588,513.21455,610.38405,0.840805964703698,-0.250155191027421,426.3606,451.1157,0.945124720775624,-0.0814233717211484,554.937,549.0026,1.01080942057469,0.0155110151344026,632.3397,559.1165,1.1309623307486,0.177550877915511,888.1748,1124.11195,0.79011240828816,-0.339870176605958,539.5161,547.8757,0.984741794534782,-0.0221826044070674,622.5416,758.0699,0.821219256957703,-0.284160636959058,764.44705,957.0681,0.798738407434121,-0.324205007367537
"ZNF562",491.8658,501.9178,0.97997281626593,-0.0291863644169321,585.3175,667.67495,0.876650382045934,-0.189926500397246,421.95525,191.4701,2.20376575768227,1.13997088534752,670.1874,625.969,1.07063991986824,0.0984733510797916,585.03625,598.0208,0.97828746090437,-0.0316696445517855,394.14725,343.837,1.14632005863243,0.197009908435743,333.5535,384.2391,0.868088385591159,-0.204086154795541,370.3485,402.37495,0.920406451743579,-0.119656998476768,274.3041,350.7624,0.782022531491403,-0.354717920087949,248.475,234.9627,1.05750827684564,0.0806689549929177,424.6309,398.19,1.06640272231849,0.0927523684637302,519.1043,429.8184,1.20772935732858,0.272297194244473,519.5246,499.06755,1.04099054326413,0.0579569627315592,671.9368,614.3214,1.09378706325386,0.129331903862996,309.9506,355.0199,0.873051341629019,-0.195861597807443,563.8777,475.2688,1.18643954747292,0.246638592918797
