"gene","p-adj-N0 (mol+)-N0","p-adj-N1-N0","p-adj-N1-N0 (mol+)","p-adj-N2-N0","p-adj-N2-N0 (mol+)","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N0 (mol+)","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N0 (mol+)","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N0 (mol+)","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N0 (mol+)","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N0 (mol+)","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N0 (mol+)","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N0 (mol+)","count-N1","count-N2","count-N3","count-NX"
"ZNF304",0.999892974712985,0.916428271757072,0.999981694898175,0.673585047252173,0.999999463201756,0.971605007246538,0.999994211329684,0.999853781720191,0.985236558368777,0.869039679469467,0.99951840431491,0.999613141626733,0.990214268141125,0.944027190657381,0.999907549056437,453.882488771186,520.0411,473.698674328358,497.148446846847,449.120369117647,431.723023529412,11.7504795981197,NA,13.4490938324978,42.6682055658286,22.3230996312707,48.1166374087583,333.2884,520.0411,340.63065,326.30495,330.0505,269.2939,536.219075,520.0411,553.13315,586.2675,551.37705,557.5382,472,1,335,111,68,17
"ZNF132",0.962600177054951,0.997056687209708,0.968800123928913,0.998535072764769,0.970744326663965,0.999999369054377,0.465325161467202,0.899433789423729,0.336804773809927,0.467897814749685,0.834799716693221,0.884172485754331,0.767214292831709,0.78110955818289,0.99990257720364,81.3197944915254,125.7965,83.1363023880597,83.638172972973,68.7630088235294,65.3401411764706,2.33209839203696,NA,2.79626618714791,7.26822591948993,5.08544960287216,11.4635517708559,44.66595,125.7965,46.9763,48.7975,41.28555,38.4524,108.3617,125.7965,102.88125,92.8121,81.463175,84.7674,472,1,335,111,68,17
"ZNF20",0.990001582398892,0.247178326706678,0.997463912783049,0.787148356224169,0.996964165378362,0.999977615075237,0.755738174012762,0.970126689053372,0.12791881621815,0.327827678347496,0.99836936163755,0.996266652709822,0.999941686182286,0.99999508211525,0.908798165919484,187.876888771186,233.3895,199.409545970149,197.995146846847,174.902667647059,195.514876470588,3.34519673788151,NA,4.43786784450125,6.39410981224899,6.99898339546551,13.5815743945166,133.5266,233.3895,147.3571,147.35045,133.21555,169.5475,228.950575,233.3895,240.1259,241.2565,206.518925,221.5791,472,1,335,111,68,17
"ZNF670",0.976379120421998,0.945406253368562,0.984268551897421,0.445672563788693,0.994076580835104,0.849091532859863,0.391361219869302,0.996455146000285,0.736113692053481,0.999197372532677,0.958635881043099,0.995381147764652,0.992297707574697,0.999999886779504,0.999990463776399,119.122019279661,72.7646,115.098566865672,107.089995495496,103.627316176471,106.109635294118,3.11389280535548,NA,3.26543551612401,4.64517305669051,6.70362382779208,13.9254530030126,75.3431,72.7646,75.008,75.17555,69.183975,72.1396,148.362875,72.7646,143.86625,131.401,134.125075,113.3316,472,1,335,111,68,17
"ZFP37",0.835985968193969,0.999540895591503,0.847160531812131,0.764331257032898,0.897962488644287,0.890274461134607,0.818423346643992,0.906041235962539,0.90657036439785,0.999995513321414,0.829423048483742,0.951802596169007,0.875541679035125,0.990291706113705,0.99561766840389,65.1870220338983,15.6218,64.2395131343284,59.3775765765766,58.57605,52.8276941176471,1.87849257310536,NA,2.28167403620175,4.07832650547556,4.62968909783568,9.7162856927719,35.29805,15.6218,31.8799,27.56575,27.51445,27.575,86.5526,15.6218,87.8703,82.25295,82.176925,72.3036,472,1,335,111,68,17
"ZNF189",0.988613607335107,0.999999974903124,0.988895800592854,0.91908968740445,0.977621440436852,0.921484101494531,0.999472006766786,0.991992253221759,0.999679903660752,0.929829837946114,0.997266604267799,0.978667042186208,0.996988907252386,0.999999989030953,0.99217906406138,530.270588983051,643.7821,530.843599402985,511.413605405405,537.979598529412,509.643411764706,8.56415694313494,NA,9.10357851314568,17.1703236275966,21.6455812915825,54.1884547146691,402.561575,643.7821,410.29785,401.73545,404.136875,351.176,628.926175,643.7821,632.77075,586.7847,629.23505,646.8893,472,1,335,111,68,17
"ZNF434",0.27970632514816,0.994681419191563,0.300258270600621,0.999664140467722,0.300144498974602,0.999999900579639,0.525112604788553,0.185658118299562,0.368642000358254,0.567022063401141,0.345849239666824,0.612014822588769,0.44882887954152,0.486670694639885,0.0900539209519544,438.493451271186,750.668,444.139633134328,443.189042342342,405.797527941176,511.071964705882,6.80163323147435,NA,8.12553655852457,12.9254599903587,16.1278634532809,53.4751101500701,339.6929,750.668,334.3297,348.9921,321.663475,348.4616,519.1184,750.668,517.1863,525.28475,471.394725,658.1397,472,1,335,111,68,17
"ZNF287",0.998351241135553,0.538807647946509,0.999683623731908,0.996824123639663,0.997200397297662,0.62166111183084,0.949542532289265,0.994932759084575,0.483707819947301,0.998368807015759,0.984867893443821,0.992977464105694,0.85843036362209,0.997844488483705,0.999967465012775,152.708197669492,184.5838,161.880235522388,148.85524954955,143.962627941176,140.085429411765,3.83935907310392,NA,3.81612770022133,6.54177503433353,7.7117269560487,14.9317748455161,103.3194,184.5838,113.20455,106.4733,104.0412,133.6489,189.481425,184.5838,206.6714,187.63575,175.79815,173.3765,472,1,335,111,68,17
"ZIM3",0.999999998412172,0.983173417534178,0.999999670048441,0.157945286076205,0.999778642519026,0.427734126824697,0.999957454993367,1,0.993278844601221,0.459858647026829,0.999999983875354,0.999999992768226,0.999986619242015,0.938146097717967,0.999994360958285,0.013428813559322,0,0.0390835820895522,0.145236036036036,0,0.0186941176470588,0.00719331495483649,NA,0.031781155313293,0.109510099316184,0,0.0186941176470588,0,0,0,0,0,0,0,0,0,0,0,0,472,1,335,111,68,17
"ZFP14",0.644244248594139,0.784122635765853,0.7040426833071,0.999999867507084,0.64338552984859,0.944187936347905,0.776880556175986,0.53819575001759,0.353686947462876,0.895246124207745,0.999938255598826,0.703680057066152,0.999984821393257,0.999915372801256,0.963133779602304,280.260034957627,464.1316,291.417666268657,279.470558558559,259.799420588235,286.603252941176,5.76412758832685,NA,6.56866341432243,9.97495392949948,12.8962436817415,25.5476938973176,187.77175,464.1316,208.7359,204.2812,182.8592,233.9842,346.654475,464.1316,370.48885,343.7646,312.17795,305.845,472,1,335,111,68,17
"ZNF473",0.950304179974474,0.854113678086326,0.967370006305417,0.99694925236305,0.938430643281672,0.828093256163117,0.37802131448036,0.988880513431078,0.802770958985366,0.365766209271609,0.99980058205215,0.968377540357686,0.999999842084888,0.997668821164627,0.984052391762308,336.878585381356,201.8499,324.199558507463,344.549542342342,298.484380882353,326.650011764706,7.40016434372975,NA,7.54861557752377,17.6258057397072,12.3872657188654,25.8226475414123,235.505425,201.8499,232.80655,241.1576,220.07845,260.1489,388.572475,201.8499,367.2012,404.0928,353.2252,384.2227,472,1,335,111,68,17
"ZNF614",0.999973901445512,0.326965797913179,0.999999992335879,0.999926095724752,0.999987156026446,0.877725569043074,0.566775135304913,0.999999994249404,0.995491515730113,0.819133628869602,0.629751711850997,0.999958702390255,0.930513082354906,0.737835748877003,0.989137993809885,297.90162690678,264.3371,270.915615522388,293.537959459459,258.089772058824,226.4917,9.43120609069198,NA,9.67888762661616,16.3666234923061,14.2313819557471,24.9882753745117,199.4887,264.3371,184.6597,196.93375,190.64305,143.3054,336.454125,264.3371,319.47905,355.7074,306.158,279.3658,472,1,335,111,68,17
"POGK",0.948535939647379,0.575270361434838,0.971755649165605,0.154664103282188,0.988306055019676,0.810951126194462,0.733791364144446,0.981091731730425,0.996965430770202,0.996879102838155,0.257066986470021,0.999320160455966,0.54797708592025,0.891878024384,0.783375227245483,2509.51109724576,1594.2446,2389.72602686567,2249.15154684685,2324.78541470588,1962.44775294118,52.3495852478524,NA,52.484991571944,80.2835655489348,103.134524645225,130.833337617388,1736.308025,1594.2446,1741.76095,1696.58365,1753.64265,1602.7147,2984.742125,1594.2446,2809.3901,2606.17795,2548.828525,2077.9289,472,1,335,111,68,17
"ZNF514",0.999990871636041,0.945257164415976,0.999999508585766,0.999939610695191,0.999981691188227,0.968258902531677,0.973502123918184,0.999999969415001,0.999844106511639,0.969398197006803,0.998362122937672,0.999999983003063,0.999987383741383,0.99675092536299,0.99999999985896,274.139790677966,291.8808,282.002851641791,271.404483783784,286.181942647059,286.704970588235,5.7594506655173,NA,6.60945295968895,11.3116559518253,12.6909896348814,27.2225301336487,186.3941,291.8808,188.9252,187.712,217.6935,214.923,335.479475,291.8808,349.6677,342.3486,361.2161,360.5573,472,1,335,111,68,17
"ZNF300",0.995928188532485,0.999989380344211,0.996327011160973,0.999999999779618,0.995924844133715,0.999997230177355,0.999856908953521,0.997123904742322,0.999982066980103,0.999919913039754,0.787621195591522,0.999972354288804,0.815413995656482,0.81963242304178,0.897795791930947,92.4945288135593,44.3988,91.4768471641791,92.6679918918919,89.3715705882353,62.1691882352941,4.64113173729396,NA,4.85121250579,9.53868397357199,9.34795227170473,12.5291458034588,26.231325,44.3988,30.6391,32.73555,28.723325,17.8765,124.0813,44.3988,126.1388,124.38755,133.5651,92.8623,472,1,335,111,68,17
"RBAK",0.999636762217526,0.856666456810444,0.99884356446619,0.882441732022746,0.998312806009877,0.999665039574766,0.994963296732645,0.999898670884079,0.865088581894075,0.837771962782773,0.602264988447727,0.984024674379113,0.811495183133713,0.894388265826682,0.528491985790025,628.050099152542,558.2734,646.834769552239,654.343164864865,612.434738235294,717.455094117647,10.5004732123378,NA,12.6766010792755,20.0507113505919,21.4848148945867,85.083054695571,469.893575,558.2734,492.6178,501.40315,485.785125,504.5385,733.579125,558.2734,742.8054,804.92175,755.57455,905.7544,472,1,335,111,68,17
"ZNF92",0.54374643962032,0.0243431509077469,0.689512501427932,0.61234018638099,0.657367408434398,0.996157593752787,0.977615073809944,0.613732961393123,0.93370252542374,0.997340548878384,0.917397519467991,0.729242699548012,0.999998294042702,0.999619756126987,0.993458450559163,748.425143644068,2372.0452,961.884425671642,909.045231531531,840.290197058824,986.827805882353,32.3369507921759,NA,66.5432356400085,92.2571617996225,137.131692375494,191.034692989857,339.67505,2372.0452,373.9138,346.16795,307.186225,442.2551,884.80325,2372.0452,1000.6986,939.92435,761.2491,1134.2782,472,1,335,111,68,17
"ZNF157",0.999981266623394,0.282063178250218,0.999999999755641,0.869228380152112,0.999999959413296,0.999726548087595,0.982324761021106,0.999999604878535,0.997564291986385,0.999968708528822,0.91101336259996,0.99999950880654,0.998568778280518,0.995789938493271,0.991299939985951,2.06023411016949,1.6444,1.68813552238806,1.76638468468468,1.83731764705882,1.43855294117647,0.123705918519632,NA,0.111793195891635,0.25863417328185,0.271745769391831,0.661933173281868,0.3172,1.6444,0.329,0.24445,0.3199,0,2.96755,1.6444,2.4574,2.11885,2.663625,0.9383,472,1,335,111,68,17
"ZNF182",0.999986499871106,0.970821053467345,0.999998463756201,0.999999810269073,0.999989433639545,0.997813162763805,0.946051892701401,0.999796263256111,0.785851013849265,0.966539033256374,0.892066345978996,0.998502372451153,0.790716515481588,0.90279679024562,0.994238463635953,224.989271398305,238.3926,229.72449880597,225.589792792793,215.054538235294,202.491347058824,4.0203022767061,NA,4.59638470685358,7.30407333848552,9.75495856760023,23.9649773941964,165.41615,238.3926,170.47545,176.3452,157.3083,116.522,275.08985,238.3926,274.2469,276.988,273.098625,256.9098,472,1,335,111,68,17
"ZNF673",0.999999735683546,0.995926399702656,0.999997972073283,0.817354570988577,0.999954307448013,0.955063481914759,0.682336299458103,0.999836958414666,0.854177258582127,0.998822716340918,0.202135933701247,0.989788608588961,0.277259141527674,0.557763043259893,0.742792894742705,218.57054279661,224.0493,215.804705074627,208.581357657658,203.982998529412,175.519717647059,3.93597108813044,NA,3.654858711575,6.54017997282161,7.48879377310142,20.0580232704456,171.7836,224.0493,172.11135,164.4764,163.134575,129.7071,253.423625,224.0493,251.20705,240.4682,245.80965,220.8413,472,1,335,111,68,17
"ZNF41",0.999879340399418,0.973378081223939,0.99967681049011,0.583554639273554,0.998430160986488,0.895305286583428,0.928931395363625,0.999996598931307,0.756036231255894,0.387808313584482,0.999999999958351,0.999888004727722,0.999947516547182,0.987475307879453,0.99706595808721,300.954072669492,273.3813,307.084993134328,320.17758018018,286.901488235294,301.298623529412,5.25526755943332,NA,5.8277529557367,11.4602414092996,12.903134443462,32.2608753038169,216.974025,273.3813,233.4013,237.27215,206.56825,219.9563,374.158875,273.3813,380.5263,365.41675,352.343025,392.7862,472,1,335,111,68,17
"ZNF7",0.991997052741603,0.999999999903853,0.991946658079193,0.0838623394435184,0.955106311548048,0.109647505594782,0.872033174847726,0.978712144308215,0.886664752541408,0.951723851629557,0.291771378293989,0.892609477306989,0.301845303166025,0.945174119239314,0.746084281707703,599.243890677966,432.5427,599.542395223881,679.125698198198,640.663051470588,746.194905882353,12.1754671202697,NA,14.8282915072343,32.6175577626038,41.593434380576,92.1097720581118,418.3143,432.5427,426.73245,436.65045,447.8785,439.7598,708.488225,432.5427,704.61075,817.9386,703.70665,980.1329,472,1,335,111,68,17
"ZNF214",0.996131447879957,0.869131178730491,0.998326369411847,0.28716087630561,0.979505573919872,0.064732080177865,0.901681052647354,0.988546848191377,0.580057596760483,0.993626870611937,0.838056363051528,0.971708230179808,0.655417925970224,0.999751623357021,0.991746647907744,56.030855720339,79.7533,59.8459567164179,45.548845045045,49.6076808823529,42.0513411764706,2.31057560906265,NA,2.57700098420665,3.78530054944986,4.90612332089501,7.77360922985802,13.6466,79.7533,16.7257,12.2339,17.790775,14.3554,89.0964,79.7533,93.41265,71.1692,72.072475,73.1205,472,1,335,111,68,17
"ZNF215",0.99845047638053,0.997700130467987,0.998952251133788,0.993908868546918,0.999267751902083,0.999894488807771,0.999990378918641,0.998802520114261,0.999998756907524,0.999856316465458,0.374075148493681,0.999999842328836,0.463442229743469,0.584197214073458,0.53068542743166,22.3705688559322,11.9219,21.5608904477612,20.9013954954955,21.8886455882353,10.2451235294118,1.24564236055211,NA,1.40379505371957,1.74546828004532,2.5801128518882,2.83916514556461,6.8051,11.9219,7.13745,8.32985,9.1501,3.8682,26.35985,11.9219,26.75825,28.79195,26.139325,10.4214,472,1,335,111,68,17
"ZNF547",0.991081086326808,0.998470792630036,0.98890672206478,0.992316386889978,0.994677319680554,0.962321889912985,0.887749110187335,0.997529621988461,0.79660753495155,0.995575813488978,0.992010165859416,0.997856386965284,0.981979567320363,0.999556626545054,0.999999999918942,66.2554470338983,44.8016,67.3094113432836,64.0664945945946,61.2270411764706,61.0893882352941,1.61881855834792,NA,2.03245072648113,3.64385334242526,3.53273749731745,6.68870788962902,44.970075,44.8016,47.3812,39.60965,44.342725,34.7134,80.007575,44.8016,77.3464,77.7423,72.622975,82.9612,472,1,335,111,68,17
"ZNF773",0.999999376577771,0.960440921840524,0.999999998551348,0.975015693743409,0.999999999999245,0.99997456029975,0.999999981047253,0.999999174860532,0.99648540716385,0.993934582076964,0.451807065403414,0.995401855527498,0.314789750847914,0.324672994706148,0.572959051982123,154.867295338983,162.7955,160.438936716418,162.265134234234,154.356789705882,112.985117647059,4.22379674077659,NA,4.7521513262698,12.1964379399289,7.90366425906285,14.5289116020949,107.558425,162.7955,112.9975,102.79935,123.24455,77.8589,194.590275,162.7955,195.26255,190.47025,188.451275,168.4724,472,1,335,111,68,17
"ZNF776",0.999999874979651,0.546814327749112,0.999999907493111,0.56228362680715,0.999997505313637,0.996200559966993,0.999893015754505,0.999999072979457,0.866906955687949,0.765406363973503,0.999997913134492,0.999999342064514,0.991722985698429,0.97203057984943,0.999999999859688,579.283284322034,606.557,632.246148358209,656.40714954955,565.564591176471,567.462905882353,17.15593345389,NA,20.4931936616631,79.8555205583076,28.7390109283673,53.8656465786258,377.335475,606.557,424.9056,394.96285,386.84515,444.0308,686.26435,606.557,748.96815,703.92875,682.135,702.9497,472,1,335,111,68,17
"ZNF256",0.999495746122629,0.999543477480365,0.999300551985886,0.999736274527178,0.999691242139227,0.996632633790498,0.999987499708701,0.999346360247955,0.999999999375967,0.999499652071437,0.279816095225895,0.999967383212005,0.24166772691279,0.409468970123268,0.342669662256063,141.300028813559,115.519,143.102796119403,138.920254954955,142.879927941176,100.3162,3.51113158033169,NA,4.44824882815405,8.77314620493792,6.51517231600737,14.4175483943664,102.248725,115.519,98.69775,91.27445,105.09335,47.4453,163.0177,115.519,163.51675,167.32975,169.384625,145.2057,472,1,335,111,68,17
"ZNF599",1,0.999999994481504,0.999999999999114,0.90981968678659,0.999998293253287,0.915280341038312,0.713505539093431,0.999974164959967,0.724244334153196,0.996309840969265,0.975702619881078,0.999976566159248,0.975093801020648,0.999703108928488,1,110.326739194915,110.1747,110.429104477612,105.638431531532,102.322929411765,102.310111764706,2.11917009610071,NA,2.30889850440046,3.53888722692798,4.87717060948965,9.09600747751566,81.3521,110.1747,80.2674,77.3156,71.34355,81.036,131.987575,110.1747,137.3743,130.5552,118.9852,124.9099,472,1,335,111,68,17
"ZNF18",0.0391890480126246,0.564951456586837,0.0548948103019197,0.985688530666276,0.0328769802661988,0.520704321549422,0.775266827617228,0.0249094902264593,0.252005309524661,0.986659598841524,0.99999979642611,0.0470114521596967,0.994418665102007,0.999950522850447,0.993021627128886,210.955474152542,478.1089,221.65742119403,204.591613513514,195.444336764706,209.432423529412,4.17126965678503,NA,5.03584589931086,9.50303332166709,8.12828182987482,20.1143505583399,151.69805,478.1089,161.22345,145.20395,147.885025,156.903,245.6479,478.1089,257.04065,239.5484,225.29885,230.0531,472,1,335,111,68,17
