"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF772",0.995715662431516,0.999369670468691,0.992832069378383,0.977470496994308,0.96397142543152,0.989881871342113,0.550495866715341,0.625193953683673,0.551765189838993,0.583534629260224,195.659954807692,190.99772890625,200.284015384615,226.68408,121.824033333333,6.50806299744039,11.3327441851042,18.467584304041,44.0722502977259,9.91764461343743,112.3897,104.646875,120.24455,199.0916,109.57865,255.664925,238.206525,249.9617,238.0952,138.0798,132.348739215686,195.305144111776,124.1627,170.3804,97.9548,161.41855,112.1252,251.2799,6.92439119153932,5.29062434818339,1.47568571691107,1.37223497878187,0.561385497188802,0.456527546887248,"LUSC"
"ZNF257",0.419134769397916,0.770302756504056,0.233149357925119,0.42398099453135,0.223469975653471,0.743939323917871,0.941493809740502,0.997795655905555,0.770020609437299,0.376556714273538,21.6772150641026,15.089390625,28.8852282051282,49.83948,10.2662,2.12696289094615,2.6974262550449,6.03610162717983,38.3213246631872,5.68599369556457,2.5499,1.82585,2.88645,8.5437,2.879875,24.19615,11.9386,36.24505,20.5882,7.412575,16.8362078431373,20.9647846307385,15.644,6.4246,11.2177,20.79505,2.3753,22.2985,1.15076292450123,1.63364136450102,1.24522011287026,0.410675019176681,0.316400784605114,-1.28393090215043,"LUSC"
"ZNF785",0.992631724737041,0.817518860698645,0.72161767969438,0.930709576566733,0.900428909659095,0.995874880661902,0.985388797536008,0.971614546813577,0.999994397380482,0.999246559427318,189.258949038462,194.318603125,168.895053846154,149.20102,165.4591,6.45064590290561,9.93439689431006,14.0442334256306,43.0961854324185,26.6615530804815,128.128225,122.036025,104.5513,78.1513,135.55745,233.866625,251.48575,221.96835,212.7344,192.13305,135.137125490196,188.670446107784,136.1247,168.6842,110.1477,155.18145,122.4362,237.4562,5.58323268380818,4.9410112689343,1.39614073796081,1.23918877323513,0.48144437974524,0.309395978814543,"LUSC"
"ZNF98",0.285024536777736,0.764712729049319,0.999999669775098,0.998779032394629,0.951307173454268,0.960747373052233,0.878699293248222,0.992228200274146,0.992651862702905,0.915633629964963,7.56467916666667,4.19860078125,4.30224615384615,9.5738,1.20031666666667,0.988623836344788,1.36542521388313,1.27985063371212,9.09606742169384,0.241558578701822,0,0,0,0,0.70315,3.4456,1.491775,4.0427,1.165,1.586825,1.99972745098039,6.38482874251497,1.6578,0.6452,1.0331,2.7651,0,2.7049,0.217590185333706,0.724630609309521,3.1928494752546,0.389190493425021,1.67484453962188,-1.36145162437801,"LUSC"
"ZNF786",0.999989635379735,0.999789251604168,0.999568488355146,0.91494766301371,0.924181199992741,0.908315422645143,0.92545425282137,0.934856300488631,0.919508365945676,0.99999232055708,246.581417628205,245.55750703125,250.109458974359,201.16594,206.64555,6.89403784067329,10.058950473377,18.6591502696197,40.6517118408758,26.4019818882062,165.06175,162.723175,151.05935,127.8468,164.4221,303.225625,296.682675,333.1071,287.2824,261.346275,110.805196078431,245.823058483034,104.5,231.9317,85.95705,129.2603,161.3845,302.9908,4.88019674194613,5.31624462996633,2.21851562185796,2.21944210526316,1.14959471204822,1.15019707607048,"LUSC"
"ZNF517",0.999966028957207,0.638418393756299,0.738922466116128,0.841749611403189,0.858778565251212,0.988979297067282,0.964005586209535,0.970695431200532,0.999986521558323,0.997874123810525,244.871061217949,243.50461484375,217.234179487179,190.30818,212.70575,6.44953402309419,11.668200629428,16.0311096058341,37.8217269785556,39.9934526141363,162.1019,166.74755,134.57215,135.0932,138.771125,305.53635,305.484725,302.5655,220.2877,279.644775,161.431021568627,241.323590618762,166.3565,220.3805,128.50485,191.2344,160.5725,303.2454,6.39886101010835,5.23513613992975,1.49490220822378,1.3247483566918,0.580051110961768,0.405718337765052,"LUSC"
"ZNF675",0.705105618438796,0.955355771897681,0.999991289758347,0.953329222493083,0.855341454927966,0.88545466142768,0.997428002876129,0.999999999877449,0.999999554165689,0.942841110550379,185.253638141026,160.62014453125,163.264756410256,244.35066,160.2505,11.2297473385746,14.5746390209625,18.7264709276956,79.6320237873093,29.9385339374414,88.92355,71.6223,85.77345,98.3437,123.6493,212.2096,190.92905,203.17995,392.8571,203.680525,114.28871372549,177.496033333333,107.6101,132.7684,85.374,138.2895,83.4562,209.506,6.30481785955198,8.15765087057139,1.55304953172945,1.23379125193639,0.635103842629848,0.303098322143976,"LUSC"
"ZNF860",0.999355679026623,0.869112213753933,0.840079146608894,0.987146049266053,0.981922851103681,0.999935377254877,0.859921731390087,0.839057048969463,0.981290148282027,0.998235216910285,36.92745,36.28531484375,41.2632025641026,42.89148,47.6772,1.40979155632235,2.5175875032801,4.94826683129601,14.0983435663343,4.5847727679061,21.350075,17.89245,19.0164,22.7101,44.7352,46.499625,45.657225,49.34755,42.3301,55.308225,38.2099980392157,37.2641880239521,36.2083,31.6076,30.3342,42.9624,20.4422,47.1458,2.30133700548606,1.17343902793447,0.975247054074882,0.872937972785245,-0.0361603595744419,-0.196048949090275,"LUSC"
"ZNF695",0.966736485588382,0.999481056942708,0.999818927026525,0.823798114958545,0.895028855689073,0.883910871549146,0.947672778645088,0.980102416747801,0.973840010201612,0.998413696980614,65.5072291666667,61.695453125,63.4194384615385,38.62672,48.5115666666667,3.14980964661052,5.27819904414399,7.9513085032601,10.5372169243781,13.7402662555878,22.461475,17.630775,25.0231,29.5685,25.64105,96.1915,80.38285,99.87485,49.3127,54.214575,1.26940980392157,64.4142982035928,1.0263,52.3636,0.67035,1.57545,22.5933,92.7419,0.135592474262066,2.49410153073845,50.7435014323969,51.0217285394134,5.66515116740052,5.6730398709935,"LUSC"
"ZNF665",1,0.975408566931437,0.98131047554704,0.765479577436139,0.772824597304167,0.673150098645766,0.990124327206091,0.990610676657478,0.962433044198085,0.981133833600984,13.7288445512821,13.72860234375,12.3116435897436,21.12646,16.4235,0.77985211565853,1.28620732284616,1.87842824771286,11.7147236026122,4.69258901602658,4.0391,3.472425,2.7425,4.1408,11.495975,19.835425,19.67475,20.3261,23.301,24.004175,31.7708,13.7347842315369,32.1229,8.8957,24.4212,35.6069,3.9125,20.0254,1.46957855600395,0.618752733132343,0.432308416267042,0.276927052040756,-1.20986717170344,-1.85242210243664,"LUSC"
"ZNF624",0.974837669699269,0.924586128085408,0.993725065590531,0.857593704892153,0.916216202561329,0.966381241575194,0.998595288128695,0.992845117188698,0.977508135905198,0.883866420861571,88.5151355769231,86.20114296875,83.4130538461538,72.07402,92.7902,2.11601060672153,3.32144791099082,4.05575982039453,12.8996973501086,18.4294069621714,62.647075,61.3843,68.12515,50.7192,64.890125,106.15275,103.819875,94.6128,91.2621,107.05365,92.9992352941177,87.2951528942116,93.4488,81.5558,66.7739,118.9274,62.6943,104.0833,5.23678511134442,1.63449487444699,0.93866527631258,0.872732448142726,-0.091317303668991,-0.196388657411339,"LUSC"
"ZNF841",0.983356345752337,0.999994629242472,0.995854917598088,0.874083673939051,0.821754498902355,0.903014060681664,0.995063225004363,0.999132011869567,0.994889814601539,0.864923477029641,223.094807692308,230.47934765625,221.545451282051,166.66548,244.15805,6.94247530071702,13.4192180549337,19.9477379586726,47.293156568751,44.2129062599957,138.726025,139.469775,123.0137,68.323,160.263375,289.40145,275.59005,275.60285,220.9709,342.684625,182.367982352941,225.574038722555,176.5,197.5586,142.32185,210.2326,138.6154,287.6165,8.43531093453048,5.87205559308884,1.23691689633324,1.11931218130312,0.306748574465125,0.162612466703192,"LUSC"
"ZNF615",0.996819528754981,0.108108159672724,0.239380456673794,0.984491555248023,0.974709408893132,0.646504293295308,0.762121200219556,0.71993108393927,0.242565141106536,0.993993200005483,136.227074679487,138.89542421875,166.355879487179,118.88584,100.74045,3.94114571541856,7.27568698884623,11.4939339715429,21.4063790432805,11.1495337603193,87.3812,89.840075,113.5062,102.1008,82.357425,172.906325,174.366725,217.1353,159.7275,112.9575,188.825894117647,138.856323952096,177.37,123.9624,161.7561,211.23925,89.8829,174.5269,6.06879143348367,3.27849199047957,0.735366961194327,0.698891582567514,-0.443463734761489,-0.516859423869743,"LUSC"
"ZNF433",0.999688510338223,0.758993333352075,0.859292630367142,0.994334406394603,0.991872918235762,0.92794408971737,0.999596383200505,0.999108520850536,0.965949374950605,0.999848759135436,60.9194490384615,61.86759296875,70.3434435897436,52.38514,56.9449,2.31785465660783,4.88600638987052,9.8204122132355,12.1658239551047,12.731146629978,33.289375,32.370525,33.9472,38.2353,32.727175,80.64975,80.58465,80.6857,70.0227,78.69225,81.387262745098,62.3906760479042,77.9011,53.8138,65.0507,90.1073,33.4899,82.9134,3.72045141151063,2.09476347912739,0.766590175704883,0.690796407239436,-0.383472585599265,-0.533667515308493,"LUSC"
"ZNF595",0.458799256598301,0.980704920133213,0.580368619385642,0.997668436719781,0.999996158620851,0.986788906428806,0.786541259694589,0.955368483708983,0.700105578601262,0.983747649173798,159.692534294872,131.17391015625,175.234582051282,135.95426,83.0377833333333,9.42961247544101,14.3438064666274,25.4388135133124,40.3406047963785,8.44207821125488,69.5567,62.2867,70.9333,65.2174,67.46725,187.13465,149.784425,231.87805,201.6807,94.657225,143.822609803922,152.568577844311,137.3089,103.6235,122.73885,161.24815,66.9767,173.9623,4.65978974171562,7.32032738691052,1.06081080055711,0.754674314629278,0.0851673693177226,-0.406073922027744,"LUSC"
"ZNF460",0.999999401177608,0.387845057924307,0.480422527895395,0.847943810167952,0.857361028048852,0.997476357465985,0.241526645203365,0.249437274094059,0.0683068637980679,0.198717955506714,77.1005958333333,77.2790421875,89.8410820512821,96.4293,41.3555166666667,2.34720705748914,3.73394840521295,7.94661329265711,14.5364185113459,12.3952899748094,48.768025,45.876925,49.3338,74.0166,20.777425,98.445675,97.404675,110.9328,111.3445,63.92165,62.7424490196078,79.0672107784431,58.5842,69.8344,44.07045,74.2755,47.5089,100.199,3.91552443957847,2.10328833380518,1.26018687529608,1.192034712431,0.333637689337812,0.253426248151487,"LUSC"
"ZNF81",0.895469934755374,0.166447138002033,0.522312514674898,0.977674899950744,0.996100070601442,0.999152812893333,0.6618315154797,0.805436339413054,0.994695525234593,0.988852588747096,127.2481875,122.26757578125,107.260897435897,113.4677,98.0941833333333,3.09345102833451,4.23555031545808,7.71691372223837,28.9625754748607,20.121075043271,87.825175,93.347725,76.37035,96.2733,82.894375,153.280575,142.47975,130.3814,116.9219,102.334125,87.5984568627451,124.102069461078,85.1955,116.8757,69.29055,101.5242,87.1924,148.6688,4.20140627171637,2.34515040181731,1.41671524711364,1.37185297345517,0.502549812695011,0.456125870845096,"LUSC"
"ZNF780A",0.990182464287977,0.640290978762264,0.84896424756947,0.997066636053309,0.999377417862763,0.999814612700003,0.995901618760871,0.988729355820551,0.902488249128021,0.986590255399819,235.652537179487,245.82852578125,284.280251282051,267.5827,203.83135,7.38651706116661,29.3045002573558,31.2797723223317,73.3766378577541,36.5171126143506,154.9382,140.882625,160.2048,166.1491,146.616975,285.60735,256.122175,294.51885,319.7609,254.13075,232.682156862745,241.744411976048,220.4623,208.2515,182.348,265.96265,151.5439,281.6723,10.7325193573979,9.19224875636227,1.03894692758349,0.944612752384421,0.055121959085514,-0.0822050827129037,"LUSC"
"ZNF461",0.997957771044161,0.997122530119231,0.987879228228625,0.921668209169995,0.900131972098186,0.963759662911807,0.558861153281034,0.62277052051935,0.532123463753277,0.471117153340997,112.815220192308,109.99023671875,117.806205128205,145.11012,59.1459333333333,4.78688959053802,8.428118757565,12.3307297810765,30.0428986851369,10.0335749074019,67.105425,60.672025,74.08285,105.2233,38.709625,140.22295,134.484325,130.2,147.479,78.315575,87.2383862745098,113.025580638723,80.9645,90.4093,72.9685,93.82995,65.5022,139.3543,4.07889447401489,3.91459676789556,1.29559458244756,1.11665359509415,0.373614340602654,0.159181706726959,"LUSC"
"ZNF181",0.999944931997741,0.939641391715881,0.934932914536059,0.996921246365359,0.995967227693055,0.999998122412065,0.68714739376129,0.717081289950889,0.546245333142713,0.781360207815946,181.432431410256,180.06346015625,195.047461538462,197.70564,125.220283333333,5.67444920257985,10.0658733624957,18.1465466559376,27.7679911492099,16.4812577624285,122.223175,120.235175,124.6561,147.8992,109.96615,209.694275,198.2766,209.5322,239.2233,155.290225,212.011574509804,183.084632934132,200.1349,159.6391,177.32385,230.9645,121.8883,208.8125,7.31653287831078,4.79029654151282,0.863559611579912,0.79765748002972,-0.211632324356891,-0.326158719296335,"LUSC"
"ZNF44",0.850984892964337,0.999851137162182,0.949876888574007,0.942426905894414,0.985668765915959,0.937341856949479,0.972930247498788,0.911595309467382,0.985908751737077,0.863507313905579,170.852288782051,162.0375265625,173.118825641026,142.43908,191.887383333333,4.57371100214833,6.2990984869697,20.7905195219326,9.22648639620739,36.0925497169468,121.1535,118.653575,112.59885,127.7311,119.1753,202.33245,198.119475,187.4361,146.0333,233.66975,231.821017647059,169.029805389222,230.0813,153.3958,194.34265,261.7558,118.9204,201.5625,7.70905378533411,3.70242894654366,0.729139260559044,0.666702595995416,-0.455733709237149,-0.584884750219667,"LUSC"
"ZNF790",0.980963663916465,0.897707189097788,0.98600410167536,0.908576194831269,0.949548640006124,0.987105299383625,0.999922296127192,0.999999999760736,0.999482569678686,0.981514655002084,73.4211128205128,70.47437734375,65.745441025641,53.72858,70.5941333333333,2.80105857627125,4.96618249061057,6.08899017038375,11.784937210414,17.5928057879098,40.8573,31.46065,38.67975,43.6975,49.18465,93.297425,94.64275,85.19785,52.2332,69.062925,74.0143490196078,72.533980239521,72.5694,62.6061,60.7022,86.98045,39.1258,94.5274,2.83544103725124,2.26775088838702,0.979998894813022,0.862706595341838,-0.029147972647957,-0.213058109547721,"LUSC"
"ZNF677",0.995949204834136,0.998841645853188,0.999999567987713,0.993763798346582,0.997582385311038,0.998286567583451,0.986265489713226,0.994006126905465,0.995747579363768,0.999999488333823,21.0107282051282,19.80254921875,19.5919948717949,15.20784,14.4806333333333,1.62718629494775,3.14503764840159,5.62981507991825,8.21226466564492,2.76486322346051,3.885,3.093225,1.9639,5.8252,9.986525,27.21595,16.2192,12.39915,10.598,19.895475,44.301031372549,20.6074828343313,43.5,7.732,33.4031,53.61415,3.3672,24.8731,1.96196958057506,1.37605758397806,0.465169369557854,0.177747126436782,-1.1041719934371,-2.49210185829958,"LUSC"
"ZNF823",0.999999203517983,0.781510980677483,0.83665764985557,0.938489536425475,0.943480425138145,0.997645290835952,0.999986800077974,0.999979894029706,0.984667574235872,0.969424347535548,96.7670048076923,96.98096640625,105.942482051282,113.16852,95.0707333333333,2.67710323217219,3.9330123714596,9.09918927214223,7.1372198801354,14.0827561431387,63.728625,65.2192,70.7495,105.0725,72.7219,118.024075,117.482625,119.7201,123.1068,119.824475,96.2150411764706,97.8809435129741,88.3769,89.6247,76.3886,111.4349,65.4785,118.95,4.60269571599691,2.09915769066022,1.01731436494891,1.01411907410194,0.024765561861574,0.0202270581900147,"LUSC"
"ZNF311",0.950021814918323,0.636909642197095,0.907959427291501,0.985255505387134,0.96020009025209,0.859921313530278,0.896470881122685,0.955067034575734,0.997992651794671,0.854913728907325,51.7701282051282,48.2207515625,40.8309564102564,62.67798,34.5148666666667,2.78466302979008,3.79106722656106,6.23545220729912,10.8543401192518,6.28353449600179,17.22365,16.93675,10.88925,47.0588,22.766175,70.294825,70.607975,52.85435,84.2718,44.085625,32.4404058823529,49.5054892215569,32.0233,37.4837,26.59835,38.00685,17.3001,67.6909,1.46799646851478,2.06010717994784,1.52604407605415,1.17051334497069,0.609796631495142,0.227141382645816,"LUSC"
"ZNF347",0.99999999190822,0.999764487111824,0.999855168341361,0.994629351358648,0.994695856538263,0.991980584178794,0.999999947708417,0.999999910344637,0.999984920705849,0.998606359481568,89.6260105769231,89.52073515625,87.3926230769231,102.77324,90.2851166666667,3.75197626040802,7.14998501550387,14.0696028375637,65.6854344004027,18.3341243630998,33.62865,25.96335,21.4099,21.7391,55.467675,136.013275,132.83535,119.2347,76.5049,111.0697,145.887758823529,89.7083477045908,143.9712,75.6972,114.35775,172.6192,30.6748,133.1248,5.05223361175068,3.23730183256017,0.614913467915461,0.525780156031206,-0.701544689626834,-0.927468402029191,"LUSC"
"ZNF273",0.951694729877249,0.999996760193655,0.996536175398646,0.616048061377562,0.729879121427702,0.676317868620758,0.958491542753294,0.910401000465642,0.96218023413041,0.546027117498701,207.372835576923,217.00297421875,208.70158974359,288.76774,171.140733333333,6.76806367991815,13.313748911556,18.3431735924466,30.3291535737251,23.1420098842151,133.3167,130.921225,127.7143,232.0212,122.88435,244.734175,246.024,262.60005,335.4501,213.94185,93.1332156862745,210.910374650699,81.5022,182.0941,53.04665,107.71365,133.2669,248.6726,7.28628692908103,5.68445563796652,2.26460960352925,2.23422312526533,1.1792623652399,1.15977327070913,"LUSC"
"ZNF84",0.94054492511659,0.972971442581985,0.851522899281568,0.942812361404588,0.887616169970827,0.987498015848255,0.526764199036917,0.418219742966132,0.737075542061858,0.987737368955608,530.170616025641,551.8132796875,502.087525641026,438.25676,357.304133333333,14.9771336912612,25.8327437441234,40.1553759389675,94.4772432880934,49.9032103507691,351.12515,353.44505,315.5353,348.8613,289.681175,642.383875,630.77985,625.2837,543.1491,382.661775,465.428356862745,529.000181836327,451.9296,479.3646,395.23705,524.0047,348.4738,633.4398,16.6070724408385,11.9840564663551,1.1365877777669,1.0607063578044,0.184709106644861,0.0850253209341664,"LUSC"
"ZNF667",0.303274780938505,0.775750726541512,0.999999743690119,0.976333679837076,0.999911692829825,0.999893228208362,0.572796485398388,0.864044395871362,0.878084115241206,0.979295598575824,57.1797227564103,42.7224171875,43.147941025641,38.14308,13.4812833333333,4.27679701138869,5.79253119898934,9.54678631305858,29.2043799896248,2.24763853565124,7.3382,6.485875,6.3829,8.2816,9.678725,77.241725,61.76445,67.47935,14.3689,16.42315,35.6679941176471,51.343555489022,32.9536,15.8604,26.2982,43.84885,6.8611,70.5542,1.90403444722178,3.17960159045673,1.43948536381583,0.481294911633327,0.525553120156873,-1.05500692402624,"LUSC"
"ZNF649",0.478631868793159,0.997112258366198,0.720946847528344,0.99988775838035,0.984996821179523,0.999999962476522,0.802690116280421,0.960115312475013,0.767125660901537,0.909554613361685,156.284188782051,136.81940703125,162.856902564103,163.94578,104.37435,6.29671248277921,10.1772129617412,21.4630365559474,53.2825996672403,11.6174079518841,88.151975,67.174225,86.8056,87.0553,88.247425,197.987075,165.569,220.80205,157.9832,116.26105,185.54671372549,151.11750259481,178.0264,120.4535,160.9077,208.24665,82.6234,187.8523,5.52851949265859,5.05747064120353,0.814444511361076,0.676604705818912,-0.296111684548082,-0.563614883705803,"LUSC"
"ZNF248",0.996710272789081,0.681255029560384,0.845982845594227,0.999999856568205,0.999998187644799,0.991945753193697,0.999339658653333,0.99990815235318,0.998448757996431,0.999918172316783,247.747553205128,243.38286484375,221.32721025641,246.24616,236.3684,6.82487367572586,10.3675040163829,17.7316419436748,32.1536718804805,26.432564793817,169.32845,172.140575,147.1231,200,198.70915,291.853675,273.28005,266.5266,260.5042,270.64235,257.323780392157,244.53809500998,255.3111,220.1577,216.5377,298.7159,168.7648,287.5212,10.160446328869,5.23365723047517,0.950312849583153,0.862311509370333,-0.0735255580324102,-0.21371895893849,"LUSC"
"ZNF544",0.689148488780171,0.598278231314852,0.225736004562744,0.956865624005628,0.859628706316101,0.999899043393262,0.705939582604458,0.884476914145323,0.39862760541584,0.635431108101919,619.930869551282,582.1644578125,687.709082051282,706.78628,474.7353,15.0822868597429,26.8030116198052,43.9327142959862,83.1698511302407,81.6909501357198,437.44605,386.004075,490.28315,602.1429,370.87255,755.0316,735.459275,889.74075,786.6291,530.75215,344.42662745098,615.676916966068,336.92,571.9062,302.1064,393.11175,423.8908,763.5732,8.91508428932081,12.5739476077205,1.78754157749808,1.69745399501365,0.837976798787634,0.763372474578957,"LUSC"
"ZNF251",0.998942171093281,0.85170708038088,0.813225135576267,0.845737833125519,0.821846698179722,0.973754558137244,0.98659138618607,0.992553959731854,0.908630030609593,0.803621588137168,335.861250961538,341.146590625,303.118264102564,247.84604,375.88715,10.0696556774477,18.2079267210422,35.7518630480021,81.7810139247894,127.318114622607,212.155275,198.837975,192.94795,121.118,239.2567,421.225525,414.41725,345.71445,300.5825,321.05905,219.709235294118,333.572906586826,219.0853,294.2267,184.74935,261.1653,204.6392,413.5021,7.56563485292249,8.46202610392684,1.5182470875213,1.34297782644477,0.602406601644692,0.425435485001947,"LUSC"
"ZNF607",0.999865332035315,0.995959217031516,0.999070915684742,0.951692004543252,0.944775096784104,0.925488995253943,0.951653869401445,0.944282880086925,0.924048019684653,0.999998994121723,173.373670512821,175.86256484375,182.924743589744,124.1264,128.33635,7.47099861290761,14.7210660332375,37.3269470718921,70.2760623322266,37.0262691417841,83.50165,81.349075,71.26185,35.7143,71.868,228.653575,202.7195,226.89465,129.3204,163.24735,115.467378431373,175.625592814371,110.8253,142.3605,86.73825,143.32305,81.0355,226.3759,5.73847709697344,6.8213806800443,1.52099749037563,1.28454874473608,0.605017772637943,0.361261637186736,"LUSC"
"ZNF334",0.983563362786132,0.350474018407131,0.625990018929299,0.962408064779742,0.983017703530319,0.999999953605873,0.675904033811793,0.767160614880031,0.984073819488535,0.994510064933993,107.318299358974,99.4596953125,63.6198820512821,65.02974,31.0636666666667,7.99016265426151,13.7886143547544,10.1955170656826,29.8072142149782,9.18290358454836,19.27135,11.50975,14.6866,17.0326,15.4221,144.29095,104.71055,86.03975,137.4757,37.150425,83.7452019607843,101.091678443114,77.514,56.5002,61.4421,99.50565,17.0747,134.6672,5.18928832838319,6.23309438504929,1.20713397396131,0.728903165879712,0.271585802723742,-0.456200928324678,"LUSC"
"ZNF485",0.849672911600139,0.999998632264467,0.970701517531048,0.914537035964456,0.819847845296375,0.933672938419009,0.999309820435785,0.988499610162938,0.999622239325521,0.989799310942959,59.5650673076923,63.2939921875,59.269858974359,46.11262,56.1483833333333,2.02240069124382,3.0271522674781,5.57328279276773,8.7244580070856,11.3206056279517,36.03655,37.5763,37.41555,33.6439,38.242625,75.0838,79.761425,66.75775,53.0445,61.778525,28.738368627451,60.5558748502994,24.9809,51.7906,22.31765,33.6995,36.7474,76.8068,1.50375068147717,1.56296416043723,2.10714378520624,2.07320793085918,1.07528876272017,1.05186481773807,"LUSC"
"ZNF192",0.999999146144885,0.636824956877335,0.71467696298073,0.909581417515606,0.916324691314449,0.997581694480897,0.655811747317814,0.674214572391634,0.947477140355879,0.99866184554119,363.789646474359,362.91235078125,319.092646153846,289.77554,257.6465,10.8351732549635,16.9067111311736,29.0464679640976,73.2574086263267,52.9479206146757,222.067675,231.057375,163.0344,220.2877,164.397875,466.162225,437.725,422.14315,320.8816,342.528825,368.278831372549,358.673438722555,373.0276,326.5896,305.8584,416.27525,220.2877,454.3833,13.9821117421667,8.52872360183386,0.973918151596725,0.875510552034219,-0.0381275620532642,-0.191803528135211,"LUSC"
"ZNF442",0.999928466915134,0.996092742428708,0.998915349260975,0.999096925357895,0.999485077289072,0.99996865318308,0.99748405291575,0.998442404577429,0.99982859207786,0.999999648346839,15.0860346153846,14.94137109375,14.4408769230769,13.9086,13.68805,0.556363802895791,1.0156450125243,1.75249832905086,3.74424901255245,1.8190091179449,8.1974,7.0932,6.8089,5.8824,10.0134,19.366825,20.542625,21.38695,20.1942,17.8082,35.8548745098039,15.0367634730539,34.7167,12.8436,29.1144,41.4433,7.8411,19.9005,1.40449715377271,0.462602736781022,0.419378499538252,0.369954517566474,-1.25367519483733,-1.43458017905022,"LUSC"
"ZNF813",0.999831626492387,0.260061020098802,0.284066501652628,0.948136096247388,0.940389389752132,0.999999939336905,0.996483245589064,0.997950812363494,0.797570119335723,0.93315534081717,91.406258974359,90.08248046875,117.495817948718,116.67306,80.1624166666667,3.31708146302581,5.91541322260018,27.5430663620208,50.9585771982166,12.4494118520091,49.7595,43.909025,47.61115,26.9151,58.611875,127.53365,119.553375,115.2765,181.7476,98.01595,77.3071235294118,93.4236163672655,73.3923,77.3938,59.20875,88.1776,48.8776,125.8677,3.43311797008296,3.39531721571637,1.20847358046794,1.05452206839137,0.27318593338937,0.076589287284896,"LUSC"
"ZNF26",0.999966589034045,0.992115974348212,0.989730177542318,0.999740063241881,0.999862851986263,0.997344482053169,0.187924354584507,0.210630335625138,0.173098045040137,0.661026176199744,267.873629166667,266.69285078125,275.523276923077,259.38272,176.071083333333,5.82226142262867,8.85303026489603,16.9948687901982,48.505455413545,19.6267918609812,192.12715,200.7135,206.8123,144.5378,156.1249,322.61635,310.8672,351.01745,331.2621,213.349825,189.654337254902,267.885912175649,178.729,248.1647,156.731,219.9658,193.5666,320.6398,7.32490269430007,4.57517644568522,1.41249557512413,1.38849711015,0.498246348054217,0.473524174508868,"LUSC"
"ZNF69",0.492459441340689,0.778335082593448,0.999895128286575,0.968744562001547,0.998982306195107,0.999685887940284,0.531115874158674,0.301432301503868,0.31754622962051,0.543810344465008,25.4391509615385,20.80505234375,20.0676974358974,17.54374,42.9585166666667,1.71025630496791,1.87168681468054,2.86231310823986,4.35533852353637,19.9820249678291,9.9777,8.726025,6.6189,14.3689,16.210825,29.5303,24.58935,29.7768,26.4951,40.9811,67.1271725490196,23.9857794411178,65.6859,16.4306,50.016,80.2795,9.6372,28.2946,3.3746266709215,1.22055071123298,0.357318482669625,0.250138918702492,-1.48471755413472,-1.99919855335855,"LUSC"
"ZNF583",0.999791349756627,0.999879348991125,0.999246718745801,0.999738726925619,0.999450553116632,0.999951579034471,0.883172408010789,0.9046756806719,0.88207936572776,0.938005728596437,48.7551842948718,48.10401796875,49.6731897435897,51.7147,35.0664166666667,1.92396154070063,3.37807943662565,6.29676852931983,18.7510255781117,6.96862689671438,23.523925,19.718225,18.4421,25.3596,23.69345,67.815425,66.125375,66.4805,76.0504,48.6011,93.9672431372549,48.3940057884232,92.1758,40.5918,77.8315,105.44475,22.4033,66.2651,2.93443485524964,1.57406718073729,0.515009317850643,0.44037372065119,-0.957329560270524,-1.18319971639702,"LUSC"
"ZNF568",0.912763763544367,0.987807452797417,0.876717994477533,0.99382509308271,0.999546019037471,0.979350275781248,0.958348053231108,0.990223083981256,0.917540017492431,0.999844419676551,84.1991644230769,78.150625,89.8621307692308,71.6273,65.0121666666667,3.84100349787996,5.86170536784081,11.3274913052649,27.0172658376084,12.7629865277859,36.921525,29.098,44.17805,12.4224,46.296725,113.084125,103.852425,130.4111,100.167,73.561325,93.4616588235294,83.7042229540918,90.8647,73.8754,80.0994,109.3116,35.0951,111.427,3.7521949988911,3.05699669232055,0.89559958605206,0.813026400791506,-0.159074233513263,-0.298625894281316,"LUSC"
"ZNF480",0.60365909586375,0.676704626961096,0.994385507939406,0.935785147700129,0.992058654448305,0.998851201910866,0.610162837775283,0.392507039502476,0.343745758890801,0.527968408607107,386.496685897436,411.873571875,424.300605128205,445.77818,287.546333333333,9.32649429582113,15.5916519407327,27.3538156761382,88.3970277112098,45.0702010566454,280.81645,287.18935,303.80345,314.2857,210.0499,473.802225,517.1418,519.0905,597.2816,343.989775,252.305196078431,394.366486427146,246.6378,357.8961,224.09,282.1653,283.1749,482.3219,7.26384535721791,7.48881620814915,1.56305336773387,1.45109995304856,0.644367037487018,0.537146896938077,"LUSC"
