"gene","N1-N0","N2-N0","N2-N1","N3-N0","N3-N1","N3-N2","N3a-N0","N3a-N1","N3a-N2","N3a-N3","NX-N0","NX-N1","NX-N2","NX-N3","NX-N3a","mean-N0","mean-N1","mean-N2","mean-N3","mean-N3a","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-N3a","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-N3a","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-N3a","Q3-NX"
"ZNF675",0.761918404150668,0.999946216383132,0.794499585361946,0.999916218357183,0.993179464869882,0.999458849839839,0.999584709201471,0.980492569045439,0.998128696857699,0.999999999997571,0.945908575142067,0.999999696205714,0.932349198058822,0.995694645954944,0.992063143597246,169.32872,257.921385714286,155.1019,193.58025,194.4454,266.2683,23.3571751372855,104.277972794976,29.0201071567054,46.62115,46.6822358420381,17.8118,123.4608,119.4491,119.131625,170.269675,135.580075,257.3624,201.1197,233.1386,208.9835,216.890825,221.195825,275.1742
"ZNF860",0.413688866501428,0.999996918454304,0.558503589081638,0.999921165121413,0.946938570566517,0.999781664644836,0.998116736279548,0.907918939859041,0.997344872281944,0.999999383068633,0.994971792267164,0.617114784849847,0.998334967355532,0.993071857222459,0.977170496662651,64.7995466666667,158.0795,58.9099166666667,82.4328,90.08125,23.1605,10.8674681026967,84.6397358200711,12.3902357311828,21.6633,27.1275832603551,5.1998,36.77115,41.7806,43.87845,71.60115,62.038825,20.5606,91.1999,149.2232,83.25075,93.26445,97.283625,25.7604
"ZNF695",0.826343468023547,0.794432218518878,0.999997461308386,0.91752055253356,0.590485040302026,0.561819884181391,0.946038170256328,0.999999163133643,0.999970351005332,0.703851755664302,0.643106344983367,0.295949066432565,0.278924207410041,0.998302190483104,0.412755391687688,71.0777533333333,42.3875571428571,39.2253166666667,109.53935,45.239425,130.8462,13.5805101359996,17.1623815549183,15.0860557781331,78.56565,22.7128013121593,41.3869,27.33195,6.95525,8.435175,70.256525,15.04765,110.15275,95.3392,52.74795,68.2266,148.822175,66.218275,151.53965
"ZNF665",0.999999496522918,0.955862092506239,0.983931377575986,0.989595326687891,0.994684725717707,0.999999881142566,0.99774315767235,0.999377517175813,0.999846131557306,0.999868535508052,0.999999988346584,0.999999463793967,0.994194429457069,0.996313361363129,0.999523809561222,27.6709066666667,28.5704285714286,37.7704333333333,38.97215,33.7569,26.9748,6.16988243523455,10.4481016307752,11.9690422174783,18.56115,5.99716889484808,11.6334,6.97125,12.84615,24.907225,29.691575,25.43155,21.1581,46.56085,36.3653,40.070575,48.252725,41.81975,32.7915
"ZNF624",0.999883397781903,0.511864935259782,0.770341001116987,0.493121274679394,0.645310220823066,0.989776337163809,0.480204432298885,0.701296669703389,0.999816610546511,0.998906454973661,0.893360883717127,0.953366033099424,0.999999895078253,0.993859656568119,0.999853465868153,102.201053333333,106.008385714286,131.709966666667,148.9913,137.596675,130.05115,8.25380338383098,9.09409517123817,18.8346923536094,14.6189,20.2403454159168,37.58215,75.1425,86.18225,99.3882,141.68185,114.43585,111.260075,119.86405,122.79935,154.41145,156.30075,147.051125,148.842225
"ZNF841",0.985366794542844,0.999980225558223,0.982359462233833,0.619507152686839,0.875223905844442,0.634819465859612,0.994043288880497,1,0.990653260602346,0.907437306650052,0.799890998860333,0.962427307942641,0.8001341605993,0.99989583153379,0.973440650372856,323.965446666667,374.570928571429,310.42415,523.91075,375.0458,484.693,37.3196212417069,58.3078574844466,12.3934877943687,195.97415,167.020701203429,6.48910000000001,264.066,258.18015,297.5778,425.923675,201.258925,481.44845,406.593,460.22985,334.576175,621.897825,417.925775,487.93755
"ZNF615",0.705609740593828,0.988221357910772,0.98706187119678,0.996254620478961,0.999101596391847,0.999999490332378,0.977519291212246,0.998553681372764,0.999982396639431,0.999999967939984,0.998762110524181,0.997253950441293,0.99999999992883,0.999999595553868,0.999993286173676,201.256713333333,290.418685714286,242.23195,251.07475,256.46565,240.7348,29.2911795758721,55.7975080837608,49.2940038546187,102.75485,109.886317386239,33.8124,141.25925,185.335,151.549725,199.697325,149.61205,223.8286,266.10825,348.756,293.163425,302.452175,275.6618,257.641
"ZNF433",0.139483300534708,0.999794526884652,0.437462189223521,0.96321452122196,0.980636271891921,0.990971441386313,0.943629193339259,0.110232559224546,0.919450834133476,0.788289056224948,0.980754355311213,0.306557774896603,0.965000374366384,0.862398016751187,0.999999999128991,56.7762,100.657371428571,61.6136,79.65695,37.810675,37.08685,8.09239528497501,24.3773913553279,8.63935633451166,1.98705,3.60069250500859,22.49375,29.66405,54.01475,50.05295,78.663425,35.554525,25.839975,86.4781,142.8441,72.210575,80.650475,41.61385,48.333725
"ZNF595",0.925626887945552,0.999319522470372,0.99592286519061,0.133248534053416,0.058194581592878,0.1330954054238,0.846538067090891,0.999256121144815,0.971179032870998,0.0542722859550591,0.996007762690781,0.909356264472287,0.985191591404269,0.622939640267889,0.837514515070176,195.844913333333,111.911214285714,164.4685,565.4288,70.4433,266.63975,50.007677578045,27.0396299791658,29.8732398792855,489.2278,25.3297471213854,89.65195,44.5644,62.18265,142.49665,320.8149,41.67745,221.813775,236.65995,151.66255,209.43945,810.0427,89.72365,311.465725
"ZNF460",0.999976820499795,0.985154435858342,0.997933515337687,0.919099480657999,0.960126085025656,0.995002950861116,0.927524341569887,0.975949363311165,0.999311483603914,0.999893219878237,0.992328246503577,0.987600949050613,0.939794180162685,0.847309351461419,0.870448715463314,353.354866666667,367.777214285714,411.674433333333,489.3606,452.2037,274.7838,57.5667761714231,51.3872369723466,61.2525047643804,85.549,77.0732200876327,42.8963,211.76095,268.83545,392.88665,446.5861,335.2594,253.33565,444.55535,463.7304,502.959375,532.1351,564.1557,296.23195
"ZNF81",0.997534655384426,0.971020973687216,0.9996469288828,0.974845421811639,0.997654352057897,0.999900760273905,0.996356052322647,0.999997551991219,0.999987756241545,0.999424690255632,0.618232387849507,0.820176165498214,0.913726837869001,0.98784186692687,0.894230175590519,185.392213333333,201.964885714286,215.430316666667,230.6914,207.5222,281.751,24.9676991917135,14.7172020850793,10.9830599956908,27.1675,30.958368872649,142.5708,117.3687,180.21005,195.7965,217.10765,170.1882,210.4656,243.08145,222.5654,238.157025,244.27515,257.64015,353.0364
"ZNF780A",0.999998515107619,0.998556537167254,0.999802256476232,0.314653495448437,0.351293640925245,0.280236478178827,0.99125249683784,0.99734370282022,0.999934525159363,0.265047323986899,0.979277791210736,0.989470803136743,0.99819298991833,0.307141410621502,0.999887464030285,267.5052,264.077271428571,252.90775,387.15455,242.552625,227.04835,23.1711500012449,24.8130487023098,16.0024341015724,64.60875,29.702768317627,58.07795,207.80855,219.73985,224.4563,354.850175,204.142925,198.009375,334.4743,277.00665,274.525175,419.458925,279.2561,256.087325
"ZNF461",0.997353080335063,0.988890041112225,0.999982138935262,0.958485994236101,0.899538738223908,0.862891745040541,0.864268819505357,0.756918855734479,0.698055083161203,0.999999999986796,0.999999013786294,0.999975870308533,0.999736473153437,0.980866934118482,0.962556598081547,74.6494533333333,84.2121571428571,88.39255,45.68085,45.29555,77.81115,13.0176832159141,19.1966997375523,11.3933802252229,29.49965,16.9808008593284,42.30115,36.82665,42.88645,65.621375,30.931025,24.934325,56.660575,93.4257,132.7013,109.5514,60.430675,55.064625,98.961725
"ZNF181",0.218894581779748,0.999915063994971,0.534771431742505,0.999848004482222,0.630689906065184,0.999075489497512,0.999994083973744,0.475341839004677,0.999737510594263,0.99999334547475,0.999648255320077,0.89953974901863,0.999990736748811,0.998285782545289,0.999294739719707,181.07408,425.637942857143,205.954833333333,137.4396,164.133725,232.8523,16.889023862853,189.08109000794,26.8547262527929,61.5676,17.6711473492043,24.059,139.19415,179.9573,174.69325,106.6558,144.355275,220.8228,232.4478,354.23455,258.062175,168.2234,185.813,244.8818
"ZNF44",0.759392586823251,0.999536670005614,0.739024668450658,0.860338813348378,0.999610395727539,0.81458560242864,0.993897891600824,0.68707726487595,0.999888546238637,0.758880997774301,0.999999554660473,0.957532960109489,0.999996844075289,0.938981809340045,0.999721352015918,219.255446666667,275.523,205.29855,297.88055,191.351325,213.90005,21.8537896770699,56.6269558321704,19.1886722959624,25.05365,16.0900336420497,23.48065,150.0914,200.1629,173.952925,285.353725,172.1979,202.159725,283.15905,313.07885,224.410975,310.407375,207.121525,225.640375
"ZNF790",0.999302251907243,0.765715041292126,0.949989133764188,0.999999996424542,0.999979125129813,0.972078520165759,0.981717620562016,0.9990145456179,0.998631565780289,0.998103008835121,0.967811875025268,0.93442673034863,0.659398764194085,0.989158534891914,0.864357206466833,76.0798266666667,84.8916428571429,112.137433333333,77.32865,97.850175,42.90335,14.4247870987028,20.6007614276969,18.535210631618,8.61165,42.6668214620247,15.96225,23.14805,45.8076,85.92695,73.022825,52.74745,34.922225,112.8663,129.957,149.243575,81.634475,102.077775,50.884475
"ZNF677",0.673400766879692,0.644552120739679,0.999997642791263,0.999689510680394,0.867880803189574,0.844165218621498,0.834120879097146,0.999999999965384,0.999998009968726,0.903547348220145,0.992091579203608,0.733562963152614,0.704875311143031,0.999933707223348,0.79502191958012,20.2927666666667,41.6928571428571,43.5881,13.42235,41.4626,6.75425,6.70300995425379,15.0964163043649,13.8900722869009,7.66905,19.6657574609184,2.22615,6.7478,11.05535,14.301775,9.587825,20.941925,5.641175,17.7888,70.88755,68.930125,17.256875,52.588975,7.867325
"ZNF823",0.999998923948168,0.942742383519681,0.979560119271972,0.999963272552596,0.999901966146121,0.979518321489808,0.987408196273365,0.99571450602642,0.999995702337662,0.991880011808866,0.999999801135479,0.999996850515484,0.990589478365636,0.999998957545896,0.996862450342101,194.504726666667,190.320414285714,151.509966666667,208.49465,159.300025,199.4113,24.4175571041636,58.893130302323,22.449676874225,36.02175,11.0573560934471,27.3427,129.6543,106.43685,112.953875,190.483775,144.3292,185.73995,206.93345,189.55165,170.30805,226.505525,173.034325,213.08265
"ZNF311",0.999999919009339,0.999999993901951,0.999999650351812,0.0650668536020681,0.0893934325413972,0.110156661324611,0.996958540689039,0.998878736504745,0.997903741483284,0.0773010637791739,0.973371732996728,0.9834649211977,0.978903911365339,0.0912222372084114,0.999230267484351,11.2133866666667,10.8736428571429,11.4270666666667,40.78875,7.684025,3.6071,3.21747795596647,2.97082636907142,4.14200650350903,33.64495,2.78692727640287,0.5089,3.46335,8.72225,4.5462,23.966275,5.45545,3.35265,10.5642,11.0309,15.38995,57.611225,10.129075,3.86155
"ZNF347",0.99455546436682,0.843005584778515,0.99100567485587,0.99042199697695,0.952472829340156,0.809508640615763,0.598456148216292,0.893204302019881,0.99489533817647,0.626331755617207,0.988680157742686,0.947543268879683,0.798928922084247,0.9999999997853,0.614196831758263,106.084973333333,126.368528571429,153.85745,68.37475,182.06775,66.96135,21.5405079271335,28.7291081348294,22.7917232078775,30.61855,71.3726401934885,11.20835,35.44575,76.77685,114.244525,53.065475,81.7162,61.357175,173.71735,180.71445,190.602275,83.684025,243.91565,72.565525
"ZNF273",0.999976331448468,0.999998749672224,0.999999887599344,0.983317887288121,0.994185157380906,0.992488967314602,0.976464708457115,0.994473889835003,0.992544370265149,0.999997173854328,0.849622628926803,0.915853916872907,0.908402327995364,0.999020820592132,0.994097834505349,139.964873333333,146.498442857143,143.783733333333,182.05215,173.988925,212.5149,16.8449983010656,27.1585871242882,40.9912222891818,72.17295,52.4901756436601,102.1717,105.1077,98.90085,100.942475,145.965675,116.2885,161.42905,159.2258,175.6587,112.2255,218.138625,191.757075,263.60075
"ZNF84",0.999523257426242,0.999999046946994,0.999968646694438,0.99830640799546,0.992357063375037,0.997845833957321,0.850568018333054,0.795467935129863,0.884877259566433,0.99859500980822,0.971350406294881,0.994140957986092,0.985820169297587,0.946864295265436,0.714724409713282,541.170133333333,569.573971428571,549.71565,480.44345,413.25195,653.7198,57.606160575908,72.7622433715903,61.3094121290511,85.62145,75.2490807936161,126.0744,382.665,436.7375,489.00545,437.632725,331.57385,590.6826,680.0595,682.02235,658.57305,523.254175,468.06325,716.757
"ZNF667",0.273548114809382,0.368082340505809,0.99999980555487,0.999999999840237,0.817183051736731,0.849065713197303,0.999042179894834,0.799763172332691,0.845455720627116,0.999913142463534,0.99947318013938,0.634561952460548,0.679330492842672,0.999834064407964,0.994957801670677,19.5509933333333,50.0048857142857,48.8905333333333,19.91495,25.8277,12.12865,4.6731716275583,16.5693743824682,18.0343103749985,13.08285,10.9332287758466,8.07715,8.3609,16.45465,11.5701,13.373525,15.1049,8.090075,26.183,82.42005,82.219975,26.456375,33.80195,16.167225
"ZNF649",0.116059261635679,0.962090606917482,0.684277963493666,0.931767892486157,0.988029069025749,0.998765307520804,0.999594813610959,0.56731359564031,0.999298334936616,0.988626640131772,0.747426804901224,0.999896136042232,0.969829764197772,0.999529259359687,0.918822466322589,132.104146666667,253.056928571429,171.44665,202.89685,149.3283,234.46105,23.3774673363698,49.1336606979792,38.5271132459878,117.85105,25.0274904582941,33.07875,46.3616,183.00885,106.269475,143.971325,106.7253,217.921675,205.6358,352.4265,234.5338,261.822375,192.1735,251.000425
"ZNF248",0.998623417694585,0.97924417460396,0.999686134788432,0.999999940617498,0.999973212757473,0.998968004894196,0.709553432569533,0.622505300233253,0.494628176648366,0.922678531094075,0.99379059100796,0.975727772005161,0.937890380834686,0.997486815998637,0.997272502073385,333.19428,358.585185714286,381.338366666667,338.6788,220.313175,275.75525,37.9919271656182,62.6909745247251,60.2050099445147,65.8519,21.2403604102102,0.0164499999999919,222.93215,249.6034,295.034175,305.75285,195.14975,275.747025,429.0923,431.41365,470.23035,371.60475,234.216725,275.763475
"ZNF544",0.874063472326219,0.999592330802649,0.843280097709648,0.794895860292166,0.992514671308209,0.750121454652525,0.931818675648867,0.9999999886118,0.896009982368118,0.995907831830895,0.990765382656566,0.999999591970074,0.976823042065708,0.995167046528411,0.999998604652304,426.35026,527.081457142857,396.868416666667,617.1988,531.723425,514.9269,57.9903330264178,57.6573623508901,38.4974549127291,237.67,111.663452494325,121.8867,320.26235,409.1131,332.0354,498.3638,410.85385,453.98355,570.71325,646.32105,466.78735,736.0338,605.836125,575.87025
"ZNF251",0.962246695802393,0.999999999996222,0.984475553359705,0.999949579351972,0.999753932411056,0.99997011377668,0.999563632182824,0.999532407177717,0.999798751554052,0.999999997353583,0.0720173452202614,0.0374243314127772,0.114464355437302,0.218659557021287,0.104094002036498,313.1117,263.692114285714,312.630583333333,293.0984,289.907075,599.6456,33.1145030920031,45.173054182251,78.3548908181802,35.9199,42.9848161146735,5.0317,233.91535,151.6807,223.226175,275.13845,233.360425,597.12975,370.06835,345.2752,267.806225,311.05835,344.4833,602.16145
"ZNF607",0.997167759963382,0.994522542938359,0.999999446833814,0.999999999657561,0.999742424060735,0.999423239711696,0.995014727699359,0.999994248949475,0.999999912576406,0.999201175282293,0.999965434491964,0.999999188142953,0.999991207274833,0.999986487072806,0.999974548975799,188.24294,160.468685714286,154.510133333333,190.0814,149.7321,169.74205,48.3874220048861,19.972553345391,11.2532899943281,46.5241,19.6791674723551,25.68215,104.82525,131.3341,140.6932,166.81935,129.856325,156.900975,191.2535,192.7379,168.461675,213.34345,177.915375,182.583125
"ZNF334",0.935353680776718,0.991979968175368,0.99979661167035,0.000494595762178585,0.004620844233301,0.00345938920975819,0.999844095690442,0.94182701509687,0.985948422248747,0.00177367919844484,0.999912306102982,0.974814859380927,0.993598513985164,0.00775073098241896,0.99999999531119,30.3183733333333,74.0902142857143,58.8434,404.02775,15.708975,12.9294,7.99368674449356,29.1816888087819,14.2931981974178,361.16465,6.62745920889937,5.7797,10.56655,20.38435,45.2,223.445425,6.6703,10.03955,45.4208,124.14905,83.553425,584.610075,24.730075,15.81925
"ZNF485",0.999994134515205,0.99639083222837,0.99460402929659,0.998799662811165,0.997821823336557,0.999999774666265,0.99485950739894,0.992654087530871,0.999998916591398,0.999999999999437,0.989652796776207,0.986463859419247,0.99976824550028,0.999979091190734,0.999962793908711,71.4941066666667,68.8820428571429,81.7322666666667,84.15625,84.357025,91.52525,11.7372312333039,10.1794218733973,20.8590162166814,8.97575000000001,26.7433191644622,35.02385,50.794,55.60535,49.62105,79.668375,55.859725,74.013325,70.6969,67.3351,116.73385,88.644125,95.21055,109.037175
"ZNF192",0.433517531862418,0.999984603440364,0.552455644880337,0.762889170700037,0.999969492244036,0.768786205434703,0.999999999984849,0.747521560572624,0.999994829911979,0.854032429838197,0.999999257793524,0.854593371826048,0.99999999990748,0.889040023891592,0.999999442943857,508.579233333333,718.999957142857,489.887333333333,754.6094,509.94475,492.7318,72.8255358465485,89.2401311475255,80.5707848575676,124.9303,96.8094195442305,62.7973,282.6354,582.5201,324.265675,692.14425,408.100175,461.33315,685.1813,892.55595,642.367125,817.07455,536.966675,524.13045
"ZNF442",0.46063689337815,0.977066122783637,0.948931487191755,0.994866241962542,0.99306013594697,0.999999944046696,0.999029170320161,0.911264651657202,0.9999152819581,0.999930033675307,0.998602957238443,0.983448003357746,0.999999826779955,0.999998823915312,0.999997927799347,18.7380266666667,29.9831142857143,23.4398166666667,24.00095,21.50925,22.73625,3.55801009742493,6.70998328659577,4.37946829903788,1.88905,3.3229623424238,7.76895,8.4783,16.85015,14.7012,23.056425,17.9124,18.851775,27.6228,40.7215,27.474725,24.945475,22.11485,26.620725
"ZNF813",0.999083001487748,0.995073288987943,0.999988099677386,0.826072845684182,0.756242329698578,0.711248301050337,0.997578541314005,0.98450947228725,0.96971072771136,0.970968255102442,0.268519496045079,0.237274402653588,0.213045281148567,0.975227681494485,0.591660408437381,90.9651866666667,75.2575571428571,67.3620666666667,177.38,114.61205,247.24045,20.8698894577762,39.2148742579653,15.4628019662386,111.7246,81.3563752999368,7.76434999999999,26.39395,21.90765,49.729925,121.5177,36.104775,243.358275,113.3669,62.70465,97.563025,233.2423,126.242675,251.122625
"ZNF26",0.851725945924574,0.211358465484663,0.887780549689505,0.920295959088947,0.614984700975918,0.230578149689295,0.39846031057685,0.944709421074057,0.999999909188957,0.30738550492291,0.868869967146515,0.533182649834981,0.183043785975261,0.999998001645884,0.251994321730323,232.509093333333,198.013014285714,159.2027,280.49365,161.572175,287.3124,20.5467869500376,17.2627915424838,22.2310959153015,22.63475,25.1721911788709,31.116,178.08825,158.3551,130.81555,269.176275,132.593525,271.7544,272.0677,219.4062,178.26115,291.811025,174.22115,302.8704
"ZNF69",0.99947130205391,0.971262849668027,0.935149617197476,0.999159697482322,0.994947010561121,0.999995435269228,0.952641716512481,0.994135718750046,0.769621713075505,0.950747351505726,0.980617997529339,0.99681662052469,0.878554685326186,0.966241620203562,0.999999961158881,59.61792,53.8531857142857,73.9778333333333,70.0483,40.780925,39.1771,7.43507269128458,15.6832352311455,25.9562038062152,23.4432,11.0761049264754,16.352,44.00085,27.1869,34.1884,58.3267,26.373275,31.0011,67.4572,58.67135,75.369925,81.7699,47.3167,47.3531
"ZNF583",0.541704896437098,0.397500953039053,0.999708402632207,0.999901164432807,0.839319892331841,0.748763796193925,0.968662370728807,0.993927144443712,0.97006098648439,0.979550079807759,0.99857182723853,0.990436681086573,0.96849282607195,0.996755794293968,0.999983033533861,41.64572,69.5577428571429,75.28225,35.4307,57.401375,52.3926,8.66603358453593,14.9908201982454,18.6227805305536,1.9895,15.5659012090732,3.3748,17.7304,44.48105,38.45605,34.43595,35.152375,50.7052,53.67445,91.3189,114.12615,36.42545,70.87195,54.08
"ZNF568",0.600316151066562,0.421318903353506,0.99944256682787,0.991734833428052,0.998937474311112,0.990874352493776,0.999984306863271,0.7738368616171,0.629356356926397,0.98977875177,0.981061019236919,0.623257150579213,0.501797553150714,0.927185619535877,0.995743198987819,45.1627066666667,81.5247857142857,90.5383,66.68415,40.745375,19.28785,9.33947475793686,26.6084440122325,27.615861407073,4.87285,13.2974540186192,9.51665,12.7526,25.21915,38.79655,64.247725,31.038175,14.529525,71.1641,144.45455,146.703525,69.120575,48.88535,24.046175
"ZNF480",0.999997044901657,0.996896939370138,0.999551056723362,0.996702670668946,0.998846427083468,0.999983498460914,0.999998218555851,0.999974578213745,0.997695629467583,0.99655036875429,0.544888016424913,0.650005695548083,0.789992683331959,0.938451156766058,0.641735578002337,518.594806666667,531.557228571429,575.05995,607.72895,504.197625,836.97175,78.1514756435953,48.4801466282098,57.9041858916247,344.08695,108.394027634701,55.30665,409.278,449.0214,566.63035,435.685475,397.157625,809.318425,516.70165,659.24785,648.147675,779.772425,668.79305,864.625075
"ZNF587",0.996899767291239,0.999161330974529,0.981093988319805,0.0485713395360755,0.0403420478441359,0.127173706626003,0.846598008276466,0.730101437598189,0.972976866966951,0.425339579971857,0.984860385024194,0.99919859045369,0.961378846963993,0.0856153880490822,0.763037779413122,1400.69516,1279.53818571429,1497.98405,2699.30775,1773.06625,1119.5626,137.561278373114,147.398574682019,166.516115753102,769.45525,458.154998528658,272.8228,1146.01065,1230.955,1206.88055,2314.580125,1252.601975,983.1512,1678.911,1513.24795,1819.106425,3084.035375,1906.862875,1255.974
"ZNF808",0.991698334081597,0.999987307594908,0.999292953712964,0.998299659145757,0.999999903418637,0.999689443383052,0.917304616736544,0.77601924211787,0.921485075531851,0.913366107891662,1,0.999404305607049,0.999998979231786,0.999559583459271,0.986718893620892,359.245546666667,325.002842857143,349.747716666667,319.0757,431.27995,359.4269,41.4090663895318,28.5332076697766,42.2878329933518,64.9588,60.5997612900345,13.309,248.09015,293.26955,266.017275,286.5963,367.1593,352.7724,493.657,372.70075,408.8568,351.5551,464.40275,366.0814
"ZNF43",0.879875257678827,0.670076099740793,0.998582310682553,0.977518543986959,0.999999925174432,0.999925387845686,0.997853685073359,0.83884709029546,0.668922564589977,0.940790559814825,0.76967102783396,0.988790460010028,0.999368031023273,0.997379389469878,0.707488463186009,229.28548,379.834842857143,446.3389,392.9388,155.922675,528.90245,51.7706578959947,162.763483828537,122.584006353521,175.5617,49.7204137922975,496.72895,81.4536,81.575,236.02885,305.15795,120.944475,280.537975,335.0406,532.23835,482.93785,480.71965,216.81085,777.266925
"ZNF28",0.999999969121265,0.990003573078497,0.99631548700308,0.8175144125803,0.841239166711269,0.671049803326444,0.258770907022298,0.352018621968483,0.193175326660931,0.998985715550688,0.833366714410678,0.855138730482996,0.689283959624936,0.999999998595505,0.998554573055129,460.094286666667,455.163057142857,391.185633333333,679.58215,755.568,673.7768,58.8159994379403,75.2016355995471,60.9235023500273,420.02235,138.970929017829,97.037,366.20715,289.6311,312.066875,469.570975,593.48395,625.2583,539.96715,590.52565,490.038675,889.593325,824.6608,722.2953
"ZNF627",0.969866629707931,1,0.987150654611476,0.997556613690169,0.99999999889152,0.998331830094635,0.999998325357722,0.985372524490104,0.999999184841221,0.997353618535117,0.998676537473995,0.999999655690841,0.999099453205636,0.999999983021603,0.998423132465157,293.519133333333,326.129071428571,293.48195,324.4015,288.270275,320.6821,23.2397604631161,41.8440241877341,26.9092955074977,67.9034,34.6030241653427,104.7622,234.7135,251.81325,278.674,290.4498,248.005175,268.301,330.97145,353.4575,320.382675,358.3532,304.7228,373.0632
"ZNF789",0.281537908524344,0.826093214528203,0.976670357416404,0.999676501798662,0.926009245416754,0.997480115776784,0.393742419710858,0.999980354352013,0.967106049445043,0.910368343885129,0.924589831507528,0.999426393648586,0.999975883871019,0.995485252047326,0.998038892060644,146.555486666667,80.5740714285714,107.54385,131.8865,73.65145,98.14555,18.9157378777388,12.3439498709309,40.6287117858274,2.95710000000001,10.9768901863946,1.38675000000001,88.81255,66.82765,47.22075,130.40795,67.368625,97.452175,203.1258,89.35595,107.0704,133.36505,81.143775,98.838925
"ZNF534",0.932076028048894,0.898397562448557,0.552832467341899,0.996769900396467,0.920184800291647,0.999968441421336,0.973281767901444,0.747512654200024,0.99999493755096,0.999999543689216,0.991925946596421,0.88613695226538,0.999999167554129,0.99999956412266,0.999999999971507,2.69582,4.2787,0.841916666666667,1.3898,1.141625,1.10585,0.91876063296471,2.29896999731868,0.250057637911298,0.3111,0.453016602666687,0.39085,0.42055,0.69755,0.63285,1.23425,0.681375,0.910425,2.6638,5.14415,1.1359,1.54535,1.68755,1.301275
"ZNF525",0.990267828209055,0.977385844035107,0.999992875837342,0.957489632288556,0.864741221176725,0.832144700216315,0.918808910348694,0.770151667050894,0.725777583595173,0.999999117888595,0.554387318828408,0.410093416440481,0.377868397573058,0.987540871829474,0.961463854447336,239.27912,193.780885714286,181.282183333333,344.07505,331.280625,449.04375,50.5446788702819,44.8554200490995,42.470008809099,209.99185,60.4594396636893,93.55635,122.2071,116.5383,117.94795,239.079125,286.55355,402.265575,291.1466,230.4888,251.551675,449.070975,388.251575,495.821925
"ZNF814",0.982106365992768,0.9981780291305,0.999949473841279,0.999999908691976,0.99757154131651,0.999637698696324,0.977870150417142,0.999989834288711,0.999543544095939,0.99506587948328,0.999648442775571,0.999997243872006,0.999999997718064,0.999795149241492,0.999938807492723,384.887586666667,346.297871428571,360.033366666667,390.1172,335.0968,357.32205,39.841970497883,35.2422515111222,33.6749641937119,28.7436,43.7611592809956,63.88145,294.0113,305.6079,311.9022,375.7454,312.64045,325.381325,458.41225,405.3502,383.41215,404.489,378.24285,389.262775
"ZNF551",0.99207139407249,0.96957448479521,0.858462133441523,0.76869620754538,0.93891753033865,0.554068488255996,0.999511273583355,0.999993703419088,0.953373376064421,0.931254623266469,0.945649374627406,0.995403771180363,0.792940930383625,0.999448816050487,0.992431568432767,188.832413333333,213.190471428571,154.050516666667,281.47985,205.499625,251.12035,28.2765011516005,29.1121995950946,12.0678513081497,26.68265,57.6234369939202,68.51975,116.3633,172.5116,141.754275,268.138525,128.591475,216.860475,213.96545,225.80815,171.9999,294.821175,277.69595,285.380225
"ZNF805",0.997148930253827,0.999778408682314,0.989117665343032,0.98457245853545,0.999114915326788,0.970057345480789,0.999996159602384,0.99760757618727,0.999998527016302,0.9854911092435,0.999948016736471,0.997367830199684,0.999999998167823,0.98577358389504,0.99999858163414,499.88922,534.582071428571,478.308383333333,582.1767,488.801975,474.8296,56.284124185582,39.4312678613759,31.2188046847667,97.0754,52.9114273754321,19.4507,333.1698,465.6925,436.55955,533.639,430.574,465.10425,624.7014,590.696,516.8106,630.7144,552.344975,484.55495
"ZNF468",0.999999571447145,0.994473282586681,0.998595485917933,0.901900082997199,0.908661746198371,0.799112166186239,0.162499274059685,0.232572679566948,0.139557231324677,0.97920995498197,0.216646935153177,0.25661937153938,0.170110040527637,0.92431644416964,0.998397920872965,451.161553333333,443.080814285714,392.5294,629.7213,770.570975,851.4506,50.2212019921143,77.7649111903012,83.729212354124,286.1363,185.618458091082,26.3791,333.20395,310.5736,266.83005,486.65315,557.181775,838.26105,537.46485,554.3116,490.043975,772.78945,868.6429,864.64015
"ZNF616",0.944939567905829,0.999999957549252,0.969206268150988,0.684870827183177,0.950765273086034,0.735736454187636,0.220652342641475,0.713272607802291,0.338492020879229,0.999913212972748,0.148809146700628,0.444855389163502,0.203833238400538,0.966404639651059,0.981424220341602,150.024726666667,180.594042857143,148.2737,232.6927,247.2018,291.98695,16.8163051626616,18.0030111295551,18.0864677885245,76.5486,76.4606970192966,36.42105,106.04745,168.63265,114.910625,194.4184,139.2406,273.776425,186.38955,206.2435,174.346875,270.967,305.3865,310.197475
"ZFP57",0.995763979840954,0.945573865263813,0.839862010172574,0.995481374931385,0.971708230416322,0.99999988367925,0.994158160440267,0.955831641241983,0.999951371113705,0.999998924470862,0.990640819683281,0.956576258190113,0.999999999429121,0.999999814188234,0.999979238699634,42.04562,63.2722714285714,2.16223333333333,6.6523,14.08775,0.6125,29.4605267823093,42.1753895247133,1.1969948333686,6.6523,3.41780508257858,0.1359,0.7361,0,0.210175,3.32615,13.4027,0.54455,29.9357,76.9506,2.617575,9.97845,17.33145,0.68045
