"gene","p-adj-BRCA basal-like c8-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA basal-like c8","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BRCA basal-like c8","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-BRCA basal-like c8","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-BRCA basal-like c8","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA basal-like c8","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA basal-like c8","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA basal-like c8","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-LAML-like c13","p-adj-RNA cluster 5-LUAD-like c10","p-adj-RNA cluster 5-RNA cluster 12","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA basal-like c8","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","mean-BLCA nonsquamous-like c1","mean-BRCA basal-like c8","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","SEM-BLCA nonsquamous-like c1","SEM-BRCA basal-like c8","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","Q1-BLCA nonsquamous-like c1","Q1-BRCA basal-like c8","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q3-BLCA nonsquamous-like c1","Q3-BRCA basal-like c8","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","count-BLCA nonsquamous-like c1","count-BRCA basal-like c8","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4"
"ZNF671",0.997073181446683,0.994079719466108,0.620214396435599,0.999985337657809,0.999993883914891,0.894593292808814,0.997982959199029,0.999997643199371,0.166325936321642,0.999999990281141,0.940704108132636,0.999999995568895,0.0364135128439843,0.999236935156999,0.935832014287356,0.994629706192768,1,0.368512879526711,0.9999935963458,0.999994348526443,0.999998875791557,0.836526836529827,0.999973612628499,0.017537141409398,0.990284537246427,0.713966744381417,0.99984996019693,0.999253683777849,0.27129266759766,0.0284500458671195,0.647831052683183,0.0942381699885003,0.00107035060231697,0.000193591137289895,0.00596307835003229,9.22000866606654e-05,0.92034291967342,0.999999995291964,0.0113368633056623,0.998912004404063,0.34859306069511,1,0.999997897206695,0.998770490702949,5.8852042466695e-05,151.4945,83.9104,215.7673,115.9957,104.7747,73.2866125,88.06155,54.46516,344.9595,73.8028161290323,NA,NA,9.00710000000001,NA,14.6962027979204,21.8415004690729,37.56515,11.2879437734071,NA,3.6687217868597,151.4945,83.9104,211.26375,115.9957,63.52305,34.31015,69.278975,45.2953,344.9595,36.6639,151.4945,83.9104,220.27085,115.9957,131.696,115.2324,106.844125,56.3211,344.9595,95.7018,1,1,2,1,19,8,2,5,1,217
"ZNF416",0.65874362163145,0.998368680936776,0.926288578578037,0.981027451220016,0.998754974538745,0.999972211525822,0.714471714887481,0.998415064893422,0.973138766387569,0.999999850541902,0.992729923804005,0.863275334734813,0.999999999999472,0.999957414742298,0.61911695804178,0.98929865454926,0.976291559810823,0.999999789607515,0.999999885874317,0.998377036208043,0.999999744408597,0.795722298866515,0.998868633181687,0.989771579490856,0.999999955454512,1,0.918465526872483,0.999511605139667,0.999990479794219,0.359492645006098,0.949222810906428,0.862012520355562,0.310338089728383,0.86094820914599,0.871597390762497,0.417469953061574,0.870312360870367,0.978497757303558,0.998699756420236,1,0.937578708798828,0.924975731242752,0.999996471446856,0.999613072953852,0.482597566521351,243.4038,75.7637,181.90625,144.3776,127.091368421053,178.5466125,164.3945,128.27308,281.6641,147.251713364055,NA,NA,1.84065000000001,NA,7.86944521235744,23.5786828015979,33.7771,9.46843689821081,NA,4.35708062378099,243.4038,75.7637,180.985925,144.3776,96.8604,146.932925,147.50595,112.3009,281.6641,97.8092,243.4038,75.7637,182.826575,144.3776,152.0992,209.59325,181.28305,135.9328,281.6641,185.8935,1,1,2,1,19,8,2,5,1,217
"ZNF586",0.997604184079979,0.946568052899291,0.999998859261316,1,0.996669880625025,0.935149907152077,0.970756436254652,1,0.999957303815338,0.961655503229572,0.999999770072204,0.997639917470311,0.809984476598731,0.999999049019196,0.446963433245803,0.993326401786427,1,0.999991862217898,0.990854643638673,1,0.981255941467107,0.989272729379404,1,0.999897742594905,0.985235715642384,0.999999993629033,0.902031192317098,0.999999999999829,0.998943005125976,0.837187632556155,0.450301214129086,0.999291170649178,0.415584309376027,0.95072978440723,0.693834595295939,0.575954554898955,0.982968633994886,0.999999999993283,0.99939329587506,0.976660300159054,0.999964469335258,0.4199894936615,0.99999999994576,1,0.461595685389281,297.5368,174.3381,131.4409,302.9462,170.997294736842,266.5574125,175.31115,180.80736,408.5185,183.456143317972,NA,NA,43.7027,NA,19.0679172148514,36.4890887676931,36.58505,34.9061853092629,NA,7.08098552816133,297.5368,174.3381,109.58955,302.9462,126.4219,215.1864,157.018625,151.415,408.5185,117.3705,297.5368,174.3381,153.29225,302.9462,191.09685,316.63345,193.603675,210.1132,408.5185,232.9482,1,1,2,1,19,8,2,5,1,217
"ZNF446",0.768768798853893,0.887435346541875,0.999967073132004,0.290120243443625,0.999330181253857,0.942631685460619,0.429548639550571,0.99999999866132,0.999836606330008,0.97749495239231,0.944237312420863,0.992630895049364,0.99993651257916,0.630028033564293,0.52899380101624,0.994834936666575,0.987009610145938,0.999534474836147,0.663174888292763,0.873160204392713,0.999999147120161,0.802077785612523,0.999914085111367,1,0.89046075338857,0.996211984166079,0.999077087130499,0.998092886306395,0.999999999977332,0.704894778440729,0.833798077492812,0.236875898088363,0.339654633863441,0.901939598681363,0.987875219876412,0.723189854005222,0.467597573775258,0.999999846095485,0.999976560733083,0.953709860614152,0.999986192415048,0.490236483300404,0.905784889148152,0.998981289122968,0.372251290634844,371.1849,173.055,222.72535,90.6802,186.271057894737,257.3633625,278.4134,222.8029,382.7468,195.038931336406,NA,NA,31.59325,NA,22.1897167460599,36.1307131694616,84.7921,63.4184822660792,NA,5.1737593417122,371.1849,173.055,206.928725,90.6802,118.9792,189.389075,236.01735,148.6515,382.7468,138.7802,371.1849,173.055,238.521975,90.6802,230.55545,301.256425,320.80945,255.0086,382.7468,234.6594,1,1,2,1,19,8,2,5,1,217
"ZNF8",0.95866118201962,0.978954275422955,0.999999347075798,0.94981585448308,1,0.999997871529231,0.99843558919856,0.994625882896335,0.998817200860267,0.991849549382698,0.885220848027537,0.0471919194372765,0.00660104760700075,0.0402593061215285,1.015980564123e-06,1,0.901952889442531,0.923600606228361,0.88380316423916,0.982684555097428,0.578809636321093,1,0.825846655231284,0.805970951714445,0.79785899046197,0.825039114021815,0.135116175677323,1,0.767694644150397,0.081264362124045,0.0541765384154849,0.0728633548623331,0.0469938653134426,0.998331724762448,0.589393414820164,0.421730213428273,0.99679181809173,0.996012700049225,0.999285526489723,0.993748782727509,0.999999932083771,1.65330549251053e-09,0.962852224130404,0.628881368349544,0.0312221284795263,150.4235,59.9063,79.70725,57.0538,108.808863157895,231.186075,150.5228,150.34352,274.5619,105.813656221198,NA,NA,8.12805,NA,8.98045308471986,30.7280528529641,4.97410000000001,37.043335596142,NA,3.31785455262429,150.4235,59.9063,75.643225,57.0538,84.35985,180.28395,148.03575,106.3041,274.5619,71.8564,150.4235,59.9063,83.771275,57.0538,127.78365,293.117925,153.00985,208.7139,274.5619,131.7461,1,1,2,1,19,8,2,5,1,217
"ZNF264",0.865793827010181,0.997391370528144,0.994981596048053,0.789967183010186,0.999999999343855,0.983287444929733,0.875088814054489,0.999834737114348,0.999473203622341,0.998298657215598,0.999050462809823,0.947650773171461,0.999999396760637,0.883088002054276,0.709164185253136,0.992100856202221,0.998506758485536,0.999999997942617,0.993488316551753,0.999979540950015,0.999949008671692,0.944616076998478,0.999606460212626,0.999976278380443,0.997182996512662,0.999999963392088,0.978122694580529,0.999999776585166,0.999372900477069,0.406148491230207,0.798814389710513,0.314120459173231,0.257536075324997,0.785043778939283,0.715561271478279,0.41669969242445,0.981078001276099,0.987081827455654,0.999999999955591,0.957419891379733,0.694622287628916,0.995835224691871,0.999999999832601,0.999320300104843,0.497036479525305,1008.2757,346.6395,691.7324,283.8192,534.771452631579,767.306075,641.2642,569.79258,1313.3777,668.359353917051,NA,NA,67.4965,NA,48.3894634784772,96.879553238981,162.3336,69.322077143457,NA,21.0295278114588,1008.2757,346.6395,657.98415,283.8192,380.9545,656.0323,560.0974,485.5105,1313.3777,430.4138,1008.2757,346.6395,725.48065,283.8192,680.9543,969.469125,722.431,640.2998,1313.3777,844.6244,1,1,2,1,19,8,2,5,1,217
"ZNF213",0.999745873513799,0.999985848263828,0.971614458143169,0.578624431014511,0.190126050772712,0.678165216713529,0.999996794292577,0.958653179021486,0.999999975842502,0.322836560142443,0.98916820937298,0.667199676628315,0.999543533963967,0.815099515851933,0.800953211881158,0.996755019474781,0.832012711887599,0.999953734872904,0.907251345334482,0.995398030834132,1,0.999447773554469,0.87479590623882,0.999999909332729,0.660433960416704,0.999063543769623,0.99989108744219,0.99999771953689,0.999999949181473,0.999995296693145,0.999246449350721,0.411600807024512,0.999383219232809,0.936463585066534,0.976837999746468,0.990873082565798,0.997189871812311,0.747843151903701,0.999990144519767,0.603918175399631,0.60545942523212,0.999714747784986,0.999999635978627,0.99999998292715,0.970179734240928,628.1764,806.5173,518.42985,66.0188,550.706594736842,411.348825,415.51965,476.279,694.9298,457.389577880184,NA,NA,73.80315,NA,62.4402855748765,38.5624051272357,22.99405,85.7467472173843,NA,12.9773912798168,628.1764,806.5173,481.528275,66.0188,379.97055,337.824,404.022625,400.6894,694.9298,323.8596,628.1764,806.5173,555.331425,66.0188,727.98935,504.153,427.016675,476.5107,694.9298,542.6045,1,1,2,1,19,8,2,5,1,217
"ZNF343",1,0.999999992942142,0.999999994696529,0.999968720009896,0.999965805658788,0.998887613907574,1,1,0.999999616275239,0.999479048083553,0.994112812487411,0.994424427419357,0.992688894771598,0.832607550948468,0.337150383809919,0.999999978213703,0.999999983046795,1,0.998555045323235,0.99999876903037,0.994619893649552,0.998260404739507,0.998370373772284,0.998699936315561,0.904145393492645,0.759532899838299,0.999999982141132,0.999122803337758,0.999999958612237,0.999999966156725,0.999999999997785,0.99923371018557,0.999999478658544,0.999739776850627,1,0.999961825560842,0.992767161670298,0.993156461658979,0.98794222344644,0.797144993137134,0.00234714011872938,0.999999999997536,0.99114812287297,0.999999987090912,0.999708485740936,170.5774,171.4868,199.46035,83.9118,171.9772,294.8838375,203.35015,279.96542,211.2481,291.379369124424,NA,NA,49.51425,NA,13.0496306803088,43.4761207065686,12.81025,73.1673272273861,NA,8.52294854408626,170.5774,171.4868,174.703225,83.9118,135.11065,233.7354,196.945025,157.8243,211.2481,198.1314,170.5774,171.4868,224.217475,83.9118,214.5615,381.390475,209.755275,362.1251,211.2481,362.6142,1,1,2,1,19,8,2,5,1,217
"ZNF302",0.999999623904471,0.997474349641877,0.999964576762478,0.971543900619121,0.889637467832974,0.428429346108522,0.999987111069446,0.997215902877302,0.572549535094283,0.971222798086619,0.977675637114314,0.99906691614448,0.999999972390236,0.155916309910112,0.00306995312307612,0.999999999988161,0.9999999186556,0.995156590269918,0.898028002524854,0.998792706368255,0.923884576913545,0.999998355693715,1,0.998695518204538,0.663117451245336,0.793047345281471,0.902905846276299,0.999999199724186,0.997575523334106,0.999930393191171,0.999999999828611,0.560729241306776,0.832533759367131,1,0.996634255643465,0.99917098650535,0.99999990095766,0.999572635215142,0.704861947690767,0.91478583410936,0.997598119428127,0.00193514360360014,0.999950352331151,0.912973820153108,0.904729816727306,422.9384,503.055,620.0199,104.2727,335.8517,653.385775,444.6872,496.32368,649.3044,374.100548847926,NA,NA,5.49279999999999,NA,32.3475741005195,139.712853936567,213.5257,25.8272986870366,NA,12.3315704399229,422.9384,503.055,617.2735,104.2727,253.5667,367.785375,337.92435,458.7434,649.3044,246.0317,422.9384,503.055,622.7663,104.2727,403.79065,832.4557,551.45005,509.6312,649.3044,453.8716,1,1,2,1,19,8,2,5,1,217
"ZNF268",0.987606747057761,0.957378598428894,1,0.999902857009785,0.999974444355277,0.999821969852586,0.999696109179811,0.998411501552782,0.971873476675285,0.999999999754213,0.999908834710778,0.997671128271901,0.968898322867808,0.999999992113378,0.999999997857419,0.999999819569498,0.8885108430608,0.663881698988559,0.994938922450517,0.936177440519641,0.972612135685077,0.999999642271196,0.98683181576935,0.899059164223827,0.999989849984778,0.999559493106662,0.999977800657736,0.998532361981321,0.996590957012896,0.999999997562307,0.999999932457282,0.999999397271179,0.999905262608726,0.999813112275516,0.950937884170931,0.997615808622452,0.993670468350235,0.999948805424262,0.997896080801392,0.999999998703034,0.965303980814963,0.990753738239468,0.704249287876887,0.919836847205038,0.999999739131516,436.9584,234.2159,225.8227,327.6261,345.976831578947,355.5764375,482.8416,392.61748,266.8952,306.042082949309,NA,NA,39.5588,NA,27.082527491096,102.831742035688,190.4111,30.437043625579,NA,8.69829343649793,436.9584,234.2159,206.0433,327.6261,281.8048,179.750525,387.63605,348.1668,266.8952,222.8541,436.9584,234.2159,245.6021,327.6261,359.15195,372.263475,578.04715,409.0804,266.8952,376.8669,1,1,2,1,19,8,2,5,1,217
"ZNF184",0.999207556645812,0.999999932705717,0.999845764913372,0.997587719336303,0.999999999944415,0.999243971482189,0.951518063996304,0.999999773620838,0.928549959813592,0.999999999793305,0.910004938126216,0.308588683459064,0.373278187641338,0.229345604929612,2.9834488213254e-09,1,0.997901928487519,0.999999785856144,0.993750981882497,0.750821221989015,0.619635913043075,0.999999734571186,0.999666452895003,1,0.998373925100109,0.576474056625856,0.0415967171358895,0.999998448625456,0.999913494484977,0.999999997127941,0.999995119254608,0.999999759926568,0.999953370563236,0.456671359768317,0.999770429000463,0.999989884223931,0.995365505472568,0.999999999930187,0.996866840000575,0.999999841028336,0.790772762142478,2.48411646808222e-09,0.956901463044575,0.938933881802834,0.999999999780585,360.2376,250.5092,328.31445,233.8424,219.846505263158,521.3168875,358.0137,326.90454,276.3895,262.625238248848,NA,NA,115.08175,NA,15.5625748301777,68.9802852093663,85.2328,33.9483552341583,NA,7.00100817976546,360.2376,250.5092,270.773575,233.8424,171.57375,406.0199,315.3973,310.4265,276.3895,181.3711,360.2376,250.5092,385.855325,233.8424,253.5481,686.908475,400.6301,374.3376,276.3895,312.1784,1,1,2,1,19,8,2,5,1,217
"ZNF500",0.916030831039732,0.841590479627648,1,0.668717805200364,0.99998270427795,0.999888717857951,0.637384261026416,1,1,0.99963317124967,0.998809304718659,0.981177408546973,0.909683163894578,0.762733520318812,0.150501798316077,0.948974985987121,0.999999025327991,0.999998221525076,0.997004533992952,0.999960267726867,0.992366774207294,0.970362159852018,0.999760024199858,0.998856001886726,0.964311207141237,0.943981442899952,0.99711079251115,0.999998801054244,1,0.914825216119649,0.839544423930642,0.666290719768614,0.633969087356273,0.998750461723449,0.947982714406976,0.969613420537619,0.766266060412132,0.99999985187404,0.999999517193906,0.995242306484113,0.990824815628452,0.236645289916159,0.999999991711549,0.994705346424199,0.763235394758254,362.1848,184.1141,188.6664,125.8677,186.619773684211,289.494475,220.36305,245.71646,362.6294,208.078935483871,NA,NA,68.0758,NA,24.9472252360201,38.1377952108617,44.01385,34.1058706672121,NA,5.80353058705276,362.1848,184.1141,154.6285,125.8677,127.44015,214.29785,198.356125,198.3186,362.6294,154.3599,362.1848,184.1141,222.7043,125.8677,208.3587,351.1962,242.369975,280.4693,362.6294,247.1396,1,1,2,1,19,8,2,5,1,217
"ZNF419",0.999999630354645,0.999999879316293,0.999999999996656,1,0.999998853927582,0.999999479720531,0.999999999748689,0.999999791932299,0.999999918825489,0.999999993894077,0.999957976265252,0.995652367441205,0.983467506722799,0.999983899416332,0.831340383920854,1,0.999997676133753,0.999998475629561,1,0.999999975225268,0.999685984642193,0.999999999996901,0.999981847625456,0.99997173397432,1,0.999987787157572,0.99839286236821,0.999999999999004,0.687666550083158,0.47755813649536,0.314028843929072,0.714855512354629,0.173862263936021,0.61609894558182,0.502200871518394,0.370060971857114,0.999999887759043,0.999999998543833,0.999999999994959,0.999999342633844,0.99994751087035,0.415822363147309,0.999994252221986,0.998777602247673,0.109600139109701,176.419,144.6029,152.13875,180.7805,166.232236842105,217.5411,178.56535,183.10242,373.9698,156.710438709677,NA,NA,0.0351500000000016,NA,14.9295958642169,30.4742649831906,50.86545,20.4562687162493,NA,5.12890799547767,176.419,144.6029,152.121175,180.7805,110.99045,168.750825,153.132625,153.6719,373.9698,104.9921,176.419,144.6029,152.156325,180.7805,219.82495,245.161925,203.998075,223.6105,373.9698,196.6365,1,1,2,1,19,8,2,5,1,217
"ZNF175",0.997906031664933,0.999998839434831,0.950483892421932,0.996652110662533,1,0.934756341376932,0.980233479174379,1,0.503627912302969,0.999999999993126,0.988242600641672,1,0.635504745801571,0.99999999978085,0.999999999943757,0.999965338856096,0.999985426435024,0.989261271674381,0.999957663690095,0.999264676235147,0.999788426411325,1,0.983668168435942,0.999982434520156,0.975490295880513,0.343180975029579,0.590004429455657,0.998837811841873,0.108412105890941,0.00831426552299197,0.0819714954970699,0.00688768568142306,2.34112463886049e-05,6.36203878988661e-05,0.0053858692419817,0.008811743798812,0.999940304274222,0.9997578126283,0.938995410648199,0.999404979668393,0.217785033937699,0.845334494612391,0.999999999947734,0.960970471347102,0.000232767177009929,155.389,83.5031,180.9088,78.9758,84.5307894736842,87.4116625,117.63105,157.0835,405.09,122.447130875576,NA,NA,5.35510000000001,NA,9.73826117151983,22.1996886074279,71.39875,43.6515450316939,NA,4.13417811399134,155.389,83.5031,178.23125,78.9758,48.7224,34.102375,81.931675,112.4148,405.09,74.9465,155.389,83.5031,183.58635,78.9758,109.78975,122.019725,153.330425,168.138,405.09,166.1196,1,1,2,1,19,8,2,5,1,217
"ZNF14",0.983096990967991,0.998110446406849,0.999985789499202,0.999844975744351,0.999966703944813,0.999999999845887,0.653712413060517,0.999996530184344,0.954832335068591,0.985681899299366,0.999940520692389,0.994889598377692,0.999927373332293,0.999999871341538,0.034439389928793,0.971752986880801,0.999999999996007,0.999985816553461,0.999969866100966,0.999623410512425,0.980792620125816,0.899693088470748,1,0.999332180414142,0.999527747890615,0.999478790502808,0.713726294065984,0.999999996618236,0.965400337241091,0.360418871794434,0.421281673244391,0.705665686789941,0.0125277980925712,0.46470692374699,0.209239761835945,0.0695422579843141,0.812484314857342,0.999999999983832,0.995434886662225,0.998364665359219,0.961715253399104,0.0752802036881988,0.999999786873236,0.999999999927319,0.0254191634051839,364.9109,190.224,252.4899,269.6283,145.891268421053,301.1503875,201.66125,185.13376,559.3723,179.312235023041,NA,NA,21.1527,NA,16.5160786700496,114.899168447812,66.10635,23.9809189767115,NA,6.83785078818191,364.9109,190.224,241.91355,269.6283,88.60495,160.451175,168.608075,144.2089,559.3723,118.9343,364.9109,190.224,263.06625,269.6283,203.7678,234.10325,234.714425,225.1185,559.3723,221.4957,1,1,2,1,19,8,2,5,1,217
"ZNF85",1,0.999999036537729,0.999998843768588,1,1,0.999994603898553,0.999919149194685,0.999908360117896,0.999999976576975,0.999729907672946,0.999999877603444,0.9999999070931,0.996995124250473,0.999999995934301,0.574139240292545,1,1,0.999983521657805,1,0.997706443558582,0.999999748572183,0.999999832119353,0.999999784533529,0.999999999781841,0.999998340521014,0.999937179708936,0.990495270692588,0.999992420277659,0.401724865901314,0.40572912796307,0.0912745496562523,0.44402039758517,0.00939220047555411,0.148385293052652,0.225249573797896,0.0451967674343648,0.99996867821881,0.99996378493861,0.999999999813034,0.999874671702368,0.999999599595381,0.4720526027478,0.998747054416425,0.999988988099866,0.00890797019255729,112.5499,113.2383,79.72915,119.6977,66.6344894736842,135.0523875,116.8599,88.46598,370.2776,72.4377124423963,NA,NA,23.63425,NA,11.3764249067277,58.5051091495204,87.3701,22.1774550659763,NA,5.28114451501025,112.5499,113.2383,67.912025,119.6977,18.20145,27.859325,73.17485,50.4093,370.2776,25.4636,112.5499,113.2383,91.546275,119.6977,109.9337,147.1099,160.54495,130.3919,370.2776,94.382,1,1,2,1,19,8,2,5,1,217
"ZKSCAN1",0.999822082279793,0.999994176710604,0.99999965363112,0.991085955027212,0.999995670928813,0.999023468383795,0.999946399796903,0.999999448009709,1,0.99729860392986,0.999514726070045,0.883293403440006,0.859023097128789,0.563366770456305,0.0736569937622871,0.998982691508579,1,0.999991724608201,0.999994639341833,0.999957119204287,0.51595094566462,0.999019219700275,0.867134623177945,0.84690387068976,0.548767285533523,0.160240708851746,0.999999998286375,0.519029333822708,0.9999999384914,0.999997734883584,0.999999999815231,0.998921895686989,0.999999992227044,0.990479917426581,0.999978767162838,0.986361633401959,1,0.996915336507611,0.99931863707601,0.91193927311974,0.368972487230643,0.582752439048767,0.945238881476312,0.722662823691521,0.999998327048058,802.6482,437.0672,590.69085,200.5244,572.737515789474,1112.4246875,410.472,1151.8139,656.6889,807.046780184332,NA,NA,113.16475,NA,78.9029582249033,229.419739461753,68.4428,306.234889709221,NA,27.8606660874266,802.6482,437.0672,534.108475,200.5244,320.964,856.663675,376.2506,687.4588,656.6889,546.5873,802.6482,437.0672,647.273225,200.5244,717.1052,1242.62875,444.6934,1236.7271,656.6889,957.428,1,1,2,1,19,8,2,5,1,217
"ZNF862",0.997456122125357,0.989172185258972,0.574540836017637,0.903329816324355,0.999839759402555,0.164028081460572,0.980282545471497,1,0.0374424449661545,0.996774245134786,0.999013021130474,0.999996902928919,0.205515057842964,0.97237719493499,0.997573492424425,0.863832994304134,0.999904715594232,0.0497447823187396,0.999999999782712,0.991634113375965,0.925660350004529,0.99999999960067,0.963417165554151,0.942045741986034,0.574757741151784,0.210406283864062,0.802658426929761,0.288050331227024,0.99437901588469,0.999999999987854,0.497270624400258,0.999961586584083,0.999999996721131,0.999963734433821,0.999984408833697,0.934696496753146,0.994271275081202,0.999999914493526,0.056665382944193,0.982810253869425,0.997146598929353,0.999993256737393,0.941274509726794,0.296318649149373,0.999996493554169,439.2951,247.2505,641.42035,111.0597,254.771368421053,311.65465,136.41135,463.56274,226.017,287.749837327189,NA,NA,129.52535,NA,43.7381354684501,70.9148865301693,24.05515,28.4446516762923,NA,10.5181392078195,439.2951,247.2505,576.657675,111.0597,101.46095,201.856675,124.383775,448.5208,226.017,167.052,439.2951,247.2505,706.183025,111.0597,374.75425,410.40385,148.438925,510.598,226.017,377.6944,1,1,2,1,19,8,2,5,1,217
"ZNF684",0.958368544732055,0.996160051412463,0.999914315738786,0.782112508277024,0.999988432008488,0.986102089617001,0.999979197463561,0.435256280709568,0.491190855269336,0.125293347142636,0.998959481328803,0.995223989821793,0.999997401601793,0.879140931390767,0.0663462690463786,0.999992437442254,0.670698350324594,0.831362043054528,0.322167627324644,1,0.801603623519469,0.9999981304764,0.956611736963865,0.997600908178771,0.695671278104235,0.75510115395111,0.999301459904774,0.984580768818591,0.999999998953901,0.982427527644079,0.999321301249791,0.863204958124455,0.999532979651088,0.999922893107488,0.999847014583,0.999999998606958,0.999964888972048,0.387909966295487,0.405048190383096,0.100743194110768,0.99999999999769,0.0107372742124272,1,0.595988690466155,0.999302290369265,65.4269,123.4216,101.14895,143.7606,49.6302894736842,91.5746,48.6574,78.20352,72.5259,49.0209686635945,NA,NA,23.62635,NA,5.53181588258542,17.8174956677419,2.0635,16.4650161928678,NA,2.17048880116641,65.4269,123.4216,89.335775,143.7606,31.086,62.052925,47.62565,53.3687,72.5259,31.3972,65.4269,123.4216,112.962125,143.7606,64.77105,93.857425,49.68915,82.4788,72.5259,57.9107,1,1,2,1,19,8,2,5,1,217
"ZNF430",0.991088834688309,0.971386814018506,1,0.96100523319852,0.999999939872373,0.99999991888788,0.904965856863068,1,1,0.999999834475744,0.997577738030941,0.999969181142869,0.999381756976494,0.99807464723141,0.921611720000521,0.997211903278449,0.999999604680393,0.999994719559105,0.999881565232806,0.999880912095742,0.999999989679249,0.952936577138756,1,1,0.999999205595592,0.99999999903182,0.996059520920434,0.999991830407155,0.688555320958197,0.114810301585647,0.029908696127439,0.0594408122265512,0.00279450079166044,0.0313328789391968,0.0790650063294732,0.0093041012970162,0.997311292148004,0.999910391829406,0.997592600212803,0.995887109524215,0.199539887774655,0.99999999996762,0.999999819831694,0.966723911772596,0.0189936149768851,238.7304,93.6864,90.0286,58.6148,87.1339789473684,147.3384375,131.25215,94.983,505.835,151.187889400922,NA,NA,40.4062,NA,13.3935277200153,54.688900669452,14.17755,12.2228344186608,NA,6.97653011458,238.7304,93.6864,69.8255,58.6148,34.4378,76.634325,124.163375,77.5927,505.835,93.4444,238.7304,93.6864,110.2317,58.6148,120.50845,130.713625,138.340925,104.5823,505.835,179.5533,1,1,2,1,19,8,2,5,1,217
"ZFP30",0.99998869675822,0.999999998224766,0.999601223216966,0.768676681688393,0.466079779477401,0.703113122460221,0.993812769186825,0.999998561502147,0.843943728800543,0.0291646763862359,0.99985013005116,0.972002585911337,0.999927372031701,0.782073087811921,0.00527502643976563,0.999946893805015,0.988794014094059,0.999987403231628,0.89879325843037,0.450050466269082,1,0.999999696627054,0.997183348871524,0.999999999497865,0.629584533105299,0.216025324925855,0.999923533109597,0.999995970500844,0.8646968938182,0.593958712231441,0.827788526186059,0.999999995821438,0.0615787857273178,0.899307751009827,0.95933750154044,0.781842989928529,0.999880576082622,1,0.98280271667811,0.0748881804566248,0.80535836270994,0.0251901235649939,0.7649924521169,0.587680190136361,0.144682359960659,283.5167,205.7026,308.5362,587.9994,161.150336842105,362.6168125,364.25425,323.3799,556.2076,210.773221198157,NA,NA,107.1416,NA,20.6593284256479,57.8291821497325,127.93095,28.4294921565616,NA,8.46208886813237,283.5167,205.7026,254.9654,587.9994,113.2887,340.501925,300.288775,285.7634,556.2076,129.2697,283.5167,205.7026,362.107,587.9994,202.0446,435.48735,428.219725,309.2541,556.2076,263.1154,1,1,2,1,19,8,2,5,1,217
