"gene","p-adj-BRCA CIMP c7-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA non-CIMP c9","p-adj-Cluster 14 (HNSC)-BRCA basal-like c8","p-adj-Cluster 14 (HNSC)-BRCA CIMP c7","p-adj-Cluster 14 (HNSC)-BRCA non-CIMP c9","p-adj-Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-BRCA non-CIMP c9","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-Cluster 14 (HNSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-BRCA non-CIMP c9","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 14 (HNSC)","p-adj-Cluster 6-Cluster 5","p-adj-KIRC-like c17-BRCA basal-like c8","p-adj-KIRC-like c17-BRCA CIMP c7","p-adj-KIRC-like c17-BRCA non-CIMP c9","p-adj-KIRC-like c17-Cluster 13 (HNSC-LUSC)","p-adj-KIRC-like c17-Cluster 14 (HNSC)","p-adj-KIRC-like c17-Cluster 5","p-adj-KIRC-like c17-Cluster 6","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-BRCA non-CIMP c9","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 14 (HNSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-Low purity c2-KIRC-like c17","p-adj-OV-like c1-BRCA basal-like c8","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-BRCA non-CIMP c9","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 14 (HNSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-KIRC-like c17","p-adj-OV-like c1-Low purity c2","p-adj-UCEC Serous c4-BRCA basal-like c8","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-BRCA non-CIMP c9","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 14 (HNSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-Cluster 6","p-adj-UCEC Serous c4-KIRC-like c17","p-adj-UCEC Serous c4-Low purity c2","p-adj-UCEC Serous c4-OV-like c1","mean-BRCA basal-like c8","mean-BRCA CIMP c7","mean-BRCA non-CIMP c9","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-KIRC-like c17","mean-Low purity c2","mean-OV-like c1","mean-UCEC Serous c4","SEM-BRCA basal-like c8","SEM-BRCA CIMP c7","SEM-BRCA non-CIMP c9","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-KIRC-like c17","SEM-Low purity c2","SEM-OV-like c1","SEM-UCEC Serous c4","Q1-BRCA basal-like c8","Q1-BRCA CIMP c7","Q1-BRCA non-CIMP c9","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-KIRC-like c17","Q1-Low purity c2","Q1-OV-like c1","Q1-UCEC Serous c4","Q3-BRCA basal-like c8","Q3-BRCA CIMP c7","Q3-BRCA non-CIMP c9","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-KIRC-like c17","Q3-Low purity c2","Q3-OV-like c1","Q3-UCEC Serous c4","count-BRCA basal-like c8","count-BRCA CIMP c7","count-BRCA non-CIMP c9","count-Cluster 13 (HNSC-LUSC)","count-Cluster 14 (HNSC)","count-Cluster 5","count-Cluster 6","count-KIRC-like c17","count-Low purity c2","count-OV-like c1","count-UCEC Serous c4"
"ZNF682",0.999999998025179,1,0.999999957284805,0.999999826038003,0.999999377177252,0.999998586404197,0.999999999558819,1,0.999999985180961,0.99999081821565,0.998923861256061,0.545261600151938,0.997672891649897,1.96333935567061e-05,0.406658384437062,0.993595791450825,0.159277883220508,0.988613020925274,1.53989451190384e-08,0.0912303173732815,0.51026847575344,0.999948161268333,0.999943927977261,0.999881180810287,0.999987756297867,0.999909892888432,1,0.999999999031822,0.999129542506658,0.71448179252057,0.998084713671201,0.10674293868266,0.602110533245802,1,0.966283135088257,1,0.978137070381428,0.554820472879735,0.966997907405393,0.476205144341751,0.493785240111979,0.989714637700359,0.999887956212792,0.999996649961833,0.99111427715063,0.543725162549808,0.198866856878474,0.502472385977428,0.205212642687882,0.182077503840797,0.518808926769685,0.667504437608356,0.906208430918875,0.524098711470055,0.908425524166863,15.5598,30.6361083333333,10.0548,38.4589221428571,28.4841692307692,73.5897351515152,87.5661788571429,74.0475,72.7121760869565,107.95832,222.4684,0,4.32729694914131,0,2.3055490580871,5.97100820556943,4.30564215279475,5.87108795907122,0,8.4191900484487,24.471425002865,0,15.5598,9.79735,10.0548,9.6109,8.7314,20.4375,27.919725,74.0475,22.082,61.8696,222.4684,15.5598,46.092,10.0548,52.4431,50.8601,88.7627,105.970125,74.0475,86.59,134.5279,222.4684,2,24,2,280,26,660,350,2,92,10,2
"ZNF772",0.999938808576779,1,0.999904708513167,0.999467843207741,0.99999441542712,0.999247869042548,0.999999746311548,0.999797117212102,0.999999425349579,0.929756423214461,0.99820931299546,0.998450754782761,0.99760784420576,0.986842951434241,0.704998140093121,0.999947745842187,0.999999999996162,0.999916546837023,0.89473402852826,0.998780902560946,0.0622625478771155,0.999999304488474,0.999999999999574,0.999998799636152,0.999999993307428,0.99999999966022,0.999999671580638,1,0.999311533668417,0.999984130579126,0.999041197670524,0.999999999757698,0.93559413322532,0.999977522054048,0.976372113812326,0.999999980716493,0.91142625217593,0.696690211368072,0.900874932204654,0.689389023590045,0.311793031556077,0.834375526624031,0.406235532990572,0.994774783820482,0.771467492971074,0.999999747418335,0.99160018371301,0.999999868090138,0.973003762282757,0.999196829292181,0.950126605141259,0.991140136743546,0.999705819576533,0.969894480875605,0.667058575396766,127.5904,175.618316666667,125.2285,186.382762142857,154.563515384615,195.090131818182,173.084639428571,168.3607,188.566713043478,252.3998,90.8487,0,25.9870430919197,0,6.1337819006286,22.4299012666942,4.3361468485177,4.80762523544953,0,11.0210366499547,66.8287797031888,0,127.5904,69.139075,125.2285,118.327375,70.9089,119.8201,120.68065,168.3607,108.7258,89.9023,90.8487,127.5904,280.69385,125.2285,227.70735,223.0466,250.987,218.325125,168.3607,247.4619,426.8741,90.8487,2,24,2,280,26,660,350,2,92,10,2
"ZNF257",0.999958752277025,0.999999999873681,0.999285485028219,1,0.804757936984598,0.999999906260534,1,0.930590080090849,0.999999990992816,0.999999998855456,0.999990461670843,0.999999540170317,0.999703749901254,0.00164844480037996,0.840008120775316,0.999963152715225,0.999999999999129,0.999276377226664,0.000592370759432304,0.691309587852376,0.99897306133873,1,0.999902654950712,0.999999999994048,0.999999999949629,1,0.999972654274471,0.999909247523639,0.998932770009278,0.999653296501798,0.992496686725262,0.000322189245946958,0.229120899795395,0.483755409291724,0.864528086297877,0.998100661412552,0.983625691957683,0.970414307171193,0.949054791928387,0.21392071282126,0.353472722682446,0.799909870123219,0.890602012233174,0.977225515327153,0.997361411314839,0.000813935673821931,7.63344795295939e-06,0.000397328063403091,1.25838268583145e-07,2.9260258160857e-07,1.34715252497752e-06,2.18347575264843e-06,0.000675894005186861,1.1816997632641e-05,0.000598212054556901,13.5795,32.998475,6.3985,16.337905,14.5001153846154,29.5733842424242,32.064972,11.6917,40.6321869565217,54.65288,206.5145,0,8.93986308537365,0,1.89944814370297,3.77110029020991,1.82708924639576,2.33503641729111,0,6.78924812323722,14.4741696472701,0,13.5795,2.40885,6.3985,1.9873,4.004,4.5898,4.501125,11.6917,7.1333,3.1108,206.5145,13.5795,46.182775,6.3985,12.719525,12.1709,33.8445,41.9788,11.6917,42.9483,88.5993,206.5145,2,24,2,280,26,660,350,2,92,10,2
"ZNF785",0.453245552818554,0.829642339420842,1,0.315699574281324,0.999998519408863,1,0.3269563282173,0.999994604078854,0.999999999983917,0.999999996332755,0.710608697667707,0.906196121410384,0.99999044022086,6.63622938268382e-07,0.450935800433591,0.584107979527783,0.998227512655974,0.999999876955212,0.0221236049147604,0.882411203518393,0.674584230856323,0.703030388212525,0.999999808451996,0.999999998258815,0.999999996433767,0.999999999914433,0.999343484528114,0.999937589805181,0.727014943421683,0.943801761700405,0.999989949129713,0.0247576836922181,0.597209694727008,1,0.987082703681998,0.999343802210997,0.937592765191151,0.927486753958714,0.99955877935507,0.647161861591969,0.745434545035028,0.99968234058209,0.988142451560875,0.994276421799973,0.999825734382503,0.999996404785153,0.859695260418198,0.975908346775898,0.757433492788144,0.755770373247858,0.974502104762484,0.936609288554648,0.931267409447157,0.977129749587663,0.998909585545561,327.05,161.08965,157.2212,152.285050714286,147.683669230769,192.834984848485,179.954838857143,136.4033,193.355702173913,216.2279,281.6574,0,19.1180925095657,0,5.63208579348762,13.8020620239739,4.01629349391595,5.27641463204234,0,9.6995869463738,41.5992161496183,0,327.05,105.886225,157.2212,91.185825,101.0187,136.4531,122.51605,136.4033,129.9458,101.9935,281.6574,327.05,221.13625,157.2212,184.523475,233.9725,236.3121,215.121025,136.4033,221.0672,317.0875,281.6574,2,24,2,280,26,660,350,2,92,10,2
"ZNF98",0.999433755205992,1,0.999338958889374,0.999999997408458,0.646107819757892,0.99999999509364,0.999999422127686,0.992649856798003,0.999999176546598,0.999953887444223,0.999980258221716,0.99764346680882,0.999974722896345,0.0446426241484971,0.99997974065135,0.999999578859162,0.912212929449629,0.999999384906593,0.96748849786283,1,0.696951449578522,0.999596337212427,0.999999992531603,0.99954495556946,0.998893953487313,0.999891534512617,0.999986385583698,0.999793464072255,0.999818069848397,0.999999577096134,0.99978087802085,0.141336503603328,0.996192715836062,0.996267184837698,0.630950463779936,0.999999563267144,0.709612903123554,0.373630571575186,0.700688566178432,0.00198244463796216,0.0486277750859261,0.025890107570354,0.00683614276255273,0.997680459691259,0.107595444670073,5.12654992068651e-05,2.52979171722068e-07,4.86967249049286e-05,1.47181700160814e-09,1.8231111509337e-08,1.14115781268964e-08,3.77964803899289e-09,0.00167280356561605,4.31914015663892e-08,0.000496447522167154,1.1316,13.378425,0.9141,4.39731642857143,6.98551538461538,9.29730787878788,6.60762742857143,17.1478,11.6076673913043,32.33172,104.8083,0,6.36017689519698,0,0.733064092649621,4.24485886549724,0.974382453998404,0.911665734561259,0,2.30716824558702,6.41687911099053,0,1.1316,0,0.9141,0,0,0.3381,0,17.1478,0.6088,19.0102,104.8083,1.1316,7.415575,0.9141,1.7019,1.8842,3.7443,3.130825,17.1478,6.1129,52.6879,104.8083,2,24,2,280,26,660,350,2,92,10,2
"ZNF786",0.999998669223827,0.965917982807434,0.953846654693717,0.999999472209577,0.999999999689298,0.926037340625633,0.940903722623097,0.232191721476672,0.99999959241076,0.00651782260244416,0.997098204971177,0.782973360650738,0.998171799034402,5.69308841069649e-07,0.741511574656187,0.959077013510512,0.0705198185441311,0.999990808289712,0,0.999997400618039,0.0010380058070798,0.754934908587357,0.584995064538193,0.999986839954098,0.490721279639445,0.992216219836056,0.862698752025681,0.977278040993198,0.987379361406727,0.462965400229727,0.999822673998926,0.000217701265221804,0.994835579191384,0.968892882911071,0.984932907806321,0.941632512599929,0.999995674449868,0.999999999924452,0.978556632285783,0.999999948754828,0.750379570162308,0.996112667498713,0.740298075000671,0.710094855107379,0.952744895821031,0.962276440638651,0.947615695349658,1,0.917105034660386,0.999999192859292,0.997645980963864,0.999984796594172,0.999990817810601,0.999748582036034,0.975184675469465,273.0037,243.148633333333,143.5101,246.836492857143,169.859430769231,206.472827272727,178.697985714286,91.9748,192.249382608696,237.48708,141.591,0,22.9739687736466,0,6.30002900813987,12.7682623833229,4.25152029578876,3.97854834359263,0,8.45347320487411,11.990793467275,0,273.0037,179.266775,143.5101,173.494725,113.9241,134.3153,128.650325,91.9748,141.7625,205.2117,141.591,273.0037,343.193975,143.5101,307.111075,222.6415,250,206.994025,91.9748,212.963,249.5524,141.591,2,24,2,280,26,660,350,2,92,10,2
"ZNF517",1,0.999999832649944,0.999988806411496,0.999999254277372,0.992129983841025,0.998827461482214,0.999999999834143,0.999999980953974,0.999936669835227,0.999630294653627,0.999500595186149,0.34617623089825,0.976559066241866,0.00550430385824219,0.54116060793187,0.999969698440132,0.831761590368947,0.994082569281238,0.871264467928729,0.948407615958622,0.507970218663931,0.999894430233746,0.997171043992995,0.999999881402037,0.966820737885296,0.993336030114011,0.833648756156989,0.920999458672977,0.996494136512292,0.140858139924394,0.936950860558572,0.0191687584062893,0.249684798647167,0.964430488526738,0.306122974103133,0.720857637679237,0.96723455622108,0.263402550502879,0.814342135881936,0.437341571440611,0.367034997791657,0.934252166617436,0.719309321852146,0.536895301044313,0.997282782172796,0.723231569048963,0.300926204120264,0.487457578066489,0.450853628476747,0.359671050068903,0.722797056822268,0.581750450767463,0.278452667494332,0.851674063863977,0.988796617330957,170.592,176.202983333333,129.7989,204.337545,185.458384615385,238.050004848485,220.285737142857,90.4159,256.095784782609,294.71974,401.9499,0,18.0576251650477,0,5.51490254557273,19.184492045255,4.78576848906892,6.00287465206623,0,22.6437646463984,30.6660830612193,0,170.592,98.4719,129.7989,136.834525,137.7551,152.689,144.524475,90.4159,149.5835,232.5434,401.9499,170.592,247.861875,129.7989,246.486525,211.9497,292.6018,258.52715,90.4159,291.189,348.0599,401.9499,2,24,2,280,26,660,350,2,92,10,2
"ZNF675",0.99999976855801,0.999999509098983,0.998918358793296,0.999999811015629,1,0.998783134290231,0.975918082148772,0.396827925058124,0.802547799258233,0.0370835754781749,0.999999982192219,0.999999900571746,0.999424656964406,0.99974074245143,0.0116381004861409,0.999999728565263,1,0.998614851076933,0.999999999997065,0.0388872118623702,0.997993010450622,0.999999999691329,0.999963580237268,0.999999999111706,0.999962508123411,0.921854142066392,0.999989015959569,0.999954054053694,0.999996629730505,0.999999917138704,0.9965658889089,0.999783002534909,0.209389209349293,0.97913194637306,0.999899534464213,0.999804814614581,0.848671092619857,0.170121864805948,0.537677776508455,0.0414091277395798,0.995365360383112,0.0219918634321247,0.0435545496821601,0.716247029008752,0.117896707142516,0.999939867740535,0.999992654481071,0.996155762114943,0.999985091421802,0.999998628683852,0.999949414312464,0.999988019291069,0.99941427195738,0.999998803319229,0.998576612707207,146.2621,187.373458333333,85.9232,185.087714285714,295.402492307692,176.725968787879,186.525358857143,117.6966,198.901467391304,356.41882,246.1777,0,32.2619619727706,0,9.7776195086018,122.394867029427,4.56320442951788,7.21614334259138,0,20.9830820504185,100.280502554933,0,146.2621,31.613775,85.9232,85.270225,32.3575,105.9216,123.000125,117.6966,100.7943,121.3198,246.1777,146.2621,276.0745,85.9232,241.28245,279.9444,209.506,214.997075,117.6966,222.7865,328.3388,246.1777,2,24,2,280,26,660,350,2,92,10,2
"ZNF860",0.999972803285383,0.999999979701166,0.997651766621652,0.99955289057639,0.999948619005215,0.987489206515834,0.999942700801849,0.999999999994545,0.996432084840129,0.99999568609874,0.999999999852521,0.9359943966285,0.999981502391927,1.16614306544527e-07,0.85004779844696,0.999993352245898,0.013812196250372,0.999999999997572,0,0.00449236844025036,2.36916819496003e-10,0.999999998470506,0.998950312056978,1,0.993230323545436,0.998318226512991,0.999996510448469,0.999999999121659,1,0.77114033154512,0.999999441505169,0.000323820175277434,0.632528686546202,0.994425177742596,0.106227785003029,0.999999956401114,0.99999981417819,0.779770690160113,1,0.301187789046961,0.710021454134104,0.984298495466622,0.999999982634915,1,0.999456586203538,0.999999993036243,0.999999993865126,0.999989798290321,0.999998071424305,0.999999964847154,0.999999999675279,0.999141005041514,0.999997032425926,0.999999815773688,0.999903967863185,53.1862,37.87155,63.0713,33.1335714285714,36.6467923076923,48.9271209090909,65.9003457142857,60.7969,53.16105,62.77986,44.3164,0,8.98645127326148,0,1.30602503875901,5.62727251053686,1.54048573048779,2.06344470640669,0,4.63880316377245,11.7064697494942,0,53.1862,11.6272,63.0713,19.883225,15.0633,23.4435,38.920725,60.7969,31.831,37.0721,44.3164,53.1862,38.3943,63.0713,43.393925,50.3338,59.8988,86.48215,60.7969,57.0776,71.0756,44.3164,2,24,2,280,26,660,350,2,92,10,2
"ZNF695",0.831068026795258,0.999999977835396,0.593482604778618,0.960103613071209,0.944330022670752,0.819801682099262,0.991290375817862,0.880784114804398,0.930928889941945,0.999663460549924,0.997829717322689,0.121572954632214,0.967857697155054,0.00116820698789788,0.999639176380081,0.999999495002882,0.000145758323615297,0.999614914199291,0,0.22351617709685,2.76774521856815e-07,1,0.823732059230032,0.999999984838555,0.957109862959018,0.990387701018643,0.997527340751336,0.999999269547721,0.99999697723463,0.00227349874439509,0.999133922674681,7.77729441792108e-06,0.524691693489646,0.0983082181155105,0.999994190726745,0.999995913670163,0.101319201664881,0.165100792662453,0.0363017607624531,0.00146356779455648,0.00278831325191808,1.3304989254781e-05,1.44913980815176e-08,0.097775519679752,1.73199559250214e-07,0.209436262371103,0.694874153070223,0.108075184948944,0.34784243145314,0.271949305709428,0.136170696510992,0.0280259720263709,0.204691947084669,0.0393342673621534,0.999993782644578,16.1652,86.8449666666667,0.9141,69.9112878571429,61.3304769230769,52.8966515151515,31.0450902857143,15.589,34.2121543478261,145.72776,166.8159,0,16.6514031747977,0,3.0992404736922,7.03067399073584,2.58426550746625,1.98262610773601,0,4.29360354104751,27.6485389955065,0,16.1652,35.4257,0.9141,32.1226,43.3594,6.3402,3.49505,15.589,6.9127,77.9989,166.8159,16.1652,113.066525,0.9141,96.348175,80.6674,74.1793,48.66175,15.589,50.999,193.1532,166.8159,2,24,2,280,26,660,350,2,92,10,2
"ZNF665",0.999559949451907,1,0.999727749155494,0.999987829324357,0.997863384625064,0.999994502120455,0.999998912333014,0.997285440559578,0.999999607729695,0.999999706470751,0.959457831630952,0.726849600112716,0.967340888132359,0,0.0392874293751607,0.666242942727207,0.00376303735675776,0.694868436930526,0,3.53999301150321e-06,1.47730128130519e-09,0.624983494766232,0.651866036243902,0.645960362041954,0.402703430278538,0.388387770917287,0.912895506016834,0.998361906038496,0.923482826362705,0.519845428488521,0.935939661148538,4.77270836296562e-07,0.0237319838248831,0.996772634719123,0.133541830126153,0.958367434432914,0.994964102713116,0.99995111726942,0.996304684805633,0.966499660592106,0.963376056785018,0.999988356923695,0.718281573867034,0.881023321694822,0.999223267156311,0.999430596486422,0.999999927421742,0.999593744322771,0.999957660635703,0.999865708802169,0.999999994636028,0.998799590460505,0.977339650178834,0.999999343394093,1,5.941,14.682625,6.3985,11.650415,10.5299461538462,20.7457584848485,27.6167262857143,37.4135,22.412797826087,18.19426,18.1697,0,2.79674890199427,0,0.782062746988895,2.73878592712583,0.567328177867373,0.979420798097797,0,1.77459255718885,6.69316175300001,0,5.941,1.93025,6.3985,3.423175,2.2689,9.3869,12.7572,37.4135,10.9815,3.7915,18.1697,5.941,25.36285,6.3985,14.302625,8.0552,28.7456,37.5236,37.4135,26.2154,14.9837,18.1697,2,24,2,280,26,660,350,2,92,10,2
"ZNF624",0.957861563999349,0.999999831800403,0.998154945355429,0.996964719592294,0.921444817989368,0.999992969348087,0.999720321295183,0.864261473417417,0.99999997481156,0.99976801472042,0.997656517778517,0.865939948018675,0.999996180548649,0.999999914499467,0.999935068336949,0.999998837911469,0.03146833867254,1,5.52512926559334e-05,0.980965735913352,1.30051907221151e-06,0.999973605151335,0.558850233417532,0.998278353630851,0.805504174613306,0.920410720878331,0.820739982741277,0.98224138654191,0.982545151221096,0.999936183063369,0.999707209971187,0.931404129000156,0.934927879390727,0.792020611321335,6.97842020654926e-05,0.656187676882596,0.947390887336665,0.99999999488908,0.996606911406586,0.974808888124179,0.924775555513969,0.960778773613763,0.309402746602521,0.553268659023572,0.999827496831878,0.99999999949472,0.990538989526463,0.999999999944377,0.999807813664332,0.999994623960835,0.999870857570083,0.99999999995361,0.999643354895985,0.997450934806315,0.985970740653875,65.917,101.225233333333,77.6965,89.9932414285714,84.8203307692308,89.2091984848485,76.1054297142857,45.9874,96.2033586956522,104.33412,72.4573,0,8.69108428095409,0,2.12384985784089,7.29746138935108,1.51205454967849,1.50116284497833,0,3.19947600400345,10.4401111702978,0,65.917,74.528375,77.6965,65.485775,69.3374,62.8684,55.1974,45.9874,71.2592,81.5711,72.4573,65.917,115.7889,77.6965,103.86325,102.0987,107.8349,93.19425,45.9874,116.7513,126.237,72.4573,2,24,2,280,26,660,350,2,92,10,2
"ZNF841",0.99999974010807,0.999999594528915,0.99999999994846,0.999999999086425,0.74142394251773,0.999778056068417,1,0.996245012707323,0.999985907391516,0.999970453432449,0.999999831562677,0.999999999999219,0.99999999957878,8.52031618892024e-06,0.969937833511795,0.99991665246283,0.997689868302793,0.999999999990894,1.26049171100817e-11,0.407937215526496,0.0425553439950415,0.999961673463577,0.987580479392455,0.997178219563201,0.999925354428431,0.999547742541319,0.986187982654783,0.930370063931305,0.999999838491386,1,0.999999999649084,0.0646792060915502,0.985557219708233,1,0.756476680250164,0.986981565516254,0.99948590119687,0.997778334400917,0.999999918449464,0.424800219909408,0.842635767475944,0.986681193537835,0.999994908613632,0.906297205284778,0.990731999310289,0.999824177925996,0.970490401120033,0.993364940541543,0.999492714800321,0.998003524826915,0.966811567708102,0.875607400367192,0.99999999999816,0.968610234111524,0.847832453377749,197.1851,228.858991666667,242.2303,179.970185,194.420861538462,226.339238181818,253.068739428571,124.7116,226.483791304348,271.84294,111.6774,0,26.7762789762158,0,5.56788322425696,42.1327812878874,4.27685497642293,8.20099677161723,0,13.2900453819861,56.077659759201,0,197.1851,128.549125,242.2303,117.16045,72.4971,155.0523,152.51515,124.7116,150.143,74.1443,111.6774,197.1851,281.909225,242.2303,223.74295,220.9268,273.953,313.80455,124.7116,294.3341,375.5015,111.6774,2,24,2,280,26,660,350,2,92,10,2
"ZNF615",0.999493220843327,0.99999999972805,0.995194445712831,0.999999989855541,0.741930790511737,0.999992224738556,1,0.76355231208444,0.999999905996225,0.99995907161997,0.999760799166348,0.99999989263348,0.996915208077676,0.00021365507652038,0.464879921465147,0.978531197814827,0.941379672108532,0.926472363160269,0,0.00288750592986531,1.75944079849888e-06,0.999999999891172,0.999973694675451,0.999999835917826,1,0.999999999970732,0.999992676012477,0.995413094146734,0.999506598494038,1,0.995013188264585,0.0633715411837471,0.471354264897406,0.999997969257291,0.188395014972382,0.999977289947679,0.999994122736004,0.999984384870369,0.999791180279368,0.999948466415637,0.998920793913767,0.999998318053164,0.896250832369657,0.999999973176105,0.999979782248768,0.999999997656737,0.992552476378521,1,0.999977311832265,0.999999515282744,0.994962425780279,0.906370835349896,0.999999474537077,0.99219746636094,0.999593478533561,97.6024,184.358091666667,71.298,124.494777857143,106.164484615385,174.349571212121,229.903745142857,121.5938,181.601254347826,153.98976,64.9236,0,14.9720364805102,0,3.96909585123061,15.2842826877726,3.79103864611291,13.7822523195383,0,14.7167771214194,32.8710987615876,0,97.6024,132.022075,71.298,86.42595,45.1951,120.3876,120.091825,121.5938,119.4444,68.2464,64.9236,97.6024,224.6114,71.298,156.762375,118.239,212.3198,262.43985,121.5938,199.2687,222.4792,64.9236,2,24,2,280,26,660,350,2,92,10,2
"ZNF433",0.678715741599835,0.999988743275071,0.975568935304033,0.931948362045059,0.720031987035966,0.999700942533383,0.919674951538712,0.982771060561248,0.99937783945926,0.999999910182482,0.820806651236423,0.994127453534913,0.995780168033531,0.240115713705248,0.999942966545466,0.388046316266602,0.988813118309713,0.864466279049184,0,0.143136621579394,4.71110483957204e-10,0.976456296076127,0.999999986227506,0.99970282233456,0.999999940514651,0.999999998761664,1,0.999949499717528,0.746255257453461,0.999991723507062,0.988618147399145,0.364854649248085,0.995375308166845,0.997936550409245,0.0915024211330721,0.999999999998052,0.897939379469971,0.999942730427661,0.998311473252337,0.999983842094011,0.999999956033176,1,0.931248957071886,1,0.999999734222829,0.642825563367849,0.999536722736944,0.922266843903576,0.955663960537165,0.978268225878528,0.99046661138379,0.999995831296047,0.999603896074493,0.997113802707034,0.994584006797426,11.5991,73.6756833333333,33.8208,56.2983035714286,59.0628076923077,64.3446545454545,83.9625605714286,65.4736,68.7445804347826,63.72828,98.1609,0,10.736753812195,0,2.49460608552375,10.4163067490884,1.42517953739584,2.84828966848933,0,4.35638785745266,14.2641318112312,0,11.5991,44.588025,33.8208,26.251175,16.4355,39.4327,54.816,65.4736,42.728,34.1232,98.1609,11.5991,128.959925,33.8208,75.4001,71.9955,84.0673,106.36035,65.4736,74.8387,93.073,98.1609,2,24,2,280,26,660,350,2,92,10,2
"ZNF595",0.999998311254841,0.999669213254024,0.999961855331331,0.999759033435043,0.997674540711995,0.999999848994463,0.999939930950299,0.999991859287686,0.999999094089808,0.999999972545976,0.999999870974667,0.999999201106471,0.99973569861985,0.00449587741120461,0.990173836367278,0.999999019889201,0.999999999983154,0.999904160061224,0.153152022643558,0.999119152739826,0.999290890960032,0.999986009746249,0.999999951336689,0.999999997708404,1,0.999999999998692,0.999998407737215,0.999999771245822,0.999971806638333,0.999998613501745,0.999995190503735,0.998848958128238,0.999999998440078,0.888903962296099,0.993864113714535,0.999999999786986,0.960168157098787,0.014537540756687,0.429309583550538,8.19027550321705e-05,0.00296831948099763,0.00325634094848959,0.00183335508140325,0.628684436073751,0.000727123000815566,3.40715465851904e-06,0,4.48680582687544e-08,0,0,0,0,1.66154030867283e-07,0,9.14782587124741e-07,207.0868,161.708116666667,98.7203,132.853080714286,141.142615384615,173.566793030303,165.756537142857,130.1677,147.861426086957,359.2424,1000,0,37.8410105698532,0,8.24044978966679,30.456912704306,6.09340714729383,7.19754825690292,0,8.61665281590172,93.1003191943305,0,207.0868,56.0777,98.7203,57.361925,74.7587,89.9343,104.9686,130.1677,101.7697,176.7852,1000,207.0868,148.98005,98.7203,150.3971,134.3767,194.146,183.779775,130.1677,171.6129,426.8659,1000,2,24,2,280,26,660,350,2,92,10,2
