"gene","Basal-Atypical","Classical-Atypical","Classical-Basal","Mesenchymal-Atypical","Mesenchymal-Basal","Mesenchymal-Classical","mean-Atypical","mean-Basal","mean-Classical","mean-Mesenchymal","SEM-Atypical","SEM-Basal","SEM-Classical","SEM-Mesenchymal","Q1-Atypical","Q1-Basal","Q1-Classical","Q1-Mesenchymal","Q3-Atypical","Q3-Basal","Q3-Classical","Q3-Mesenchymal","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF641",3.15525383598469e-13,4.86524324883053e-06,0.00989882617701499,1.11717251027876e-06,0.000740014625668861,0.992856197026015,243.711638235294,122.278902298851,167.531751020408,171.574944,14.6187604525342,5.65618897162591,11.4507224553656,6.88333484759189,164.494325,92.07015,121.0038,132.15425,312.074425,146.9982,206.6721,198.9389,153.250595454545,145.109891153846,147.9067,132.69205,125.390125,192.227225,85.6893,183.854175,8.58150743931967,4.05828411616138,0.946879786818748,0.89713346318997,-0.0787468180523383,-0.156605469431369,"HNSC"
"ZNF610",9.53359267639176e-05,0.895352501837168,0.00733141829568429,0.607648051673024,0.00829584640616665,0.977701955206569,16.8954220588235,5.41299655172414,14.762512244898,13.5637546666667,3.13016674874325,0.816221379472875,2.6863608760441,0.971508309778473,4.30315,2.10095,3.8256,7.8824,15.047375,5.4848,19.2456,17.82025,20.8981204545455,11.3533244230769,15.0122,5.85975,8.067925,28.262525,2.9298,11.65755,2.59295683456663,0.764119648462493,0.54327012076378,0.390332529542639,-0.880258392275892,-1.35722439574294,"HNSC"
"ZNF528",0.195355442706112,0.941271849737739,0.624835531253716,0.994908383974995,0.28402348220016,0.984231254620576,127.476610294118,92.4731379310345,115.876689795918,123.037082666667,15.2602044036896,9.98394492136421,18.5189967492285,10.7694459750825,33.459175,18.34865,17.9007,49.0794,186.735375,152.89835,174.9855,168.1588,114.255772727273,109.988329423077,100.06785,72.154,77.194525,146.777775,26.0444,166.2303,8.05116174625167,4.59995049113641,0.962650085835206,0.721050767054554,-0.0549166074808339,-0.471827255949101,"HNSC"
"ZNF701",2.28079466424447e-09,0.00830768061321518,0.057364070202276,0.312960316037752,1.26942735838576e-05,0.329531965395046,61.4221382352941,25.6529126436782,41.0292775510204,51.6024893333333,5.60936453641599,2.10705301280101,5.19183915613312,3.75040046497071,28.59675,10.90685,13.0069,32.0531,76.891475,32.6145,57.945,60.8773,70.2016590909091,42.6843692307692,69.85525,31.66735,50.495375,90.5802,17.63135,54.382775,4.31989402415492,1.66253049885725,0.608025077804703,0.453328132101739,-0.717797266484353,-1.14137240182071,"HNSC"
"ZNF283",0.999823373500511,0.00785785201931843,0.0036455116502061,0.92065167442663,0.874089943283837,0.0364587721145893,55.3836529411765,55.6134551724138,44.5382551020408,53.4709173333333,2.54540386876178,1.8049207556881,2.68102417902262,1.81043195467829,40.692675,44.0412,28.3035,43.3068,64.621425,64.3352,56.1863,62.7848,54.2884136363636,56.2839669230769,52.7797,53.9353,45.3952,61.9777,41.9084,66.279975,1.9718907447215,1.10528809918761,1.0367583643184,1.02189478151638,0.0520796866091933,0.0312466581159014,"HNSC"
"ZNF558",0.0245074105737472,0.990217838089534,0.0210622530137852,0.0767651621012888,0.984363566568565,0.0604165413085561,320.721635294118,270.500591954023,326.936095918367,276.637332,13.5410360041776,10.0632586762562,20.1010262805497,11.4439221440599,238.017975,215.2434,235.8709,216.07635,376.43775,328.6611,396.386,319.6003,239.220277272727,314.798434230769,238.6209,293.3048,205.724125,274.1107,229.661575,371.9624,8.72016765550678,5.9845845486752,1.31593541241438,1.22916643093711,0.396088681720472,0.29768027196063,"HNSC"
"ZNF597",0.990066805742187,0.932337381819834,0.985101325630479,0.989928697652535,0.999999318321934,0.987475032900945,46.3118838235294,47.4276275862069,48.8422408163265,47.471576,2.23661323873838,2.58501640201192,3.74204271592702,2.4782823066,35.068075,33.6896,31.9874,34.1682,57.1692,56.49315,74.9845,60.3696,38.1551522727273,43.4327217307692,37.82505,41.5678,31.69895,46.62,29.396325,55.266625,1.5854082546746,1.02808831461328,1.13831865799719,1.0989489769346,0.186904478522329,0.136124405002125,"HNSC"
"ZNF30",0.00197291562500912,0.773546646480127,0.106041676166684,0.746848437255702,0.0418831516969423,0.999917707581442,47.9641044117647,34.8424459770115,43.946306122449,44.197848,3.26535139003131,1.95085188970892,3.79529187363098,2.20214124136001,32.029925,23.8102,25.246,29.34375,60.60815,43.7444,56.1798,54.8136,50.7154704545455,46.2595932692308,48.32485,41.85235,39.696825,61.320675,27.611,59.865,2.68618211870446,1.15224964399193,0.912139685477071,0.866062698590891,-0.132673318618438,-0.207456622277362,"HNSC"
"ZNF354A",0.987970649838426,0.838744319182542,0.938580453694314,0.989341344685925,0.999999994413043,0.942551982743492,220.134423529412,214.445451724138,203.326132653061,214.487768,11.4076768863707,11.0244459165875,20.6637595027692,11.0870196688422,153.7107,152.9077,118.5296,146.90915,262.290875,241.69855,249.7827,246.6699,159.151925,240.391975384615,158.23345,212.3652,134.27835,174.542625,157.5298,288.5926,6.43920379031232,5.20683985591586,1.51045597082546,1.34210054827219,0.594984130707655,0.424492760256172,"HNSC"
"ZNF764",2.63776493980572e-08,0.315378251386835,0.00153360219634502,0.000174174769586699,0.317375350902839,0.150509577315839,192.227869117647,125.036003448276,170.163102040816,143.547802666667,14.3565577419219,3.68470238920786,8.57359153136268,3.69405134263425,146.52245,106.3035,132.6691,117.45935,208.87285,141.15525,192.9974,164.07245,127.302956818182,155.060556346154,122.3114,143.09725,109.421125,152.272975,117.094775,175.428775,4.90121845429447,2.97095524406089,1.21804363560554,1.16994204955548,0.284565817763203,0.226437070928781,"HNSC"
"ZNF747",1.69707946140463e-07,0.0136744004529176,0.194677311986208,0.00103830144767192,0.257388577657756,0.984446205271412,264.248545588235,177.540804597701,210.832587755102,204.695529333333,18.4108513910583,6.20997503903148,12.028105754735,6.60671344974166,199.2395,142.7252,154.1656,165.3453,288.074525,196.09645,247.642,236.8233,202.989590909091,201.590778846154,187.99855,188.8514,165.509775,236.65835,153.602825,236.52185,7.51453132060822,3.69229194449294,0.993108946834798,1.00453647115895,-0.00997610076252778,0.00652994416576082,"HNSC"
"ZNF778",0.71000807323836,0.719162442567586,0.165550321017906,0.997544416158639,0.8082385690729,0.597852991375144,76.1311279411765,81.8682333333333,69.5842714285714,77.1908693333333,3.73285437579716,3.65431085734627,3.80665765437484,4.37140541454995,54.862275,57.0503,46.0826,55.92795,90.51195,98.37765,84.1526,88.6689,89.514475,73.1368053846154,87.552,67.2968,64.126775,111.27185,51.0266,87.05775,4.55189837733916,1.41433570544755,0.817038868681466,0.768649488304094,-0.291523382097624,-0.379602229815724,"HNSC"
"ZNF212",0.617095947840845,0.296684518656644,0.0183047463250712,0.044785778144084,0.00040064829302211,0.931194538834587,424.425944117647,448.00343908046,385.002026530612,371.745605333333,13.5202775584566,13.7324035744407,18.7332091497133,12.5607172624023,360.17155,365.2131,289.7998,283.20365,500.35705,508.00415,474.5119,457.56995,424.697577272727,432.772035576923,403.6175,417.38705,334.49235,461.772,342.069225,507.4412,22.3839761917658,6.01051367294382,1.01901225421639,1.03411534435449,0.0271714008569365,0.0483971116174949,"HNSC"
"ZNF282",2.19252314537233e-06,0.570215060353707,0.00474365333773863,0.521804025444724,0.000689700122505132,0.999873882531738,991.8559,1295.14447471264,1078.7480244898,1074.090292,29.8347370508012,44.1554029485884,51.2770536616833,43.9448069561144,856.74445,996.65605,793.1248,821.16185,1117.344475,1477.4915,1387.2473,1240.0302,820.981379545455,1112.36186730769,796.25245,1061.34645,722.323325,937.3349,864.4717,1306.202775,26.579476011184,15.8587104884961,1.35491729169736,1.33292707607995,0.438204787741585,0.414597853303348,"HNSC"
"ZNF160",0.000487570316379249,0.99993348528761,0.00160997069720092,0.119573651094178,0.306229412630413,0.160695564231294,379.766355882353,261.729062068966,381.716918367347,311.753652,20.9237064064342,18.0106387594318,36.6641988232736,16.9632877399889,292.5946,137.17175,200.5656,220.19655,478.828975,349.1299,510.4904,418.0721,309.512106818182,306.705870769231,314.225,296.4182,246.698825,384.553775,178.097125,412.15355,12.4781356491237,7.99422000189859,0.990933356120381,0.943331052589705,-0.0131400607124005,-0.0841639357433273,"HNSC"
"ZNF415",0.0726269228069057,0.872005262941073,0.493906580863166,0.868285081964441,0.00559211487987821,0.45267472926607,31.5705852941176,17.6173965517241,26.5283244897959,36.126692,4.76672344934071,3.49651213397587,6.36434048156686,3.11434635904378,8.50985,5.19585,8.6819,19.82615,34.035275,14.91855,21.4997,45.89195,83.7914636363636,26.6833955769231,56.66855,14.3091,37.3273,118.747575,7.835275,29.742725,10.087001033793,1.53985273006859,0.318450047521823,0.252505137329259,-1.65086100763168,-1.98561535445244,"HNSC"
"ZNF439",0.0138481945797144,0.863980543468831,0.215637494316401,0.945858794397723,0.057087161757478,0.991398419558414,37.2912808823529,21.947491954023,32.7363408163265,34.4049026666667,3.9187126242346,2.99458754949822,6.59740428161014,2.26207420264858,19.54005,9.1731,9.1782,21.20845,43.2408,22.35715,45.3686,41.0375,51.7839795454545,34.5906501923077,47.6389,22.39755,29.687075,67.10975,13.193825,39.04335,4.3690269323353,1.69080014410011,0.667979759298819,0.470152543404655,-0.582123707160536,-1.08879917233635,"HNSC"
"ZNF440",0.016637467948014,0.00340738368609406,0.783921151340708,0.000128946040366285,0.420698867132702,0.978323212873416,426.718560294118,335.168095402299,303.306940816327,289.353098666667,29.5084959954221,17.8267150977559,27.2629092389571,18.1748882658373,286.933575,240.74975,212.0452,200.12855,533.576625,398.14475,353.2822,343.82145,352.380188636364,338.708993653846,319.33585,310.5195,223.022875,446.669525,222.3632,416.27675,28.2923529861412,8.28083509316512,0.961203281502794,0.972391605890789,-0.0570865211181621,-0.0403906554409198,"HNSC"
"ZNF562",0.740892257999611,0.0645129733916502,0.332338960688282,0.0228806880970659,0.188098366310851,0.999813189410916,716.552942647059,676.611168965517,603.332179591837,599.740606666667,35.4599830084839,25.5402333597143,29.1834027752135,25.6316399401086,519.55625,495.93565,457.3143,433.2023,839.301325,823.10355,724.5189,691.2056,651.416606818182,611.601001153846,598.0208,585.03625,469.921525,810.3324,435.025275,747.805275,37.1597329765316,10.7167536962691,0.938878430105101,0.97828746090437,-0.0909897310860609,-0.0316696445517855,"HNSC"
"ZNF561",0.443911105091017,0.00920117798843889,0.201096966789985,0.677992997865521,0.986105285413456,0.122575258660487,716.191608823529,663.440956321839,586.483991836735,675.246373333333,28.8733610182169,20.6432123259058,26.0428549591828,28.6151599106696,573.685525,543.15725,481.2721,508.50765,869.4451,752.7418,642.3106,792.9946,1032.54255909091,668.485118461538,1040.7771,622.47755,889.189325,1187.5052,501.394425,795.04085,45.8742633306672,11.0301456670662,0.647416527847626,0.59808920661302,-0.627233898417446,-0.741567412571139,"HNSC"
"ZNF584",0.0609262149192019,0.0765786194453334,0.993736626689297,0.158520974411674,0.98479541818739,0.944438977904386,249.776295588235,216.365531034483,212.523602040816,220.953142666667,12.9691382075516,8.23691211266015,10.7132895296147,7.58473042377021,183.41505,155.25065,157.2939,168.6851,296.875675,256.9368,255.7222,257.8711,251.075631818182,229.811277115385,233.11265,216.46225,208.908475,297.6806,171.45715,268.290525,9.62150170582197,3.75977749791693,0.915306975237661,0.928573588777786,-0.12767241992817,-0.106911847669186,"HNSC"
"ZNF274",0.243220307438193,0.0267287674058548,0.590466139976947,0.0183759824923354,0.622993854358876,0.997639045418898,445.637136764706,391.171517241379,350.74883877551,356.961009333333,21.6489083856804,19.5004688400659,34.124868358019,14.5840373186722,327.629875,289.19575,231.7777,272.57345,531.872375,477.0787,414.9378,428.5432,425.624479545455,407.469655192308,416.4877,383.49885,361.516925,478.21465,283.803625,502.602075,15.0697046677725,8.09084698218913,0.95734544128539,0.920792738897211,-0.0628885050714132,-0.119051638044379,"HNSC"
"ZIK1",2.71823619685252e-05,0.000391041383731028,0.99999977805863,0.241124681275383,0.0270687593163993,0.0758825469219737,41.6854514705882,18.775132183908,18.7291204081633,32.1800346666667,6.3623475556108,1.6171050608397,3.45750406794978,1.89336430934675,13.281425,10.44305,7.3378,20.23275,42.5261,23.1035,16.9611,42.16885,45.515875,28.4928840384615,32.43695,18.1238,23.2137,58.228525,10.80295,29.97495,5.23135866107402,1.60221745900127,0.625998819938352,0.558739338932914,-0.675768157331213,-0.839752695777715,"HNSC"
"ZNF540",1.048543762594e-06,0.00226909558843669,0.689686611010979,0.560257476791516,0.000292066095392896,0.0679545961201404,20.5920911764706,7.4102091954023,10.395587755102,17.2713933333333,1.57878813478917,0.823077512067024,1.34991850429449,2.77550323852202,9.61205,3.69115,4.1824,7.73775,28.0413,9.2575,12.4782,18.63825,33.2300386363636,16.0074755769231,26.5986,11.06715,16.856525,44.451575,6.02065,19.881875,3.13477003673399,0.756081819457307,0.481717031752292,0.416080169632988,-1.05374216164094,-1.26506656366377,"HNSC"
"ZNF570",2.66327697673319e-08,0.110964990824515,0.0105453620088499,0.191364624606611,0.000312029879605213,0.963272448332496,43.7536779411765,20.5230252873563,33.7410428571429,35.8328626666667,3.82493540246649,1.86172586952943,3.20858389545001,2.59576401330798,14.4203,7.44685,16.3419,16.3291,58.143825,28.83685,47.2685,48.04995,43.3768090909091,29.2568619230769,41.7932,23.2761,33.46395,57.512775,10.4205,43.294,2.46844213113993,1.06486033126481,0.674481653589604,0.556935099489869,-0.56814889357486,-0.844418877015817,"HNSC"
"ZNF57",0.124727174291888,0.933441473752751,0.517586389682671,1.17534902255301e-07,0.000738691482778275,2.82932172255279e-05,160.879702941176,138.298351724138,153.818418367347,99.554528,10.3688403072449,5.59359105150055,10.6310765066155,4.49629268372602,107.1207,102.181,100.7946,75.23565,199.45225,166.66505,187.8173,115.65515,220.052984090909,149.796564807692,201.811,132.95655,152.263875,268.293075,101.638275,178.70675,17.0065389671647,3.32608046799964,0.680729531692276,0.65881716061067,-0.554846396200729,-0.602049960579815,"HNSC"
"ZNF556",0.999970697825256,0.0208004217060662,0.0152899649440593,0.693181420806495,0.678344311651368,0.204895541504225,21.7514220588235,21.940175862069,36.3810448979592,26.6825853333333,3.22688830016233,2.0867239080745,3.99898595518232,3.8305674436247,1.16445,5.74935,12.9601,6.89355,30.234425,34.62505,56.009,34.357,30.5645931818182,22.6185126923077,17.24635,14.3067,6.626075,38.503125,3.732825,32.70355,5.66975227857309,1.13602681034057,0.740023351783483,0.82954944089619,-0.434357298509724,-0.269600126955,"HNSC"
"ZNF554",3.17523785042795e-13,0.00017259428808869,2.31638033626469e-05,1.13031806137087e-12,0.152021695493149,0.0303392279530177,110.202189705882,51.4557873563218,81.6440612244898,63.3910066666667,5.43374162931725,3.0048620495301,6.86211376626808,2.72168659140464,78.9889,31.727,46.1458,48.4585,136.1982,62.67985,96.6338,78.5966,122.876629545455,80.5182015384615,110.07035,69.2509,87.05035,136.745525,46.106375,100.405425,8.12056419934298,2.09220776928789,0.655276775057345,0.629151265531544,-0.609823695622869,-0.668521171907095,"HNSC"
"ZNF738",4.76799938267103e-05,0.974775744120289,0.0015883241070429,0.0131739006039843,0.482968935632308,0.0886845609197981,106.909611764706,56.9600114942529,101.551963265306,72.2227413333333,10.3222825449426,4.98391293170313,14.0162650593174,4.87770884673912,38.6632,23.53005,38.5696,44.2921,147.223875,78.2075,121.8334,90.0852,82.9058090909091,89.2165275,79.083,65.6381,63.105275,96.43,37.18395,110.629575,4.53634641068281,3.60102515586746,1.07611913421134,0.829990010495303,0.105837803565248,-0.268834122157457,"HNSC"
"ZNF596",0.000237991344553934,0.0821716113398925,0.57908624975128,0.108013067825501,0.24207976936067,0.983201322000885,42.4108676470588,26.8749287356322,32.1201551020408,33.6679146666667,2.8157113358076,2.11304293480519,3.99624284100957,2.63719052530378,25.4638,15.7412,17.9798,19.69855,56.0895,31.261,39.3848,39.06515,50.0527772727273,34.8099253846154,50.36925,28.0987,40.16825,61.17435,19.04215,43.70385,2.5513559313685,1.02918710562242,0.695464413391954,0.557854246390407,-0.523951400301684,-0.842039864369815,"HNSC"
"ZNF621",3.5486740213031e-09,0.148911167875299,0.00217673362733195,0.146988244346221,0.000119810694029776,0.995995897578878,363.266501470588,237.446197701149,315.146369387755,320.141105333333,18.1016641059798,10.505850718457,19.8234299764961,11.9097363924083,265.28865,178.09745,231.0954,246.6337,404.0113,285.33335,367.6536,367.48255,312.128797727273,308.128153076923,302.13145,286.78,253.3356,379.415875,214.228775,373.4952,12.6832953084649,6.01872211771361,0.987182712138451,0.949189500133137,-0.018610965118945,-0.0752319532573514,"HNSC"
"ZNF680",3.12041394154861e-05,0.998993405688781,0.000369443814415282,0.341892622891785,0.0156454487820571,0.51436891461816,148.558751470588,85.1913287356322,146.328446938775,124.997898666667,11.3731942607559,4.29210003145996,18.9038866001285,8.3380347980332,87.429925,58.2986,79.5715,83.74845,183.630975,109.6584,168.6551,150.4511,162.875161363636,129.5976475,152.22155,114.89665,104.535425,185.390775,76.869325,161.033525,13.2002718975862,3.79592902035963,0.795686993737856,0.754798844184677,-0.329727077924997,-0.405835881130657,"HNSC"
"ZNF483",4.07237648369918e-06,0.999993654173311,3.26644741814874e-05,0.0527991223895702,0.0624162450207241,0.086639504325393,10.3943852941176,4.59717011494253,10.4287387755102,7.37007733333333,0.967522674144437,0.430310600202526,1.38172133651006,0.794896173573899,4.389625,1.7665,4.1816,3.2982,13.756125,5.9044,12.2418,9.06225,10.3864272727273,7.51775692307692,7.84045,5.1872,4.155925,13.839725,2.396375,9.698825,1.41470688055874,0.342692323399183,0.72380585986647,0.66159467887685,-0.466325307201675,-0.595980463747056,"HNSC"
"ZNF417",3.61869924470071e-07,0.0158696526234384,0.226936415238512,0.109634447324272,0.0056371709163956,0.754649687431858,127.667573529412,82.4243816091954,99.5272734693878,108.662358666667,7.31519331218665,4.18520304846546,9.13988943721681,4.67125401928101,88.536025,58.868,60.3868,79.6943,152.731325,96.63725,112.1718,129.95175,87.1677409090909,95.1187375,82.13015,86.39905,57.738125,112.20235,61.850775,118.769525,5.25461497770231,2.137359602363,1.09121489794259,1.05197725804714,0.125935246176682,0.0731035163628586,"HNSC"
"ZNF791",7.90641330183917e-10,0.0646551106026632,0.00363342867834238,0.000789068351204514,0.0318098402876177,0.754555273382544,250.828507352941,177.354731034483,219.2002,206.828193333333,9.32014783854768,6.09653560872839,11.3915579580755,7.2362430696141,190.08165,135.5216,167.6159,162.26795,303.83085,210.5832,267.279,250.21685,210.870543181818,184.009739038462,221.98175,178.01385,161.031925,255.724475,125.8496,233.6483,10.5628742248532,3.72689193942317,0.872619457710617,0.801930113624206,-0.196575451530912,-0.31845158030315,"HNSC"
"ZNF519",1.11910480882216e-12,0.00143293412613577,0.00906242703165505,5.6699012151995e-10,0.831548980176885,0.0877725346063022,52.6181367647059,22.5142827586207,36.0370734693878,25.7012906666667,4.25206305555025,2.0567797817233,3.36271830002094,1.69501914108215,24.731525,12.3016,22.0487,16.327,73.339975,23.1608,42.7404,29.7366,37.0431659090909,35.3785086538462,32.06685,25.6949,23.0168,41.529625,16.6365,43.5123,4.06415769111444,1.45449730261837,0.955061690479425,0.801291676606838,-0.066334170457029,-0.319600604066644,"HNSC"
"ZNF25",2.8908793969773e-07,0.690233811383534,0.000609758752946221,0.00154640254973759,3.16635606623095e-13,6.36071849530184e-05,146.179058823529,93.051383908046,134.134473469388,182.283178666667,5.9988993906229,3.99274474535744,8.96698324473407,9.18018571490732,112.788475,68.1417,94.9725,133.3753,176.94845,109.99495,170.0725,210.49215,235.840597727273,137.417325384615,158.1736,124.74265,123.703,240.456725,89.36835,169.163125,29.2263688746673,3.25863737944139,0.58267035747393,0.78864393299514,-0.779248177394421,-0.342554013976533,"HNSC"
"ZNF77",1.50235121010311e-08,0.982319030061077,2.37048565898679e-06,1.5508483630633e-07,0.995110705975237,1.25022285932808e-05,97.0269955882353,59.1924011494253,94.3796408163265,60.62802,5.35224078414446,2.72386590357263,7.56432922862159,3.66981202280257,61.627175,43.62425,58.1347,45.3083,124.23345,69.20105,116.1708,67.77915,77.4418613636364,81.9669582692308,70.4651,67.9545,60.13,91.458025,51.000875,100.122725,3.97439074705376,2.03913267257174,1.05843218158647,0.964371014871191,0.081928832478831,-0.052339804927851,"HNSC"
"ZNF169",1.07209140454145e-08,0.284326681940397,0.00113000472669056,0.000338409352141467,0.170386567780663,0.228508566759754,56.5391676470588,34.6723977011494,49.2939183673469,41.7022293333333,2.73399020904257,2.01524694316087,4.15940299273527,2.0954686927911,41.009175,22.4621,32.2416,29.98995,68.11935,39.91625,66.6667,49.9382,30.1714045454545,45.741175,30.23185,41.1761,22.392725,37.51615,29.242675,57.645525,1.41779433227295,1.03377842674754,1.51604393925675,1.36201059478662,0.600311567512424,0.445737925807159,"HNSC"
"ZNF613",0.000249061022373653,0.000209277269834995,0.919328321243475,0.11504683339639,0.234090051839655,0.114198263816258,87.4433338235294,61.6531563218391,57.2813448979592,73.070928,4.97342571178053,4.49732435534498,4.93555434867331,3.85108702309967,58.629575,28.885,32.9536,52.29795,117.278625,84.51335,83.0587,89.7796,94.4385886363636,73.0322042307692,94.2755,71.37125,82.945425,107.794825,44.853625,97.079775,3.47918736548437,1.76705281428955,0.773330110978047,0.757049816760452,-0.370843706858408,-0.40153985672585,"HNSC"
"ZNF404",0.995592652727569,0.967352978938974,0.99281753999837,0.464399156204123,0.556605447271487,0.826160798396002,12.6125088235294,13.2164563218391,14.0027959183673,16.538868,1.31162581933331,2.30891799970122,1.83649287365883,1.66924549201308,5.3503,5.0239,6.3392,8.37415,15.718275,12.3037,15.3537,20.19945,23.0788977272727,17.5697615384615,20.48565,12.2783,12.848525,27.602,7.38465,21.591775,2.38699594696328,0.806305452409208,0.761291191030283,0.599361016125922,-0.393479710144371,-0.738502844320524,"HNSC"
"ZNF135",0.000268368307747124,0.10832395595479,0.516915908556133,0.663952011975088,6.14068190740724e-07,0.00500962756336965,26.5555441176471,9.70974942528736,15.8770775510204,31.3613293333333,4.95497792730199,1.53432779401048,2.12958664220158,2.46051444409993,7.470125,3.4674,6.7621,16.9932,25.052,11.27625,20.4708,38.74385,56.1891454545455,20.5132667307692,47.68215,11.23225,33.58925,69.89035,5.7273,22.2284,5.57647344847987,1.44169055396316,0.365075257237424,0.235565090919768,-1.45373420061603,-2.08580233707926,"HNSC"
"ZNF620",3.09530179265494e-13,1.18794597492311e-07,0.0016521638508995,4.27990975992998e-13,0.074573380462976,0.446675039497302,37.6613220588235,7.92563333333333,19.1320183673469,14.4616493333333,3.75342362121775,0.52828397764485,1.84840832734479,1.04649584528709,16.155375,4.65715,10.4203,8.9759,50.305275,10.2726,23.5674,17.8306,19.7642681818182,19.8281780769231,16.72565,11.8801,8.675425,26.82855,7.069575,21.103425,2.03475756743458,1.08232833490163,1.00323360796954,0.710292275636522,0.00465758383358127,-0.493515298657581,"HNSC"
"ZNF619",3.14859249783694e-13,1.0166287811586e-09,0.0714750850824352,3.21572306560824e-08,0.000164899155086995,0.578099936658639,64.6678558823529,33.0320183908046,41.2495408163265,45.6675893333333,3.21784266597229,1.49165784308716,2.75776778664382,1.68620404034878,43.335875,22.73845,27.268,35.83235,79.31425,41.32095,48.203,54.1376,55.9609159090909,39.2044480769231,53.76695,35.46795,40.5207,71.76235,23.34365,50.0332,3.64091379571998,0.997809827772782,0.700568377769426,0.659660813938674,-0.513402225595289,-0.600203688344485,"HNSC"
"ZNF354C",3.17523785042795e-13,4.6440628874711e-06,0.00779471981844149,3.31925498620045e-06,0.000197466334613483,0.962343560218637,47.3463117647059,12.967991954023,25.9526959183673,27.9649053333333,4.20670345921938,1.2955011356263,3.22322261766231,2.01647515200725,18.53755,4.17985,7.9594,14.15365,76.67705,19.12955,40.2109,38.9286,28.875075,23.6456767307692,27.6566,14.2985,16.004775,36.2866,5.42185,32.515475,2.36261113356545,1.17868614653255,0.8188957684359,0.517001366762364,-0.28824826198357,-0.951760000384525,"HNSC"
"ZNF114",2.97871036092356e-06,0.000199984317286184,0.994718897209043,0.111473836151003,0.0213136206508298,0.114602890648463,41.2696470588235,135.064725287356,130.106718367347,83.755704,5.73895714073502,13.8513475780913,23.9685477360542,9.92214450865716,3.67985,45.6358,47.5144,23.8936,52.74535,166.31275,145.1627,109.6992,7.06597272727273,109.58341,3.7747,65.46595,2.25185,6.504775,27.801125,133.848175,1.50101834110431,6.14149058347254,15.5086092502223,17.3433517895462,3.95499741196614,4.11631083674927,"HNSC"
"ZNF454",3.43319090712058e-07,0.00518708836323356,0.409387086953513,0.297728299139715,0.000786162452252714,0.270191052751281,8.58972352941177,2.20607701149425,4.16212857142857,6.51345733333333,1.51373153660071,0.214716257392687,0.803152903925108,0.508160149737073,1.365875,0.78745,1.6269,3.4912,8.224875,2.8019,4.0683,7.98245,8.61509090909091,4.99494442307692,6.4204,2.68275,3.1079,11.544475,1.30255,5.621775,1.10770283249838,0.304611995669856,0.579790100393033,0.417847797645007,-0.786397394526699,-1.25895056303465,"HNSC"
"ZNF543",1.01270200558723e-06,0.00800928070467943,0.441809308148076,4.03122972867376e-05,0.919244366194177,0.80188328108919,159.320597058824,118.639586206897,131.143526530612,123.354913333333,7.06428836184336,4.33700304594086,8.09071918296409,3.81628335118536,116.635475,89.47095,105.612,103.5129,198.66725,141.28895,153.3569,137.26615,138.884711363636,120.205711538462,135.93885,114.9863,123.780025,164.528075,84.391025,147.1944,5.37197408138872,2.20239446274468,0.865507155958525,0.845867829542474,-0.208382347134619,-0.241495841187835,"HNSC"
"ZNF354B",0.00142792281656368,0.49886691870407,0.234619593976377,0.0668630706843929,0.63680591839327,0.84431116985892,80.2706205882353,58.1839712643678,70.6032346938776,65.0528533333333,5.2845073685056,3.20697254110534,6.12246637245076,3.79137761423709,46.19415,41.4338,38.3844,42.87085,96.160725,63.69135,94.6256,76.6996,62.8280068181818,76.3678298076923,62.56215,65.74675,47.24645,74.40715,45.9783,95.79735,3.10296887741415,1.93765851788395,1.21550616795299,1.05090298207462,0.281557214183268,0.0716294878153994,"HNSC"
"ZNF223",0.000225356656301745,0.0590220405401595,0.660692294513519,0.0899155216937323,0.274461964798797,0.973178035230406,70.0522720588235,49.9845597701149,56.0562836734694,58.4005106666667,4.02691699072753,2.92220007985284,4.94017148177897,2.89012135724534,46.136175,34.27365,34.7714,41.4617,89.131725,62.0614,70.4989,69.8748,58.7787136363636,59.6814063461538,59.60265,54.51705,40.287075,75.713325,37.173,75.76185,3.39946779631889,1.52380201936792,1.01535747643909,0.914674934755418,0.0219877458231864,-0.128668978091561,"HNSC"
"ZNF713",0.12374612188992,0.917455427832618,0.0392117571763552,0.70583373771762,0.673445424282637,0.360056921867873,43.9722955882353,28.9630724137931,49.0442285714286,36.4196066666667,4.21809452723723,3.3661946638665,10.6775001463135,3.03891029766633,20.9898,12.8857,18.2441,21.24495,59.805525,30.2633,47.6544,38.3194,27.5691840909091,36.9585257692308,25.9368,24.99595,18.086275,38.519375,15.03085,40.552975,2.00854586690741,2.10145470590426,1.34057379599485,0.96372528608001,0.422850639078327,-0.0533061360796368,"HNSC"
"ZNF552",5.19322362890762e-11,2.86710308827764e-07,0.939584659477678,2.78326826030906e-08,0.806393790249117,0.99668878971661,172.964552941176,104.269712643678,110.375197959184,112.676978666667,9.70221140950595,4.88570824643009,6.15659630386626,7.05650155863059,117.04775,73.62935,77.455,76.40915,217.470675,126.74215,133.4881,130.00255,228.19735,135.238928461538,195.14205,119.32915,145.546375,253.165625,84.736525,160.725075,20.940154138031,3.40501007185795,0.59264022330469,0.611498905540861,-0.754771547574207,-0.709578178264194,"HNSC"
